#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
186,Faridabad,6,GEN,Haryana,Tayyab Hussain,Indian National Congress (I),"7,40,832","4,49,927",60.7 %,158,0.0%
187,Faridkot,12,GEN,Punjab,Gurbinder Kaur,Indian National Congress (I),"7,72,846","4,83,196",62.5 %,"20,661",4.3%
188,Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Daya Ram Shakya,Janta Party,"7,24,527","3,48,762",48.1 %,"6,110",1.8%
189,Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Hari Kishan Shastri,Indian National Congress (I),"6,92,245","3,11,915",45.1 %,"40,146",12.9%
190,Ferozepur,13,GEN,Punjab,Bal Ram,Indian National Congress (I),"7,55,567","4,60,364",60.9 %,"1,94,214",42.2%
191,Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Rajesh Kumar Singh,Independent,"6,78,935","2,84,771",41.9 %,"22,086",7.8%
192,Gandhinagar,11,GEN,Gujarat,Amrit Mohanal Patel,Indian National Congress (I),"7,91,640","4,54,333",57.4 %,"49,217",10.8%
193,Ganganagar,1,SC,Rajasthan,Birbal,Indian National Congress (I),"7,39,320","4,45,212",60.2 %,"85,840",19.3%
194,Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Hemwati Nandan Bahuguna,Indian National Congress (I),"6,03,296","2,81,745",46.7 %,"1,25,440",44.5%
195,Gauhati,7,GEN,Assam,Data Not Available,-,-,-,-,-,-
196,Gaya,43,SC,Bihar [1947 - 1999],Ramswaroop Ram,Indian National Congress (I),"7,09,388","3,90,505",55.1 %,"33,927",8.7%
197,Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Ash Karan Sankhwar,Janta Party (SECULAR),"6,85,777","3,41,323",49.8 %,"43,720",12.8%
198,Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Jainul Bashar,Indian National Congress (I),"7,27,709","3,85,038",52.9 %,"5,291",1.4%
199,Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Jharkhande,Communist Party Of India,"7,07,879","3,79,349",53.6 %,"6,296",1.7%
200,Giridih,46,GEN,Bihar [1947 - 1999],Bindeshwari Dubey,Indian National Congress (I),"6,83,106","3,05,695",44.8 %,"26,029",8.5%
201,Gobichettipalayam,19,SC,Tamil Nadu,Chinnasamy G.,All India Anna Dravida Munnetra Kazhagam,"6,78,003","4,34,266",64.1 %,"13,875",3.2%
202,Godda,28,GEN,Bihar [1947 - 1999],Samin Udin,Indian National Congress (I),"7,11,384","3,56,239",50.1 %,"30,342",8.5%
203,Godhra,18,GEN,Gujarat,Maharaol Jaydeepsinhji Subhagsinhji,Indian National Congress (I),"5,88,905","3,48,420",59.2 %,"62,969",18.1%
204,Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Anand Singh Alias Annubhaiya,Indian National Congress (I),"6,98,411","2,45,719",35.2 %,"72,926",29.7%
205,Gopalganj,4,GEN,Bihar [1947 - 1999],Nagina Rai,Indian National Congress (I),"7,34,157","3,41,415",46.5 %,"63,820",18.7%
206,Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Hari Kesh Bahadur,Indian National Congress (I),"6,54,106","3,31,565",50.7 %,"16,141",4.9%
207,Gulbarga,2,GEN,Karnataka,Dharamsingh,Indian National Congress (I),"7,00,751","3,22,788",46.1 %,"1,17,976",36.5%
208,Guna,4,GEN,Madhya Pradesh [1947 - 1999],Madhavrao Seindia,Indian National Congress (I),"6,93,067","3,54,533",51.2 %,"1,16,126",32.8%
209,Guntur,15,GEN,Andhra Pradesh,N. G. Ranga,Indian National Congress (I),"8,41,689","4,49,094",53.4 %,"1,57,336",35.0%
210,Gurdaspur,1,GEN,Punjab,Sukhbans Kaur,Indian National Congress (I),"6,83,185","4,37,319",64.0 %,"1,51,739",34.7%
211,Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Narayan Krishnarao Shejwalkar,Janta Party,"6,59,308","3,26,171",49.5 %,"25,480",7.8%
212,Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Janta Party (SECULAR),"7,61,330","4,65,147",61.1 %,"1,45,839",31.4%
213,Hamirpur,4,SC,Himachal Pradesh,Narain Chand,Indian National Congress (I),"5,87,599","3,68,376",62.7 %,"72,434",19.7%
214,Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Doongar Singh,Indian National Congress (I),"6,22,309","3,35,657",53.9 %,"66,209",19.7%
215,Hanamkonda,38,GEN,Andhra Pradesh,P. V. Narsimha Rao,Indian National Congress (I),"6,92,790","4,04,764",58.4 %,"1,62,949",40.3%
216,Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Anwar,Janta Party (SECULAR),"7,23,435","4,20,427",58.1 %,"5,402",1.3%
217,Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Manni Lal,Indian National Congress (I),"6,43,392","2,51,297",39.1 %,"53,157",21.2%
218,Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Jagpal Singh,Janta Party (SECULAR),"6,38,169","4,15,321",65.1 %,"26,444",6.4%
219,Hassan,19,GEN,Karnataka,H.N. Nanjegowda,Indian National Congress (I),"7,26,335","4,59,611",63.3 %,"94,748",20.6%
220,Hathras,75,SC,Uttar Pradesh [1947 - 1999],Chandra Pal Shailani,Janta Party (SECULAR),"6,91,283","3,44,695",49.9 %,"34,853",10.1%
221,Hazaribagh,48,GEN,Bihar [1947 - 1999],Kunwar Basant Narayan Singh,Janta Party,"7,15,407","2,81,511",39.4 %,"29,364",10.4%
222,Hindupur,24,GEN,Andhra Pradesh,P. Bayapa Reddy,Indian National Congress (I),"7,13,647","2,98,910",41.9 %,"78,439",26.2%
223,Hingoli,29,GEN,Maharashtra,Uttamrao Baliramji Rathod,Indian National Congress (I),"6,77,384","3,73,518",55.1 %,"1,17,224",31.4%
224,Hissar,9,GEN,Haryana,Mani Ram S/o Harji Ram,Janta Party (SECULAR),"6,59,166","4,28,928",65.1 %,"92,711",21.6%
225,Hooghly,27,GEN,West Bengal,Rup Chand Pal,Communist Party Of India (MARXIST),"7,01,041","5,10,096",72.8 %,"78,393",15.4%
226,Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Nikhra,Indian National Congress (I),"6,25,301","3,39,894",54.4 %,"60,317",17.7%
227,Hoshiarpur,6,GEN,Punjab,Zail Singh,Indian National Congress (I),"7,32,020","4,72,728",64.6 %,"1,25,186",26.5%
228,Howrah,24,GEN,West Bengal,Samar Mukherjee,Communist Party Of India (MARXIST),"7,76,251","5,08,728",65.5 %,"58,309",11.5%
229,Hyderabad,30,GEN,Andhra Pradesh,K.S. Narayana,Indian National Congress (I),"6,92,650","4,39,388",63.4 %,"31,564",7.2%
230,Ichalkaranji,47,GEN,Maharashtra,Mane Rajaram Alias Balasaheb Shankarrao,Indian National Congress (I),"6,86,425","4,59,320",66.9 %,"1,51,051",32.9%
231,Idukki,14,GEN,Kerala,M.M. Lawrence,Communist Party Of India (MARXIST),"6,97,106","3,77,284",54.1 %,"7,033",1.9%
232,Indore,37,GEN,Madhya Pradesh [1947 - 1999],Prakash Chand Sethi,Indian National Congress (I),"6,84,494","4,17,224",61.0 %,"64,733",15.5%
233,Inner Manipur,1,GEN,Manipur,Ngangom Mohendra,Communist Party Of India,"4,69,331","3,80,893",81.2 %,"11,946",3.1%
234,Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Munder Sharma,Indian National Congress (I),"6,72,798","3,33,892",49.6 %,"77,526",23.2%
235,Jadavpur,18,GEN,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),"7,96,010","5,27,037",66.2 %,"1,46,115",27.7%
236,Jagatsinghpur,7,SC,Orissa,Lakshman Mallick,Indian National Congress (I),"7,30,554","4,62,012",63.2 %,"59,892",13.0%
237,Jahanabad,41,GEN,Bihar [1947 - 1999],Mahendara Prasad,Indian National Congress (I),"8,63,650","5,71,648",66.2 %,"28,142",4.9%
238,Jaipur,6,GEN,Rajasthan,Satish Chandra Agarwal,Janta Party,"7,31,371","3,87,950",53.0 %,"4,684",1.2%
239,Jajpur,4,ST,Orissa,Anadi Charan Das,Indian National Congress (I),"6,72,423","3,62,729",53.9 %,"84,938",23.4%
240,Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Nathuram Shakyawar,Indian National Congress (I),"6,72,659","3,89,847",58.0 %,"16,434",4.2%
241,Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Chaudhary Multan Singh,Janta Party (SECULAR),"6,48,874","3,69,281",56.9 %,"58,480",15.8%
242,Jalgaon,17,GEN,Maharashtra,Yadav Shivram Mahajan,Indian National Congress (I),"6,98,261","4,22,372",60.5 %,"96,358",22.8%
243,Jalna,32,GEN,Maharashtra,Balasaheb Pawar,Indian National Congress (I),"6,96,767","3,40,041",48.8 %,"1,07,126",31.5%
244,Jalore,22,GEN,Rajasthan,Virda Ram,Indian National Congress (I),"7,40,453","3,48,668",47.1 %,"1,46,981",42.2%
245,Jalpaiguri,3,SC,West Bengal,Subodh Sen,Communist Party Of India (MARXIST),"6,56,038","4,46,909",68.1 %,"90,396",20.2%
246,Jammu,6,GEN,Jammu & Kashmir,Girdhari Lal Dogra,Indian National Congress (I),"6,91,358","4,10,072",59.3 %,"1,34,257",32.7%
247,Jamnagar,3,GEN,Gujarat,Jadeja Dolatsinhji Pratapsinhji,Indian National Congress (I),"5,63,162","2,65,997",47.2 %,"57,787",21.7%
248,Jamshedpur,50,GEN,Bihar [1947 - 1999],Rudra Pratap Sarangi,Janta Party,"6,64,802","3,21,959",48.4 %,"10,457",3.2%
249,Jangipur,8,GEN,West Bengal,Zainal Abedin,Communist Party Of India (MARXIST),"6,97,228","5,02,469",72.1 %,"72,826",14.5%
250,Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Ramgopal Tiwari,Indian National Congress (I),"6,34,444","2,79,814",44.1 %,"64,310",23.0%
251,Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Azizulla,Janta Party (SECULAR),"7,15,727","3,81,122",53.3 %,"2,763",0.7%
252,Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Dileep Singh Bhuria,Indian National Congress (I),"5,85,979","2,74,710",46.9 %,"90,136",32.8%
253,Jhalawar,15,GEN,Rajasthan,Chatur Bhuj,Janta Party,"6,23,876","3,55,299",57.0 %,"5,605",1.6%
254,Jhanjharpur,14,GEN,Bihar [1947 - 1999],Dhanik Lal Mandal,Janta Party (SECULAR),"7,00,394","4,59,432",65.6 %,"45,483",9.9%
255,Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Vishwa Nath Sharma,Indian National Congress (I),"7,02,912","3,96,619",56.4 %,"1,09,754",27.7%
256,Jhargram,33,ST,West Bengal,Hasada Matilal,Communist Party Of India (MARXIST),"6,63,395","5,05,746",76.2 %,"98,169",19.4%
257,Jhunjhunu,4,GEN,Rajasthan,Bhim Singh,Janta Party,"7,87,647","4,40,584",55.9 %,"7,892",1.8%
258,Jodhpur,24,GEN,Rajasthan,Ashok Gahlot,Indian National Congress (I),"7,29,797","4,01,223",55.0 %,"52,519",13.1%
259,Jorhat,12,GEN,Assam,Data Not Available,-,-,-,-,-,-
260,Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,"6,95,468","5,28,333",76.0 %,"48,529",9.2%
261,Jullundur,4,SC,Punjab,Rajinder Singh Sparrow,Indian National Congress (I),"7,25,205","4,33,193",59.7 %,"72,321",16.7%
262,Junagadh,6,GEN,Gujarat,Patel Mohanlal Laljibhai,Indian National Congress (I),"5,97,939","3,41,339",57.1 %,"10,781",3.2%
263,Kaira,19,ST,Gujarat,Ajitsinh Fulsinhji Dabhi,Indian National Congress (I),"6,65,672","4,07,508",61.2 %,"1,07,222",26.3%
264,Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Gyatri Devi,Janta Party (SECULAR),"6,46,644","4,20,524",65.0 %,"59,481",14.1%
265,Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Rana Bir Singh,Indian National Congress (I),"6,80,286","2,61,063",38.4 %,"33,462",12.8%
266,Kakinada,7,GEN,Andhra Pradesh,Sanjeevi Rao M.S.,Indian National Congress (I),"7,41,257","4,01,031",54.1 %,"1,62,977",40.6%
267,Kalahandi,14,GEN,Orissa,Rasabehari Behara,Indian National Congress (I),"5,77,063","2,63,826",45.7 %,"45,627",17.3%
268,Kaliabor,11,GEN,Assam,Data Not Available,-,-,-,-,-,-
269,Kanakapura,11,GEN,Karnataka,M.V. Chandrasekhara Murthy,Indian National Congress (I),"7,85,062","4,86,180",61.9 %,"1,28,504",26.4%
270,Kanara,22,SC,Karnataka,Naik Devaray G.,Indian National Congress (I),"6,95,492","4,29,493",61.8 %,"1,16,700",27.2%
271,Kangra,3,GEN,Himachal Pradesh,Vikram Chand Mahajan,Indian National Congress (I),"5,26,337","3,36,786",64.0 %,"30,930",9.2%
272,Kanker,19,ST,Madhya Pradesh [1947 - 1999],Arvind Netam,Indian National Congress (I),"5,78,575","2,77,126",47.9 %,"87,501",31.6%
273,Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Chhotey Singh Yadav,Janta Party (SECULAR),"6,88,500","4,13,991",60.1 %,"39,137",9.5%
274,Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Arif Mohammad Khan,Indian National Congress (I),"7,07,230","3,62,692",51.3 %,"75,181",20.7%
275,Kapadvanj,16,GEN,Gujarat,Solanki Natavarsinhji Kesarisinhji,Indian National Congress (I),"6,51,424","3,51,941",54.0 %,"50,096",14.2%
276,Karad,45,GEN,Maharashtra,Mohite Yashavantrao Jijava,Indian National Congress (I),"7,04,176","4,77,452",67.8 %,"25,415",5.3%
277,Karimganj,1,SC,Assam,Nihar Ranjan Laskar,Indian National Congress (I),"6,44,438","2,69,552",41.8 %,"72,787",27.0%
278,Karimnagar,37,GEN,Andhra Pradesh,M.Satyanarayana Rao,Indian National Congress (I),"7,42,524","3,71,428",50.0 %,"1,56,328",42.1%
279,Karnal,3,SC,Haryana,Chiranji Lal,Indian National Congress (I),"6,67,048","4,39,470",65.9 %,"22,328",5.1%
280,Karol Bagh,7,GEN,Delhi [1977 Onwards],Dharam Dass Shastri,Indian National Congress (I),"3,44,847","2,26,541",65.7 %,"34,998",15.4%
281,Karur,26,GEN,Tamil Nadu,Dorai Sebastian S.A.,Indian National Congress (I),"7,62,973","5,14,544",67.4 %,"74,134",14.4%
282,Kasaragod,1,GEN,Kerala,M. Ramanna Rai,Communist Party Of India (MARXIST),"6,78,476","4,66,974",68.8 %,"73,587",15.8%
283,Katihar,25,GEN,Bihar [1947 - 1999],Shah Tarique Anwar,Indian National Congress (I),"6,12,145","3,18,884",52.1 %,"38,156",12.0%
284,Katwa,40,GEN,West Bengal,Saifuddin Chwdhury,Communist Party Of India (MARXIST),"7,13,420","5,49,368",77.0 %,"1,21,160",22.1%
285,Kendrapara,5,ST,Orissa,Bijoynanda Patanaik,Janta Party (SECULAR),"6,89,449","4,22,753",61.3 %,"5,743",1.4%
286,Keonjhar,21,ST,Orissa,Harihar Soren,Indian National Congress (I),"6,19,778","1,93,748",31.3 %,"85,048",43.9%
287,Khagaria,31,GEN,Bihar [1947 - 1999],Satish Pd. Singh,Indian National Congress (I),"7,13,675","4,22,876",59.3 %,"53,769",12.7%
288,Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Chaturvedi Vidyawati,Indian National Congress (I),"7,30,654","3,59,078",49.1 %,"46,436",12.9%
289,Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Krishna Chandra Pandey,Indian National Congress (I),"7,21,490","3,42,148",47.4 %,"19,941",5.8%
290,Khammam,40,GEN,Andhra Pradesh,Kondala Rao Jalagam,Indian National Congress (I),"7,01,335","4,91,008",70.0 %,"95,483",19.4%
291,Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Shivkumarsingh Nawal Singh,Indian National Congress (I),"6,12,411","3,89,185",63.6 %,"37,356",9.6%
292,Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Subhash Yadav,Indian National Congress (I),"5,85,592","3,56,231",60.8 %,"46,583",13.1%
293,Khed,41,SC,Maharashtra,More Ramkrishna Sadashiv,Indian National Congress (I),"6,53,048","3,35,921",51.4 %,"50,888",15.1%
294,Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Bal Govind Verma,Indian National Congress (I),"7,25,285","2,80,662",38.7 %,"81,306",29.0%
295,Khunti,52,ST,Bihar [1947 - 1999],Nirel Enem Horo,Jharkhand Party,"5,93,802","2,11,891",35.7 %,"19,879",9.4%
296,Khurja,77,SC,Uttar Pradesh [1947 - 1999],Trilok Chand,Janta Party (SECULAR),"6,71,586","3,42,075",50.9 %,"34,269",10.0%
297,Kishanganj,23,GEN,Bihar [1947 - 1999],Zamilur Rahman,Indian National Congress (I),"7,02,809","3,20,666",45.6 %,"99,049",30.9%
298,Kodarma,45,GEN,Bihar [1947 - 1999],Reet Lal Pd. Verma,Janta Party,"6,79,406","2,74,331",40.4 %,"22,366",8.2%
299,Kokrajhar,5,ST,Assam,Data Not Available,-,-,-,-,-,-
300,Kolaba,3,GEN,Maharashtra,A. T. Patil,Indian National Congress (I),"6,58,873","3,76,139",57.1 %,"49,420",13.1%
301,Kolar,10,GEN,Karnataka,G.Y. Krishnan,Indian National Congress (I),"6,73,699","3,74,057",55.5 %,"97,512",26.1%
302,Kolhapur,48,GEN,Maharashtra,Gaikwad Udayasingrao Nanasaheb,Indian National Congress (I),"6,54,754","4,03,326",61.6 %,"1,54,443",38.3%
303,Kopargaon,40,GEN,Maharashtra,Vikhe Eknathrao Vithalrao,Indian National Congress (I),"6,19,224","4,29,566",69.4 %,"1,59,839",37.2%
304,Koppal,4,SC,Karnataka,H.G. Ramulu,Indian National Congress (I),"7,31,105","3,81,478",52.2 %,"1,61,803",42.4%
305,Koraput,12,ST,Orissa,Giridhar Gomango,Indian National Congress (I),"6,18,269","1,58,890",25.7 %,"64,318",40.5%
306,Kota,14,GEN,Rajasthan,Krishan Kumar Goyal,Janta Party,"6,39,359","3,52,327",55.1 %,"6,220",1.8%
307,Kottayam,13,GEN,Kerala,Skaria Thomas,Kerala Congress,"6,59,430","3,83,531",58.2 %,"5,375",1.4%
308,Krishnagar,11,GEN,West Bengal,Renupada Das,Communist Party Of India (MARXIST),"6,47,367","5,15,993",79.7 %,"66,191",12.8%
309,Krishnagiri,14,GEN,Tamil Nadu,Ramamurthy K.,Indian National Congress (I),"6,56,215","3,62,269",55.2 %,"1,00,511",27.7%
310,Kurnool,26,GEN,Andhra Pradesh,K. Vijayabhaskara Reddi,Indian National Congress (I),"6,79,063","3,06,276",45.1 %,"2,04,849",66.9%
311,Kurukshetra,2,GEN,Haryana,Manohar Lal,Janta Party (SECULAR),"6,50,213","4,34,978",66.9 %,"27,929",6.4%
312,Kutch,1,SC,Gujarat,Mehta Mahipatray Mulshanker,Indian National Congress (I),"5,06,980","2,82,123",55.7 %,"20,951",7.4%
313,Ladakh,4,GEN,Jammu & Kashmir,Phuntsog Namgyal,Independent,"77,631","48,000",61.8 %,"6,052",12.6%
314,Lakhimpur,14,GEN,Assam,Data Not Available,-,-,-,-,-,-
315,Lakshadweep,1,ST,Lakshadweep,Muhammad Sayeed Padannatha,Indian National Congress (U),"20,117","17,860",88.8 %,"2,949",16.5%
316,Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Chhagur,Janta Party (SECULAR),"7,54,104","3,81,145",50.5 %,"9,383",2.5%
317,Latur,35,GEN,Maharashtra,Shivraj Vishwanath Patil,Indian National Congress (I),"6,80,543","4,36,280",64.1 %,"1,89,867",43.5%
318,Lohardaga,53,ST,Bihar [1947 - 1999],Kartik Oraon,Indian National Congress (I),"6,38,943","2,60,429",40.8 %,"69,346",26.6%
319,Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Sheila Kaul,Indian National Congress (I),"6,87,282","2,62,203",38.2 %,"30,382",11.6%
320,Ludhiana,9,SC,Punjab,Devinder Singh Garcha,Indian National Congress (I),"8,28,069","4,90,516",59.2 %,"65,506",13.4%
321,Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Sheo Sharan Verma,Janta Party (SECULAR),"7,07,794","3,58,197",50.6 %,"11,220",3.1%
322,Machilipatnam,12,GEN,Andhra Pradesh,Ankineedu Maganti,Indian National Congress (I),"7,02,268","4,71,816",67.2 %,"1,34,336",28.5%
323,Madhepura,21,GEN,Bihar [1947 - 1999],Rajendra Pd. Yadav,Indian National Congress (U),"7,46,552","4,46,809",59.9 %,"57,498",12.9%
324,Madhubani,13,GEN,Bihar [1947 - 1999],Shafiqullah Ansari,Indian National Congress (I),"7,74,006","4,77,545",61.7 %,"3,223",0.7%
325,Madras Central,2,GEN,Tamil Nadu,Kalanidhi A.,Dravida Munetra Kazhagam,"7,26,953","4,93,806",67.9 %,"1,05,049",21.3%
326,Madras North,1,SC,Tamil Nadu,Lakshmanan G.,Dravida Munetra Kazhagam,"7,39,196","5,27,126",71.3 %,"99,318",18.8%
327,Madras South,3,GEN,Tamil Nadu,Venkataraman R.,Indian National Congress (I),"8,11,849","5,52,796",68.1 %,"1,20,362",21.8%
328,Madurai,24,GEN,Tamil Nadu,Subburaman A.G.,Indian National Congress (I),"7,88,417","5,33,277",67.6 %,"69,195",13.0%
329,Mahabubnagar,29,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress (I),"7,35,834","3,83,142",52.1 %,"1,52,661",39.8%
330,Maharajganj,6,GEN,Bihar [1947 - 1999],Krishna Pratap Singh,Indian National Congress (I),"7,64,467","3,29,817",43.1 %,"30,932",9.4%
331,Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Ashfaq Husain,Indian National Congress (I),"6,46,075","3,53,655",54.7 %,"23,536",6.7%
332,Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Vidya Charan Shukla Ravishankar Shukla,Indian National Congress (I),"6,19,003","3,57,442",57.7 %,"1,01,897",28.5%
333,Mahendragarh,7,GEN,Haryana,Birender Singh,Indian National Congress (I),"7,79,222","4,98,745",64.0 %,"91,347",18.3%
334,Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Raghunath Singh Verma,Janta Party (SECULAR),"6,56,808","3,56,277",54.2 %,"83,216",23.4%
335,Malda,7,GEN,West Bengal,Abdul Barkat Ataul Ghani Khan Chawdhury,Indian National Congress (I),"6,66,219","5,03,253",75.5 %,"12,759",2.5%
336,Malegaon,13,GEN,Maharashtra,Khandole Zamaru Mangalu,Indian National Congress (I),"6,48,465","3,06,527",47.3 %,"74,993",24.5%
337,Mandi,2,GEN,Himachal Pradesh,Vir Bahadur Singh,Indian National Congress (I),"5,37,413","2,99,480",55.7 %,"58,354",19.5%
338,Mandla,24,ST,Madhya Pradesh [1947 - 1999],Chhotelal Sonu,Indian National Congress (I),"5,33,433","2,02,310",37.9 %,"15,988",7.9%
339,Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Bhanwarlal Rajmal Nahata,Indian National Congress (I),"6,80,189","4,60,132",67.7 %,"2,683",0.6%
340,Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress (I),"6,11,914","3,58,676",58.6 %,"35,919",10.0%
341,Mandya,14,GEN,Karnataka,S.M. Krishna,Indian National Congress (I),"6,69,343","4,42,519",66.1 %,"1,15,342",26.1%
342,Mangaldoi,8,GEN,Assam,Data Not Available,-,-,-,-,-,-
343,Mangalore,17,GEN,Karnataka,Janardhana Poojari,Indian National Congress (I),"6,39,192","4,55,328",71.2 %,"1,28,897",28.3%
344,Manjeri,5,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,"6,74,048","4,35,656",64.6 %,"34,581",7.9%
345,Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Chaudhary Digamber Singh,Janta Party (SECULAR),"6,95,247","3,49,362",50.3 %,"82,663",23.7%
346,Mathurapur,16,GEN,West Bengal,Mukundaram Mandal,Communist Party Of India (MARXIST),"6,74,577","5,18,577",76.9 %,"77,842",15.0%
347,Mavelikara,16,SC,Kerala,P. J. Kurien,Indian National Congress (U),"6,23,914","4,21,893",67.6 %,"63,122",15.0%
348,Mayiladuturai,29,SC,Tamil Nadu,Kudanthai Ramalingam N.,Indian National Congress (I),"6,76,693","5,20,978",77.0 %,"92,005",17.7%
349,Mayurbhanj,1,GEN,Orissa,Man Mohan Tudu,Indian National Congress (I),"5,92,797","2,20,672",37.2 %,"71,557",32.4%
350,Medak,33,GEN,Andhra Pradesh,Indira Gandhi,Indian National Congress (I),"7,24,930","4,58,263",63.2 %,"2,19,124",47.8%
351,Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Mohsina Kidwai,Indian National Congress (I),"6,93,627","4,32,060",62.3 %,"57,217",13.2%
352,Mehsana,12,GEN,Gujarat,Chaudhary Motibhai Ranchhodbhai,Janta Party,"6,63,649","4,34,100",65.4 %,"19,428",4.5%
353,Midnapore,32,GEN,West Bengal,Narayan Choubey,Communist Party Of India,"6,68,312","4,90,282",73.4 %,"1,24,351",25.4%
354,Miryalguda,42,GEN,Andhra Pradesh,G. S. Reddy,Indian National Congress (I),"7,72,232","5,12,058",66.3 %,"48,007",9.4%
355,Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Aziz Imam,Indian National Congress (I),"7,23,350","3,75,741",51.9 %,"34,523",9.2%
356,Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Lal Rahi,Indian National Congress (I),"6,57,555","2,43,325",37.0 %,"47,673",19.6%
357,Mizoram,1,ST,Mizoram,R. Rothuama,Independent,"2,30,795","1,29,533",56.1 %,"20,539",15.9%
358,Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Kailash Pati,Indian National Congress (I),"6,54,503","2,60,268",39.8 %,"43,065",16.5%
359,Monghyr,32,GEN,Bihar [1947 - 1999],Devendra Prasad Yadav,Indian National Congress (U),"7,95,163","4,71,314",59.3 %,"64,133",13.6%
360,Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Ghulam Mohammad Khan,Janta Party (SECULAR),"6,25,105","3,10,575",49.7 %,"10,467",3.4%
361,Morena,1,SC,Madhya Pradesh [1947 - 1999],Babulal Solanki,Indian National Congress (I),"6,62,214","2,72,524",41.2 %,"32,054",11.8%
362,Mormugao,2,GEN,"Goa, Daman And Diu",Eduardo Martinho Faleiro,Indian National Congress (U),"2,61,036","1,75,144",67.1 %,"41,081",23.5%
363,Motihari,3,GEN,Bihar [1947 - 1999],Kamla Mishra Madhukar,Communist Party Of India,"7,26,964","3,41,342",47.0 %,"5,506",1.6%
364,Mukundapuram,10,GEN,Kerala,Balanandan,Communist Party Of India (MARXIST),"6,34,533","4,04,796",63.8 %,"65,131",16.1%
365,Murshidabad,9,GEN,West Bengal,Masudal Hassain Syed,Communist Party Of India (MARXIST),"7,36,299","5,91,337",80.3 %,"68,755",11.6%
366,Muvattupuzha,12,GEN,Kerala,George Joseph (Baby Mundackal),Independent,"6,34,711","3,63,029",57.2 %,"4,330",1.2%
367,Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Ghayoor Ali Khan,Janta Party (SECULAR),"6,55,770","4,50,763",68.7 %,"50,172",11.1%
368,Muzaffarpur,10,GEN,Bihar [1947 - 1999],George Farnandes,Janta Party (SECULAR),"7,61,283","4,58,384",60.2 %,"23,109",5.0%
369,Mysore,16,GEN,Karnataka,M. Rajashekaramurthy,Indian National Congress (I),"7,06,042","4,07,645",57.7 %,"83,036",20.4%
370,Nabadwip,12,GEN,West Bengal,Bidha Gohse (Goswami),Communist Party Of India (MARXIST),"7,18,449","5,62,492",78.3 %,"83,465",14.8%
