#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,ACs
173,East Delhi,4,GEN,Delhi [1977 Onwards],Sandeep Dikshit,Indian National Congress,"26,06,589","11,90,884",45.7 %,"2,29,779",19.3%,AC View
174,Eluru,11,GEN,Andhra Pradesh,Kavuru  Samba Siva Rao,Indian National Congress,"11,51,672","8,94,854",77.7 %,"1,23,291",13.8%,AC View
175,Erandol,16,GEN,Maharashtra,Annasaheb M. K. Patil,Bharatiya Janta Party,"12,14,861","6,09,392",50.2 %,"8,141",1.3%,AC View
176,Ernakulam,11,GEN,Kerala,Dr. Sebastian Paul,Independent,"10,69,131","6,57,891",61.5 %,"70,099",10.7%,AC View
177,Etah,67,SC,Uttar Pradesh [2000 Onwards],Ku. Devendra Singh Yadav,Samajwadi Party,"11,28,519","5,87,065",52.0 %,"51,335",8.7%,AC View
178,Etawah,62,GEN,Uttar Pradesh [2000 Onwards],Raghuraj Singh Shakya,Samajwadi Party,"12,64,620","7,03,901",55.7 %,"1,90,157",27.0%,AC View
179,Faizabad,24,GEN,Uttar Pradesh [2000 Onwards],Mitrasen,Bahujan Samaj Party,"13,26,533","6,86,478",51.8 %,"33,486",4.9%,AC View
180,Faridabad,6,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,"15,46,578","8,44,647",54.6 %,"1,51,929",18.0%,AC View
181,Faridkot,12,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,"12,62,934","8,93,428",70.7 %,"1,35,279",15.1%,AC View
182,Farrukhabad,64,GEN,Uttar Pradesh [2000 Onwards],Chandra Bhushan Singh (MUNNOO BABU),Samajwadi Party,"13,66,501","6,65,458",48.7 %,"2,745",0.4%,AC View
183,Fatehpur,54,GEN,Uttar Pradesh [2000 Onwards],Mahendra Prasad Nishad,Bahujan Samaj Party,"12,79,387","5,06,655",39.6 %,"52,568",10.4%,AC View
184,Ferozepur,13,GEN,Punjab,Zora Singh Maan,Shiromani Akali Dal,"13,02,221","8,67,635",66.6 %,"11,539",1.3%,AC View
185,Firozabad,68,SC,Uttar Pradesh [2000 Onwards],Ram Ji Lal Suman,Samajwadi Party,"13,05,888","5,31,305",40.7 %,"54,788",10.3%,AC View
186,Gandhinagar,11,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,"21,26,829","8,45,212",39.7 %,"2,17,138",25.7%,AC View
187,Ganganagar,1,SC,Rajasthan,Nihalchand Meghwal,Bharatiya Janta Party,"13,37,857","7,20,451",53.9 %,"7,393",1.0%,AC View
188,Garhwal,2,GEN,Uttarakhand,Maj. Gen. ( RETD) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,"10,81,299","4,99,546",46.2 %,"50,962",10.2%,AC View
189,Gauhati,7,GEN,Assam,Kirip Chaliha,Indian National Congress,"14,41,360","8,81,696",61.2 %,"61,151",6.9%,AC View
190,Gaya,40,SC,Bihar [2000 Onwards],Rajesh Kumar Manjhi,Rashtriya Janata Dal,"14,36,323","8,83,374",61.5 %,"1,02,934",11.7%,AC View
191,Ghatampur,59,GEN,Uttar Pradesh [2000 Onwards],Radhey Shyam Kori,Samajwadi Party,"12,07,492","5,04,722",41.8 %,"10,312",2.0%,AC View
192,Ghazipur,46,GEN,Uttar Pradesh [2000 Onwards],Afajal Ansari,Samajwadi Party,"14,76,687","8,69,032",58.9 %,"2,26,777",26.1%,AC View
193,Ghosi,40,GEN,Uttar Pradesh [2000 Onwards],Chandradeo Prasad Rajbhar,Samajwadi Party,"14,27,284","7,21,463",50.6 %,"21,012",2.9%,AC View
194,Giridih,6,GEN,Jharkhand,Tek Lal Mahto,Jharkhand Mukti Morcha,"13,12,691","7,14,371",54.4 %,"1,49,794",21.0%,AC View
195,Gobichettipalayam,19,SC,Tamil Nadu,"Elangovan, E. V. K. S.",Indian National Congress,"10,52,350","6,77,523",64.4 %,"2,14,477",31.7%,AC View
196,Godda,3,GEN,Jharkhand,Furkan Ansari,Indian National Congress,"13,38,939","8,31,337",62.1 %,"26,754",3.2%,AC View
197,Godhra,18,GEN,Gujarat,Solanki Bhupendrasinh Prabhatsinh,Bharatiya Janta Party,"11,43,516","5,37,101",47.0 %,"53,719",10.0%,AC View
198,Gonda,29,GEN,Uttar Pradesh [2000 Onwards],Kirti Vardhan Singh  Alias Raja Bhaiya,Samajwadi Party,"13,91,430","6,06,618",43.6 %,"36,998",6.1%,AC View
199,Gopalganj,4,GEN,Bihar [2000 Onwards],Anirudh Prasad Alias Sadhu Yadav,Rashtriya Janata Dal,"12,31,178","6,94,487",56.4 %,"1,92,919",27.8%,AC View
200,Gorakhpur,34,SC,Uttar Pradesh [2000 Onwards],Aditya Nath,Bharatiya Janta Party,"14,32,002","6,89,217",48.1 %,"1,42,039",20.6%,AC View
201,Gulbarga,2,GEN,Karnataka,Iqbal Ahmed Saradgi,Indian National Congress,"14,39,006","8,27,038",57.5 %,"57,471",6.9%,AC View
202,Guna,4,GEN,Madhya Pradesh [2000 Onwards],Jyotiraditya Madhavrao Scindia,Indian National Congress,"14,22,045","6,68,208",47.0 %,"86,360",12.9%,AC View
203,Guntur,15,GEN,Andhra Pradesh,Rayapati  Sambasiva Rao,Indian National Congress,"11,72,954","8,20,124",69.9 %,"1,29,792",15.8%,AC View
204,Gurdaspur,1,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,"12,10,260","7,85,813",64.9 %,"24,983",3.2%,AC View
205,Gwalior,3,GEN,Madhya Pradesh [2000 Onwards],Ramsevak Singh ( BABUJI),Indian National Congress,"13,81,464","5,64,497",40.9 %,"35,864",6.4%,AC View
206,Hajipur,8,GEN,Bihar [2000 Onwards],Ram Vilas Paswan,Lok Jan Shakti Party,"12,08,834","7,73,565",64.0 %,"2,37,801",30.7%,AC View
207,Hamirpur,56,SC,Uttar Pradesh [2000 Onwards],Rajnarayan Alias Rajju Mahraj,Samajwadi Party,"11,85,235","6,04,055",51.0 %,"37,154",6.2%,AC View
208,Hamirpur,4,SC,Himachal Pradesh,Suresh Chandel,Bharatiya Janta Party,"10,64,238","6,49,994",61.1 %,"1,615",0.2%,AC View
209,Hanamkonda,38,GEN,Andhra Pradesh,B.Vinod Kumar,Telangana Rashtra Samithi,"12,07,089","8,31,324",68.9 %,"2,17,067",26.1%,AC View
210,Hapur,75,GEN,Uttar Pradesh [2000 Onwards],Surendra Prakash Goyal,Indian National Congress,"18,06,830","7,99,663",44.3 %,"42,363",5.3%,AC View
211,Hardoi,15,GEN,Uttar Pradesh [2000 Onwards],Usha Verma,Samajwadi Party,"12,13,260","5,22,063",43.0 %,"39,203",7.5%,AC View
212,Hardwar,5,GEN,Uttarakhand,Rajendra Kumar,Samajwadi Party,"9,14,440","4,86,341",53.2 %,"37,659",7.7%,AC View
213,Hassan,19,GEN,Karnataka,H D Devegowda,Janata Dal (Secular),"12,92,878","9,10,103",70.4 %,"1,90,305",20.9%,AC View
214,Hathras,71,GEN,Uttar Pradesh [2000 Onwards],Kishan Lal Diler,Bharatiya Janta Party,"12,12,983","4,92,076",40.6 %,"22,837",4.6%,AC View
215,Hazaribagh,14,GEN,Jharkhand,Bhubneshwar Prasad Mehta,Communist Party Of India,"11,80,058","7,05,438",59.8 %,"1,05,328",14.9%,AC View
216,Hindupur,24,GEN,Andhra Pradesh,Nizamoddin,Indian National Congress,"11,79,211","8,65,406",73.4 %,"1,840",0.2%,AC View
217,Hingoli,29,GEN,Maharashtra,Suryakanta Patil,Nationalist Congress Party,"11,89,303","7,27,547",61.2 %,"12,545",1.7%,AC View
218,Hissar,9,GEN,Haryana,Jai Parkash,Indian National Congress,"11,36,762","7,69,679",67.7 %,"1,82,768",23.7%,AC View
219,Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),"11,61,683","9,19,683",79.2 %,"1,66,966",18.2%,AC View
220,Hoshangabad,18,GEN,Madhya Pradesh [2000 Onwards],Sartaj Singh,Bharatiya Janta Party,"12,87,203","6,33,736",49.2 %,"1,36,409",21.5%,AC View
221,Hoshiarpur,6,GEN,Punjab,Avinash Rai Khanna,Bharatiya Janta Party,"11,37,423","6,55,662",57.6 %,"1,04,371",15.9%,AC View
222,Howrah,24,GEN,West Bengal,Swadesh Chakrabortty,Communist Party Of India (MARXIST),"12,40,427","9,09,246",73.3 %,"2,46,937",27.2%,AC View
223,Hyderabad,30,GEN,Andhra Pradesh,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,"17,70,725","9,86,387",55.7 %,"1,00,145",10.2%,AC View
224,Ichalkaranji,47,GEN,Maharashtra,Mane Nivedita Sambhajirao,Nationalist Congress Party,"12,15,059","7,90,264",65.0 %,"1,01,049",12.8%,AC View
225,Idukki,14,GEN,Kerala,K. Francis George,Kerala Congress,"10,34,338","7,27,964",70.4 %,"69,384",9.5%,AC View
226,Indore,26,GEN,Madhya Pradesh [2000 Onwards],Sumitra Mahajan (TAI),Bharatiya Janta Party,"16,78,030","8,54,240",50.9 %,"1,93,936",22.7%,AC View
227,Inner Manipur,1,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,"7,40,718","4,16,376",56.2 %,"49,333",11.8%,AC View
228,Jabalpur,14,ST,Madhya Pradesh [2000 Onwards],Rakesh Singh,Bharatiya Janta Party,"13,47,885","5,72,548",42.5 %,"99,531",17.4%,AC View
229,Jadavpur,18,GEN,West Bengal,Sujan Chakraborty,Communist Party Of India (MARXIST),"13,54,946","10,19,775",75.3 %,"89,668",8.8%,AC View
230,Jagatsinghpur,7,SC,Orissa,Brahmananda Panda,Biju Janata Dal,"13,01,496","9,28,017",71.3 %,"57,262",6.2%,AC View
231,Jahanabad,38,SC,Bihar [2000 Onwards],Ganesh Prasad Singh,Rashtriya Janata Dal,"12,46,756","8,63,788",69.3 %,"46,438",5.4%,AC View
232,Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,"18,96,856","8,80,276",46.4 %,"1,07,186",12.2%,AC View
233,Jajpur,4,ST,Orissa,Mohan Jena,Biju Janata Dal,"12,78,758","8,76,068",68.5 %,"51,466",5.9%,AC View
234,Jalaun,58,GEN,Uttar Pradesh [2000 Onwards],Bhanu Pratap Singh Verma,Bharatiya Janta Party,"13,10,156","5,79,748",44.3 %,"26,791",4.6%,AC View
235,Jalesar,66,GEN,Uttar Pradesh [2000 Onwards],Pro. S.P Singh Baghel,Samajwadi Party,"12,40,919","6,50,313",52.4 %,"1,06,068",16.3%,AC View
236,Jalgaon,17,GEN,Maharashtra,Y. G. Mahajan (SIR),Bharatiya Janta Party,"12,39,241","6,16,072",49.7 %,"20,646",3.4%,AC View
237,Jalna,32,GEN,Maharashtra,Danve Raosaheb Dadarao Patil,Bharatiya Janta Party,"12,42,929","7,55,991",60.8 %,"61,332",8.1%,AC View
238,Jalore,22,GEN,Rajasthan,B. Susheela,Bharatiya Janta Party,"14,28,584","6,54,757",45.8 %,"39,192",6.0%,AC View
239,Jalpaiguri,3,SC,West Bengal,Minati Sen,Communist Party Of India (MARXIST),"11,04,784","8,84,971",80.1 %,"1,80,605",20.4%,AC View
240,Jammu,6,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,"18,49,989","8,20,595",44.4 %,"17,568",2.1%,AC View
241,Jamnagar,3,GEN,Gujarat,Ahir  Vikrambhai Arjanbhai Madam,Indian National Congress,"10,72,175","4,33,392",40.4 %,"5,593",1.3%,AC View
242,Jamshedpur,9,GEN,Jharkhand,Sunil Kumar Mahato,Jharkhand Mukti Morcha,"13,72,125","7,76,508",56.6 %,"1,05,633",13.6%,AC View
243,Jangipur,8,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,"10,82,151","8,81,248",81.4 %,"36,860",4.2%,AC View
244,Janjgir,3,SC,Chhattisgarh,Karuna Shukla,Bharatiya Janta Party,"13,74,418","7,17,350",52.2 %,"11,329",1.6%,AC View
245,Jaunpur,44,GEN,Uttar Pradesh [2000 Onwards],Parasnath Yadava,Samajwadi Party,"15,15,676","7,14,077",47.1 %,"27,125",3.8%,AC View
246,Jhabua,28,GEN,Madhya Pradesh [2000 Onwards],Kantilal Bhuria,Indian National Congress,"12,90,101","6,28,135",48.7 %,"80,282",12.8%,AC View
247,Jhalawar,15,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,"11,88,576","5,67,172",47.7 %,"81,579",14.4%,AC View
248,Jhanjharpur,14,GEN,Bihar [2000 Onwards],Devendra Prasad Yadav,Rashtriya Janata Dal,"11,63,817","7,04,243",60.5 %,"12,835",1.8%,AC View
249,Jhansi,57,GEN,Uttar Pradesh [2000 Onwards],Chandrapal Singh Yadav,Samajwadi Party,"15,26,320","8,19,636",53.7 %,"26,299",3.2%,AC View
250,Jhargram,33,ST,West Bengal,Rupchand Murmu,Communist Party Of India (MARXIST),"10,29,496","7,93,099",77.0 %,"3,51,343",44.3%,AC View
251,Jhunjhunu,4,GEN,Rajasthan,Shish Ram Ola,Indian National Congress,"13,70,602","6,79,614",49.6 %,"23,355",3.4%,AC View
252,Jodhpur,24,GEN,Rajasthan,Jaswant Singh Bishnoi,Bharatiya Janta Party,"15,72,050","8,63,578",54.9 %,"42,495",4.9%,AC View
253,Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,"10,78,149","6,67,973",62.0 %,"51,292",7.7%,AC View
254,Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,"11,36,859","8,06,749",71.0 %,"2,30,521",28.6%,AC View
255,Jullundur,4,SC,Punjab,Rana Gurjeet Singh,Indian National Congress,"12,21,443","7,42,475",60.8 %,"33,463",4.5%,AC View
256,Junagadh,6,GEN,Gujarat,Barad Jasubhai Dhanabhai,Indian National Congress,"12,39,398","6,58,280",53.1 %,"40,921",6.2%,AC View
257,Kaira,19,ST,Gujarat,Dinsha Patel,Indian National Congress,"11,46,245","4,50,808",39.3 %,"56,749",12.6%,AC View
258,Kairana,79,GEN,Uttar Pradesh [2000 Onwards],Anuradha Choudhary,Rashtriya Lok Dal,"12,20,829","8,16,700",66.9 %,"3,42,414",41.9%,AC View
259,Kaiserganj,26,GEN,Uttar Pradesh [2000 Onwards],Beni Prasad Verma,Samajwadi Party,"12,72,807","5,69,938",44.8 %,"12,660",2.2%,AC View
260,Kakinada,7,GEN,Andhra Pradesh,Mallipudi Mangapati Pallam Raju,Indian National Congress,"11,64,984","8,32,052",71.4 %,"57,252",6.9%,AC View
261,Kalahandi,14,GEN,Orissa,Bikram Keshari Deo,Bharatiya Janta Party,"11,32,680","7,53,897",66.6 %,"34,122",4.5%,AC View
262,Kaliabor,11,GEN,Assam,Dip Gogoi,Indian National Congress,"11,53,483","7,63,617",66.2 %,"67,198",8.8%,AC View
263,Kanakapura,11,GEN,Karnataka,Tejashwini See Ramesh,Indian National Congress,"26,95,484","15,51,189",57.6 %,"1,16,663",7.5%,AC View
264,Kanara,22,SC,Karnataka,Ananthkumar Hegde,Bharatiya Janta Party,"12,07,373","8,32,123",68.9 %,"1,72,226",20.7%,AC View
265,Kangra,3,GEN,Himachal Pradesh,Chander Kumar,Indian National Congress,"10,33,686","6,40,345",62.0 %,"17,791",2.8%,AC View
266,Kanker,8,GEN,Chhattisgarh,Sohan Potai,Bharatiya Janta Party,"11,52,128","5,53,195",48.0 %,"73,626",13.3%,AC View
267,Kannauj,63,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,"13,46,673","7,59,336",56.4 %,"3,07,373",40.5%,AC View
268,Kanpur,61,GEN,Uttar Pradesh [2000 Onwards],Shriprakash Jaiswal,Indian National Congress,"14,27,231","6,18,698",43.4 %,"5,638",0.9%,AC View
269,Kapadvanj,16,GEN,Gujarat,Vaghela Shankersinh Laxmansinh,Indian National Congress,"12,65,350","5,95,296",47.1 %,"79,435",13.3%,AC View
270,Karad,45,GEN,Maharashtra,Patil Shriniwas Dadasaheb,Nationalist Congress Party,"11,81,744","7,13,822",60.4 %,"1,96,730",27.6%,AC View
271,Karimganj,1,SC,Assam,Lalit Mohan Suklabaidya,Indian National Congress,"9,79,105","6,71,065",68.5 %,"91,948",13.7%,AC View
272,Karimnagar,37,GEN,Andhra Pradesh,K. Chandra Shakher Rao,Telangana Rashtra Samithi,"13,44,786","8,74,367",65.0 %,"1,31,168",15.0%,AC View
273,Karnal,3,SC,Haryana,Arvind Kumar Sharma,Indian National Congress,"12,40,344","8,18,605",66.0 %,"1,64,762",20.1%,AC View
274,Karol Bagh,7,GEN,Delhi [1977 Onwards],Krishna Tirath,Indian National Congress,"5,05,236","2,49,184",49.3 %,"37,629",15.1%,AC View
275,Karur,26,GEN,Tamil Nadu,"Palanisamy, K. C.",Dravida Munetra Kazhagam,"10,69,359","7,42,800",69.5 %,"1,90,876",25.7%,AC View
276,Kasaragod,1,GEN,Kerala,P. Karunakaran,Communist Party Of India (MARXIST),"11,60,134","8,98,746",77.5 %,"1,08,256",12.0%,AC View
277,Katihar,25,GEN,Bihar [2000 Onwards],Nikhil Kumar Choudhary,Bharatiya Janta Party,"11,58,042","7,04,422",60.8 %,"2,565",0.4%,AC View
278,Katwa,40,GEN,West Bengal,Mahboob Zahedi,Communist Party Of India (MARXIST),"11,69,525","9,63,689",82.4 %,"1,43,349",14.9%,AC View
279,Kendrapara,5,ST,Orissa,Archana Nayak,Biju Janata Dal,"11,86,834","8,36,194",70.5 %,"86,843",10.4%,AC View
280,Keonjhar,21,ST,Orissa,Ananta Nayak,Bharatiya Janta Party,"11,83,472","8,14,619",68.8 %,"49,209",6.0%,AC View
281,Khagaria,28,GEN,Bihar [2000 Onwards],Rabindra Ku. Rana,Rashtriya Janata Dal,"11,96,971","6,75,969",56.5 %,"67,123",9.9%,AC View
282,Khajuraho,6,SC,Madhya Pradesh [2000 Onwards],"Dr. Ramkrishna Kushmariya "" Baba Jee """,Bharatiya Janta Party,"15,52,876","7,71,830",49.7 %,"1,11,781",14.5%,AC View
283,Khalilabad,32,SC,Uttar Pradesh [2000 Onwards],Bhalchandra Yadava,Bahujan Samaj Party,"13,97,045","7,00,982",50.2 %,"27,023",3.9%,AC View
284,Khammam,40,GEN,Andhra Pradesh,Renuka Chowdhury,Indian National Congress,"12,98,614","10,20,523",78.6 %,"1,08,888",10.7%,AC View
285,Khandwa,23,GEN,Madhya Pradesh [2000 Onwards],Nand Kumar Singh Chauhan ( NANDU BHAIYA),Bharatiya Janta Party,"12,17,726","6,05,099",49.7 %,"1,02,737",17.0%,AC View
286,Khargone,24,ST,Madhya Pradesh [2000 Onwards],Krishna Murari Moghe,Bharatiya Janta Party,"12,87,299","6,51,747",50.6 %,"58,617",9.0%,AC View
287,Khed,41,SC,Maharashtra,Adhalarao Patil Shivajirao,Shiv Sena,"13,19,319","7,31,759",55.5 %,"20,810",2.8%,AC View
288,Kheri,11,GEN,Uttar Pradesh [2000 Onwards],Ravi Prakash Verma,Samajwadi Party,"14,37,563","7,06,706",49.2 %,"11,760",1.7%,AC View
289,Khunti,11,ST,Jharkhand,Sushila Kerketta,Indian National Congress,"9,04,846","4,90,772",54.2 %,"51,226",10.4%,AC View
290,Khurja,73,GEN,Uttar Pradesh [2000 Onwards],Ashok Kumar Pradhan,Bharatiya Janta Party,"14,57,828","6,01,160",41.2 %,"41,150",6.8%,AC View
291,Kishanganj,23,SC,Bihar [2000 Onwards],Taslimuddin,Rashtriya Janata Dal,"12,78,476","8,13,315",63.6 %,"1,60,497",19.7%,AC View
292,Kodarma,5,GEN,Jharkhand,Babulal Marandi,Bharatiya Janta Party,"13,25,734","8,25,697",62.3 %,"1,54,944",18.8%,AC View
293,Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Independent,"12,16,553","9,66,915",79.5 %,"4,84,129",50.1%,AC View
294,Kolaba,3,GEN,Maharashtra,Barrister A. R. Antulay,Indian National Congress,"12,50,272","7,91,940",63.3 %,"31,870",4.0%,AC View
295,Kolar,10,GEN,Karnataka,K.H. Muniyappa,Indian National Congress,"12,62,765","9,07,296",71.9 %,"11,635",1.3%,AC View
296,Kolhapur,48,GEN,Maharashtra,Mandlik Sadashivrao Dadoba,Nationalist Congress Party,"11,62,212","8,11,534",69.8 %,"14,753",1.8%,AC View
297,Kopargaon,40,GEN,Maharashtra,E.  V.  Alias Balasaheb Vikhe Patil,Indian National Congress,"10,77,519","6,66,950",61.9 %,"87,331",13.1%,AC View
298,Koppal,4,SC,Karnataka,K. Virupaxappa,Indian National Congress,"14,13,496","8,92,586",63.2 %,"43,623",4.9%,AC View
299,Koraput,12,ST,Orissa,Giridhar Gamang,Indian National Congress,"11,39,590","7,35,544",64.5 %,"43,267",5.9%,AC View
300,Kota,14,GEN,Rajasthan,Raghuveer Singh Koshal,Bharatiya Janta Party,"13,27,073","5,78,740",43.6 %,"71,778",12.4%,AC View
301,Kottayam,13,GEN,Kerala,K. Suresh Kurup,Communist Party Of India (MARXIST),"9,63,886","7,03,486",73.0 %,"42,914",6.1%,AC View
302,Krishnagar,11,GEN,West Bengal,Jyotirmoyee Sikdar,Communist Party Of India (MARXIST),"11,17,441","9,24,304",82.7 %,"20,387",2.2%,AC View
303,Krishnagiri,14,GEN,Tamil Nadu,Sugavanam. E. G,Dravida Munetra Kazhagam,"12,52,580","7,37,744",58.9 %,"1,19,222",16.2%,AC View
304,Kurnool,26,GEN,Andhra Pradesh,Kotla Jayasurya Prakasha Reddy,Indian National Congress,"13,10,724","8,18,316",62.4 %,"1,01,098",12.4%,AC View
305,Kurukshetra,2,GEN,Haryana,Naveen Jindal,Indian National Congress,"11,61,933","8,50,680",73.2 %,"1,60,190",18.8%,AC View
306,Kutch,1,SC,Gujarat,Gadhavi Pushpadan Shambhudan,Bharatiya Janta Party,"10,06,563","4,58,980",45.6 %,"28,990",6.3%,AC View
307,Ladakh,4,GEN,Jammu & Kashmir,Thupstan Chhewang,Independent,"1,75,768","1,27,813",72.7 %,"25,713",20.1%,AC View
308,Lakhimpur,14,GEN,Assam,Dr. Arun Kumar Sarmah,Asom Gana Parisad,"11,26,632","8,00,101",71.0 %,"28,148",3.5%,AC View
309,Lakshadweep,1,ST,Lakshadweep,Dr. P. Pookunhikoya,Janata Dal (United),"39,033","31,820",81.5 %,71,0.2%,AC View
310,Lalganj,42,GEN,Uttar Pradesh [2000 Onwards],Daroga Prasad Saroj,Samajwadi Party,"15,58,349","7,63,526",49.0 %,"42,731",5.6%,AC View
311,Latur,35,GEN,Maharashtra,Patil Rupatai Diliprao Nilangekar,Bharatiya Janta Party,"12,93,202","8,20,746",63.5 %,"30,891",3.8%,AC View
312,Lohardaga,12,ST,Jharkhand,Rameshwar Oraon,Indian National Congress,"9,06,666","4,67,336",51.5 %,"90,255",19.3%,AC View
313,Lucknow,16,SC,Uttar Pradesh [2000 Onwards],Atal Bihari Vajpayee,Bharatiya Janta Party,"16,39,922","5,78,501",35.3 %,"2,18,375",37.7%,AC View
314,Ludhiana,9,SC,Punjab,Sharanjit Singh Dhillon,Shiromani Akali Dal,"15,60,468","8,69,922",55.8 %,"29,540",3.4%,AC View
315,Machhlishahr,43,GEN,Uttar Pradesh [2000 Onwards],Umakant Yadav,Bahujan Samaj Party,"14,74,056","6,76,977",45.9 %,"55,382",8.2%,AC View
316,Machilipatnam,12,GEN,Andhra Pradesh,Badiga Ramakrishna,Indian National Congress,"9,93,370","7,52,413",75.7 %,"50,341",6.7%,AC View
317,Madhepura,21,SC,Bihar [2000 Onwards],Lalu Prasad,Rashtriya Janata Dal,"11,87,490","6,95,657",58.6 %,"69,987",10.1%,AC View
318,Madhubani,13,GEN,Bihar [2000 Onwards],Dr. Shakeel Ahmad,Indian National Congress,"12,57,633","6,95,136",55.3 %,"87,079",12.5%,AC View
319,Madras Central,2,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,"10,45,260","5,12,784",49.1 %,"1,34,178",26.2%,AC View
320,Madras North,1,SC,Tamil Nadu,Kuppusami. C,Dravida Munetra Kazhagam,"20,00,866","9,15,786",45.8 %,"2,53,539",27.7%,AC View
321,Madras South,3,GEN,Tamil Nadu,"Baalu, T. R.",Dravida Munetra Kazhagam,"19,49,904","9,34,936",48.0 %,"2,20,740",23.6%,AC View
322,Madurai,24,GEN,Tamil Nadu,"Mohan, P.",Communist Party Of India (MARXIST),"13,44,023","7,38,136",54.9 %,"1,32,840",18.0%,AC View
323,Mahabubnagar,29,GEN,Andhra Pradesh,Devarakonda Vittal Rao,Indian National Congress,"13,65,922","8,66,243",63.4 %,"47,907",5.5%,AC View
324,Maharajganj,6,GEN,Bihar [2000 Onwards],Prabhunath Singh,Janata Dal (United),"11,14,665","6,64,381",59.6 %,"46,465",7.0%,AC View
325,Maharajganj,35,GEN,Uttar Pradesh [2000 Onwards],Pankaj Choudhary,Bharatiya Janta Party,"13,11,205","7,46,614",56.9 %,"64,799",8.7%,AC View
326,Mahasamund,7,GEN,Chhattisgarh,Ajit  Jogi,Indian National Congress,"11,69,419","7,70,599",65.9 %,"1,18,505",15.4%,AC View
327,Mahendragarh,7,GEN,Haryana,Inderjit Singh,Indian National Congress,"14,29,015","8,48,852",59.4 %,"2,10,341",24.8%,AC View
328,Mainpuri,65,GEN,Uttar Pradesh [2000 Onwards],Mulayam Singh Yadav,Samajwadi Party,"12,11,002","7,19,797",59.4 %,"3,37,870",46.9%,AC View
329,Malda,7,GEN,West Bengal,A. B. A. Ghani Khan Choudhury,Indian National Congress,"10,88,411","8,44,032",77.6 %,"1,11,108",13.2%,AC View
330,Malegaon,13,GEN,Maharashtra,Harischandra Devram Chavan,Bharatiya Janta Party,"12,22,363","5,90,436",48.3 %,"4,528",0.8%,AC View
331,Mandi,2,GEN,Himachal Pradesh,Pratibha Singh,Indian National Congress,"10,65,083","6,65,196",62.5 %,"66,566",10.0%,AC View
332,Mandla,13,GEN,Madhya Pradesh [2000 Onwards],Faggan Singh Kulaste,Bharatiya Janta Party,"10,95,134","5,88,178",53.7 %,"64,897",11.0%,AC View
333,Mandsaur,29,ST,Madhya Pradesh [2000 Onwards],Dr Laxminarayan Pandeya,Bharatiya Janta Party,"13,73,890","7,76,188",56.5 %,"1,39,633",18.0%,AC View
334,Mandvi,25,GEN,Gujarat,Chaudhary Tusharbhai Amarsinhbhai,Indian National Congress,"11,49,161","6,44,719",56.1 %,"1,73,382",26.9%,AC View
335,Mandya,14,GEN,Karnataka,Ambareesh M. H.,Indian National Congress,"11,98,750","8,56,067",71.4 %,"1,24,438",14.5%,AC View
336,Mangaldoi,8,GEN,Assam,Narayan Chandra Borkataky,Bharatiya Janta Party,"12,09,839","8,48,741",70.2 %,"29,866",3.5%,AC View
337,Mangalore,17,GEN,Karnataka,D. V. Sadananda Gowda,Bharatiya Janta Party,"11,01,484","7,90,204",71.7 %,"33,415",4.2%,AC View
338,Manjeri,5,GEN,Kerala,T. K. Hamza,Communist Party Of India (MARXIST),"12,62,202","9,04,535",71.7 %,"47,743",5.3%,AC View
339,Mathura,70,GEN,Uttar Pradesh [2000 Onwards],Manvendra Singh,Indian National Congress,"12,77,346","6,01,855",47.1 %,"38,132",6.3%,AC View
340,Mathurapur,16,GEN,West Bengal,Basudeb Barman,Communist Party Of India (MARXIST),"11,13,351","9,05,415",81.3 %,"82,028",9.1%,AC View
341,Mavelikara,16,SC,Kerala,C. S. Sujatha,Communist Party Of India (MARXIST),"8,71,592","6,42,816",73.8 %,"7,414",1.2%,AC View
342,Mayiladuturai,29,SC,Tamil Nadu,Mani Shankar Aiyar,Indian National Congress,"10,22,018","6,93,551",67.9 %,"1,95,691",28.2%,AC View
343,Mayurbhanj,1,GEN,Orissa,Sudam Marndi,Jharkhand Mukti Morcha,"9,90,544","6,95,815",70.3 %,"7,972",1.1%,AC View
