#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
189,Hapur,439,GEN,Uttar Pradesh [1947 - 1999],Kamla Chaudhry,Indian National Congress,"4,35,947","2,47,270",56.7 %,"28,633",11.6%
190,Hardoi,376,SC,Uttar Pradesh [1947 - 1999],Kindar Lal,Indian National Congress,"4,51,711","1,94,935",43.2 %,"23,310",12.0%
191,Hassan,286,GEN,Mysore,H. Siddananjappa,Indian National Congress,"4,33,487","2,41,184",55.6 %,"5,815",2.4%
192,Hata,400,GEN,Uttar Pradesh [1947 - 1999],Kashi Nath Pandey,Indian National Congress,"4,30,300","2,24,360",52.1 %,"66,305",29.6%
193,Hatkanangle,239,SC,Maharashtra,Krishnaji Laxman More,Indian National Congress,"4,17,516","2,70,195",64.7 %,"99,683",36.9%
194,Hatras,435,SC,Uttar Pradesh [1947 - 1999],Joti Sarup,Republican Party,"4,47,606","2,54,933",57.0 %,"2,649",1.0%
195,Hazari Bagh,102,GEN,Bihar [1947 - 1999],Basant Narain Singh,Swatantra,"3,95,311","1,27,042",32.1 %,"46,611",36.7%
196,Hindaun,344,GEN,Rajasthan,Tika Ram,Indian National Congress,"4,88,123","2,74,043",56.1 %,"49,105",17.9%
197,Hindupur,26,GEN,Andhra Pradesh,K.V. Ramakrishna Reddy,Indian National Congress,"4,20,888","2,60,620",61.9 %,"29,042",11.1%
198,Hissar,325,GEN,Punjab,Mani Ram,Socialist,"5,67,814","3,56,615",62.8 %,"27,233",7.6%
199,Hooghly,468,GEN,West Bengal,Provat Kar,Communist Party Of India,"5,11,620","3,23,968",63.3 %,"2,643",0.8%
200,Hoshangabad,175,GEN,Madhya Pradesh [1947 - 1999],Hari Vishnu Kamath,Praja Socialist Party,"3,85,818","1,82,882",47.4 %,"18,771",10.3%
201,Hoshiarpur,335,GEN,Punjab,Amar Nath Vidya Alankar,Indian National Congress,"4,84,314","3,19,443",66.0 %,"10,301",3.2%
202,Howrah,465,GEN,West Bengal,Mohammad Elias,Communist Party Of India,"5,34,887","3,33,014",62.3 %,"3,936",1.2%
203,Hydrabad,31,GEN,Andhra Pradesh,Gopal S. Melkote,Indian National Congress,"3,15,412","1,75,445",55.6 %,"43,069",24.5%
204,Indore,179,GEN,Madhya Pradesh [1947 - 1999],Homi Daji,Independent,"4,05,346","2,39,465",59.1 %,"6,293",2.6%
205,Inner Manipur,491,GEN,Manipur,Salam Tombi Singh,Indian National Congress,"2,12,925","1,45,368",68.3 %,"12,316",8.5%
206,Jabalpur,170,GEN,Madhya Pradesh [1947 - 1999],Govind Das,Indian National Congress,"3,96,079","2,04,788",51.7 %,"55,782",27.2%
207,Jahanabad,96,GEN,Bihar [1947 - 1999],Satyabhama Devi,Indian National Congress,"4,36,653","2,31,636",53.1 %,"34,829",15.0%
208,Jainagar,69,GEN,Bihar [1947 - 1999],Yamuna Prasad Mandal,Indian National Congress,"4,71,460","2,13,516",45.3 %,"29,192",13.7%
209,Jaipur,340,GEN,Rajasthan,Gayatri Devi W/o Sawai Mansingh,Swatantra,"4,62,468","2,57,454",55.7 %,"1,57,692",61.3%
210,Jajpur,311,SC,Orissa,Ramachandra Mallick,Indian National Congress,"4,76,679","1,35,346",28.4 %,"35,697",26.4%
211,Jalaun,422,SC,Uttar Pradesh [1947 - 1999],Ram Sewak,Indian National Congress,"4,24,771","2,45,583",57.8 %,"35,306",14.4%
212,Jalesar,431,GEN,Uttar Pradesh [1947 - 1999],Krishnapal Singh Rao,Swatantra,"4,26,279","2,47,891",58.2 %,"23,348",9.4%
213,Jalgaon,251,GEN,Maharashtra,Julalsing Shankarrao Patil,Indian National Congress,"4,28,293","2,59,480",60.6 %,"70,385",27.1%
214,Jalna,268,GEN,Maharashtra,Ramrao Narayanrao,Indian National Congress,"4,48,036","1,88,364",42.0 %,"16,963",9.0%
215,Jalore,354,GEN,Rajasthan,Harish Chandra,Indian National Congress,"4,44,100","1,74,125",39.2 %,"44,985",25.8%
216,Jalpaiguri,447,GEN,West Bengal,Nalini Ranjan Ghosh,Indian National Congress,"5,21,556","2,70,980",52.0 %,"24,593",9.1%
217,Jamnagar,112,GEN,Gujarat,Manubhai Mansukhlal Shah,Indian National Congress,"4,26,809","1,79,812",42.1 %,"74,152",41.2%
218,Jamshedpur,104,GEN,Bihar [1947 - 1999],Udaikar Mishra,Communist Party Of India,"4,35,297","1,81,726",41.8 %,"19,805",10.9%
219,Jamui,85,SC,Bihar [1947 - 1999],Nayantara Das,Indian National Congress,"4,08,420","2,11,878",51.9 %,"45,796",21.6%
220,Janjgir,160,GEN,Madhya Pradesh [1947 - 1999],Amarsingh,Indian National Congress,"4,43,124","1,54,613",34.9 %,"31,271",20.2%
221,Jaunpur,409,GEN,Uttar Pradesh [1947 - 1999],Brahmjeet,Jan Sangh,"4,13,218","2,49,502",60.4 %,"7,937",3.2%
222,Jhabua,183,ST,Madhya Pradesh [1947 - 1999],Jamunadevi,Indian National Congress,"4,20,959","1,68,479",40.0 %,"22,384",13.3%
223,Jhajjar,322,GEN,Punjab,Jagdev Singh,Haryana Lok Samiti,"5,05,869","3,60,204",71.2 %,"7,662",2.1%
224,Jhalawar,348,GEN,Rajasthan,Brij Raj Singh,Indian National Congress,"4,20,382","1,99,386",47.4 %,"86,992",43.6%
225,Jhansi,421,GEN,Uttar Pradesh [1947 - 1999],Shushila Nayar,Indian National Congress,"4,22,940","2,05,656",48.6 %,"11,090",5.4%
226,Jhargram,473,ST,West Bengal,Subodh Hansda,Indian National Congress,"4,72,227","2,17,704",46.1 %,"45,359",20.8%
227,Jhunjhunu,338,GEN,Rajasthan,Radheyshyam Ramkumar Morarka,Indian National Congress,"4,57,451","2,80,791",61.4 %,"3,460",1.2%
228,Jodhpur,356,GEN,Rajasthan,Laxmi Mal Singhavi,Independent,"5,16,529","2,84,810",55.1 %,"1,634",0.6%
229,Jorhat,53,GEN,Assam,Rajendra Nath Baruah,Praja Socialist Party,"4,04,220","1,96,268",48.6 %,907,0.5%
230,Joynagar,458,SC,West Bengal,Paresh Nath Kayal,Indian National Congress,"5,32,232","2,97,962",56.0 %,"18,771",6.3%
231,Jullundur,331,GEN,Punjab,Swaran Singh,Indian National Congress,"4,58,320","3,00,406",65.6 %,"69,081",23.0%
232,Junagadh,113,GEN,Gujarat,Chittaranjan Rugnath Raja,Indian National Congress,"4,23,066","2,17,574",51.4 %,"67,690",31.1%
233,Kaimganj,428,GEN,Uttar Pradesh [1947 - 1999],Prem Kishan Khanna,Indian National Congress,"4,27,579","2,43,950",57.1 %,"14,487",5.9%
234,Kaira,123,GEN,Gujarat,Pravinsinh Natversinh Solanki,Swatantra,"4,36,539","2,83,986",65.1 %,"12,613",4.4%
235,Kairana,443,GEN,Uttar Pradesh [1947 - 1999],Yashpal Singh,Independent,"4,43,410","2,94,660",66.5 %,"53,435",18.1%
236,Kaisarganj,390,GEN,Uttar Pradesh [1947 - 1999],Basant Kunwari,Swatantra,"4,01,792","1,84,607",46.0 %,"41,133",22.3%
237,Kaithal,320,GEN,Punjab,Dev Dutt,Indian National Congress,"5,18,275","3,60,791",69.6 %,"19,603",5.4%
238,Kakinada,8,GEN,Andhra Pradesh,Mosalikanti Thirumala Rao,Indian National Congress,"4,54,089","3,24,570",71.5 %,"18,684",5.8%
239,Kalahandi,301,GEN,Orissa,Pratap Kessari Deo,Ganatantra Parishad,"3,73,402","1,00,468",26.9 %,"40,833",40.6%
240,Kanara,276,GEN,Mysore,Joachim Piedad Alva,Indian National Congress,"4,88,300","2,98,758",61.2 %,"19,869",6.7%
241,Kangra,316,GEN,Punjab,Hem Raj,Indian National Congress,"4,31,812","1,85,733",43.0 %,"29,182",15.7%
242,Kanpur,424,GEN,Uttar Pradesh [1947 - 1999],S. M. Banerjee,Independent,"4,84,933","2,71,823",56.1 %,"58,105",21.4%
243,Karad,241,GEN,Maharashtra,Dajisaheb Ramrao Chavan,Indian National Congress,"4,10,517","3,09,241",75.3 %,"1,46,778",47.5%
244,Karimganj,45,SC,Assam,Nihar Ranjan Laskar,Indian National Congress,"3,97,814","2,31,153",58.1 %,"50,525",21.9%
245,Karimnagar,37,GEN,Andhra Pradesh,Juvvadi Ramapathi Rao,Indian National Congress,"4,37,969","2,48,500",56.7 %,"67,403",27.1%
246,Karnal,319,GEN,Punjab,Rameshwaranand,Jan Sangh,"4,77,020","3,27,861",68.7 %,"12,710",3.9%
247,Karol Bagh,485,SC,Delhi,Nawal Prabhakar,Indian National Congress,"3,08,688","2,19,479",71.1 %,"55,528",25.3%
248,Karur,211,GEN,Madras,R. Ramanathan Chettiar,Indian National Congress,"4,61,862","2,96,273",64.2 %,"39,156",13.2%
249,Kasergod,131,GEN,Kerala,A. K. Gopalan,Communist Party Of India,"4,60,358","3,08,449",67.0 %,"83,363",27.0%
250,Katihar,78,GEN,Bihar [1947 - 1999],Priya Gupta,Praja Socialist Party,"4,51,056","1,90,900",42.3 %,"17,537",9.2%
251,Katwa,480,GEN,West Bengal,Saradish Roy,Communist Party Of India,"5,19,362","2,77,329",53.4 %,"35,266",12.7%
252,Kavali,19,GEN,Andhra Pradesh,Bezwada Gopala Reddy,Indian National Congress,"4,78,746","3,30,499",69.0 %,"27,963",8.5%
253,Kendrapara,312,GEN,Orissa,Surendranath Dwivedy,Praja Socialist Party,"4,89,055","2,07,852",42.5 %,66,0.0%
254,Keonjhar,305,GEN,Orissa,Laxmi Narayan Bhanja Deo,Indian National Congress,"3,70,850","65,978",17.8 %,"10,282",15.6%
255,Kesaria,63,GEN,Bihar [1947 - 1999],Bhishma Prasad Yadava,Indian National Congress,"3,89,402","1,71,090",43.9 %,"49,538",29.0%
256,Khagaria,86,GEN,Bihar [1947 - 1999],Jiyalal Mandal,Indian National Congress,"4,31,546","2,31,667",53.7 %,"61,069",26.4%
257,Khajuraho,154,GEN,Madhya Pradesh [1947 - 1999],Ram Sahai,Indian National Congress,"4,69,766","2,03,615",43.3 %,"16,630",8.2%
258,Khamgaon,253,SC,Maharashtra,Laxman Shrawan Bhatkar,Indian National Congress,"4,47,158","2,90,264",64.9 %,"70,423",24.3%
259,Khammam,41,GEN,Andhra Pradesh,T. Lakshikantamma,Indian National Congress,"4,50,611","3,39,103",75.3 %,"12,060",3.6%
260,Khandwa,181,GEN,Madhya Pradesh [1947 - 1999],Maheshdutta,Indian National Congress,"4,49,704","2,42,140",53.8 %,"49,136",20.3%
261,Khargone,182,GEN,Madhya Pradesh [1947 - 1999],Ramchandra Bade,Jan Sangh,"4,56,670","2,13,414",46.7 %,"35,914",16.8%
262,Khed,235,GEN,Maharashtra,Raghunath Keshab Khadilkar,Indian National Congress,"4,14,923","2,33,866",56.4 %,"70,541",30.2%
263,Kheri,373,GEN,Uttar Pradesh [1947 - 1999],Balgovind,Indian National Congress,"4,32,335","1,86,441",43.1 %,"36,979",19.8%
264,Khurja,437,SC,Uttar Pradesh [1947 - 1999],Kanhaiya Lal Balmiki,Indian National Congress,"4,32,774","2,34,574",54.2 %,"28,300",12.1%
265,Kishanganj,76,GEN,Bihar [1947 - 1999],Mohammad Tahir,Indian National Congress,"4,86,140","1,93,111",39.7 %,"14,555",7.5%
266,Koilpatti,221,SC,Madras,S. C. Balakrishnan,Indian National Congress,"4,54,673","3,22,810",71.0 %,"56,332",17.5%
267,Kolaba,232,GEN,Maharashtra,Bhaskar Narayan Dighe,Indian National Congress,"3,68,288","2,15,326",58.5 %,"29,042",13.5%
268,Kolar,290,SC,Mysore,Doddathimmaiah,Indian National Congress,"4,22,809","2,53,983",60.1 %,"30,059",11.8%
269,Kolhapur,238,GEN,Maharashtra,Vishwanath Tukaram Patil,Indian National Congress,"3,91,727","2,44,437",62.4 %,"63,669",26.0%
270,Kopargaon,246,GEN,Maharashtra,Annasaheb Pandurang Shinde,Indian National Congress,"3,94,458","2,39,155",60.6 %,"66,530",27.8%
271,Koppal,280,GEN,Mysore,Shivamurthy Swami Siddappayya Swamy,Lok Sewak Sangh,"4,59,762","2,61,846",57.0 %,"4,281",1.6%
272,Koraput,297,ST,Orissa,Ulaka Ramachandra,Indian National Congress,"4,61,502","56,155",12.2 %,"26,249",46.7%
273,Kotah,347,SC,Rajasthan,Unkar Lal,Jan Sangh,"4,69,930","2,11,026",44.9 %,"13,705",6.5%
274,Kottayam,142,GEN,Kerala,Mathew Maniyangadan,Indian National Congress,"4,09,662","2,94,598",71.9 %,"65,286",22.2%
275,Kozhikode,134,GEN,Kerala,C. H. Muhammed Koya,Muslim League,"4,34,064","3,12,672",72.0 %,763,0.2%
276,Krishnagiri,198,GEN,Madras,K. Rajaram,Dravida Munetra Kazhagam,"4,73,080","2,70,916",57.3 %,"8,601",3.2%
277,Kumbakonam,215,GEN,Madras,C. R. Pattabiraman,Indian National Congress,"4,51,280","3,39,435",75.2 %,"10,899",3.2%
278,Kurnool,28,GEN,Andhra Pradesh,Yasoda Reddy,Indian National Congress,"4,63,818","2,97,743",64.2 %,"36,914",12.4%
279,Kutch,109,GEN,Gujarat,M. K. S. Himatsinhji Vijarajji,Swatantra,"4,08,740","2,45,400",60.0 %,"61,758",25.2%
280,Lalganj,404,SC,Uttar Pradesh [1947 - 1999],Vishram Prasad,Praja Socialist Party,"4,37,040","2,10,731",48.2 %,"20,547",9.8%
281,Latur,264,SC,Maharashtra,Tulsiram Dashrath,Indian National Congress,"4,55,257","2,46,511",54.2 %,"61,391",24.9%
282,Lohardaga,107,ST,Bihar [1947 - 1999],David Munzni,Swatantra,"3,68,021","1,39,811",38.0 %,"16,370",11.7%
283,Lucknow,380,GEN,Uttar Pradesh [1947 - 1999],B. K. Dhaon,Indian National Congress,"4,07,726","2,38,485",58.5 %,"30,017",12.6%
284,Ludhiana,329,GEN,Punjab,Kapur Singh,Akali Dal,"4,80,460","3,28,096",68.3 %,"1,870",0.6%
285,Machhlishahr,410,SC,Uttar Pradesh [1947 - 1999],Ganpat Ram,Indian National Congress,"4,29,365","2,46,531",57.4 %,"21,928",8.9%
286,Madhubani,70,GEN,Bihar [1947 - 1999],Yogendra Jha,Praja Socialist Party,"4,27,660","2,08,348",48.7 %,"1,912",0.9%
287,Madras North,185,GEN,Madras,P. Srinivasan,Indian National Congress,"4,52,645","3,33,737",73.7 %,"8,849",2.7%
288,Madras South,186,GEN,Madras,K. Manoharan,Dravida Munetra Kazhagam,"4,86,728","3,48,526",71.6 %,"62,146",17.8%
289,Madurai,208,GEN,Madras,N. M. R. Subbaraman,Indian National Congress,"4,87,321","3,64,659",74.8 %,"17,188",4.7%
290,Maharajganj,62,GEN,Bihar [1947 - 1999],Krishnakanta Singh,Indian National Congress,"4,01,654","1,70,942",42.6 %,"13,527",7.9%
291,Maharajganj,399,GEN,Uttar Pradesh [1947 - 1999],Mahadeo Prasad,Indian National Congress,"4,00,205","1,88,631",47.1 %,"24,371",12.9%
292,Mahasamund,163,GEN,Madhya Pradesh [1947 - 1999],Vidya Charan Shukla,Indian National Congress,"4,70,198","1,67,272",35.6 %,"2,792",1.7%
293,Mahasu,489,GEN,Himachal Pradesh,Virbhadra Singh,Indian National Congress,"1,60,883","66,021",41.0 %,"34,254",51.9%
294,Mahbubabad,40,GEN,Andhra Pradesh,Etikala Madhusudhan Rao,Indian National Congress,"4,26,441","2,88,681",67.7 %,"13,576",4.7%
295,Mahbubnagar,30,SC,Andhra Pradesh,J.B. Mutyal Rao,Indian National Congress,"4,13,872","1,97,179",47.6 %,"66,320",33.6%
296,Mahendragarh,324,GEN,Punjab,Yudhvir Singh,Jan Sangh,"5,27,828","3,21,990",61.0 %,"11,259",3.5%
297,Mahua,65,SC,Bihar [1947 - 1999],Chandramani Lal Choudhary,Indian National Congress,"4,47,690","2,21,987",49.6 %,"9,962",4.5%
298,Mainpuri,429,GEN,Uttar Pradesh [1947 - 1999],Badshah Gupta,Indian National Congress,"4,24,099","2,48,294",58.6 %,804,0.3%
299,Malda,451,GEN,West Bengal,Renuka Ray,Indian National Congress,"4,63,938","2,43,644",52.5 %,"35,821",14.7%
300,Malegaon,248,GEN,Maharashtra,Madhaorao Laxmanrao Jadhao,Indian National Congress,"4,62,305","3,08,634",66.8 %,"87,086",28.2%
301,Mandi,488,GEN,Himachal Pradesh,Lalit Sen,Indian National Congress,"1,93,127","76,787",39.8 %,"26,256",34.2%
302,Mandla,169,ST,Madhya Pradesh [1947 - 1999],Mangru Ganu Uike,Indian National Congress,"4,11,583","1,22,654",29.8 %,"20,827",17.0%
303,Mandsaur,184,GEN,Madhya Pradesh [1947 - 1999],Umashanker,Jan Sangh,"4,19,484","2,40,294",57.3 %,"10,855",4.5%
304,Mandvi,128,ST,Gujarat,Chhaganbhai Madaribhai Kedaria,Indian National Congress,"4,62,461","2,67,275",57.8 %,"61,531",23.0%
305,Mandya,293,GEN,Mysore,M. K. Shivananjappa,Indian National Congress,"4,52,406","3,06,657",67.8 %,"74,323",24.2%
306,Mangalore,285,GEN,Mysore,A. Shankara Alva,Indian National Congress,"4,49,154","2,89,533",64.5 %,"33,756",11.7%
307,Manjeri,135,GEN,Kerala,Muhammad Ismail Sahib,Muslim League,"4,31,863","2,47,891",57.4 %,"4,328",1.7%
308,Markapur,18,GEN,Andhra Pradesh,Gujjula Yellamanda Reddy,Communist Party Of India,"4,74,652","3,10,167",65.4 %,"26,827",8.6%
309,Marodabad,366,GEN,Uttar Pradesh [1947 - 1999],Muzaffar,Republican Party,"4,10,817","2,50,736",61.0 %,"12,033",4.8%
310,Masulipatnam,14,GEN,Andhra Pradesh,Mandali Venkataswamy,Independent,"4,75,481","3,56,309",74.9 %,"4,212",1.2%
311,Mathura,434,GEN,Uttar Pradesh [1947 - 1999],Chaudhari Digamber Singh,Indian National Congress,"4,58,887","2,49,016",54.3 %,"26,884",10.8%
312,Mathurapur,459,SC,West Bengal,Purnendu Sekhar Naskar,Indian National Congress,"5,26,343","3,36,667",64.0 %,"7,266",2.2%
313,Mavilekara,145,SC,Kerala,Achuthan,Indian National Congress,"4,22,829","3,07,516",72.7 %,"7,288",2.4%
314,Mayuram,216,SC,Madras,Maragatham,Indian National Congress,"4,49,027","3,38,225",75.3 %,"43,271",12.8%
315,Mayurbhanj,315,ST,Orissa,Maheswar Naik,Indian National Congress,"4,38,667","77,946",17.8 %,"7,279",9.3%
316,Medak,34,GEN,Andhra Pradesh,P. Hanumantha Rao,Indian National Congress,"4,14,481","2,02,286",48.8 %,"19,132",9.5%
317,Mehsana,118,GEN,Gujarat,Mansinh Prithviraj Patel,Indian National Congress,"4,46,979","3,12,287",69.9 %,"6,938",2.2%
318,Melur,209,SC,Madras,P. Maruthaiah,Indian National Congress,"4,21,613","3,10,541",73.7 %,"12,919",4.2%
319,Merut,440,GEN,Uttar Pradesh [1947 - 1999],Shah Nawaz Khan,Indian National Congress,"4,16,209","2,61,771",62.9 %,"45,155",17.2%
320,Midnapur,472,GEN,West Bengal,Gobinda Kumar Singhu,Indian National Congress,"5,04,481","2,74,849",54.5 %,"37,419",13.6%
321,Miraj,240,GEN,Maharashtra,Vijayhsinhrao Ramrao Dafle,Indian National Congress,"4,57,931","3,12,552",68.3 %,"1,45,642",46.6%
322,Miryalguda,43,SC,Andhra Pradesh,Laxmi Dass,Communist Party Of India,"4,53,828","2,88,144",63.5 %,"26,565",9.2%
323,Mirzapur,414,GEN,Uttar Pradesh [1947 - 1999],Shyamdhar Misra,Indian National Congress,"4,10,119","2,40,773",58.7 %,"15,855",6.6%
324,Misrikh,374,SC,Uttar Pradesh [1947 - 1999],Gokaran,Jan Sangh,"4,60,807","2,12,484",46.1 %,"8,917",4.2%
325,Moga,328,SC,Punjab,Buta Singh,Akali Dal,"4,59,407","3,23,060",70.3 %,"30,457",9.4%
326,Mohanlalganj,379,SC,Uttar Pradesh [1947 - 1999],Ganga Devi,Indian National Congress,"4,13,539","1,91,060",46.2 %,"44,210",23.1%
327,Monghyr,84,GEN,Bihar [1947 - 1999],Banarsi Prasad Sinha,Indian National Congress,"3,74,823","2,01,355",53.7 %,"49,901",24.8%
328,Motihari,57,SC,Bihar [1947 - 1999],Bibhuti Mishra,Indian National Congress,"3,79,579","1,82,534",48.1 %,"58,992",32.3%
329,Mukundapuram,139,GEN,Kerala,Govinda Menon Panampilli,Indian National Congress,"4,57,338","3,67,449",80.4 %,"38,451",10.5%
330,Murshidabad,452,GEN,West Bengal,Syed Badrudduja,Independent,"4,86,451","2,26,548",46.6 %,"19,836",8.8%
331,Musafirkhana,384,GEN,Uttar Pradesh [1947 - 1999],Kunwar Rananjai Singh,Indian National Congress,"3,95,994","1,68,885",42.7 %,"50,194",29.7%
332,Muvattupuzha,141,GEN,Kerala,Cherian,Indian National Congress,"4,67,654","2,96,137",63.3 %,"24,648",8.3%
333,Muzaffarnagar,442,GEN,Uttar Pradesh [1947 - 1999],Sumat Prasad,Indian National Congress,"4,03,385","2,31,177",57.3 %,"17,721",7.7%
334,Muzaffarpur,66,GEN,Bihar [1947 - 1999],Digvijoy Narain Singh,Indian National Congress,"4,64,546","2,24,877",48.4 %,"50,000",22.2%
335,Mysore,295,GEN,Mysore,M. Shankaraiya,Indian National Congress,"4,33,122","2,40,484",55.5 %,"57,906",24.1%
336,Nagapattinam,217,GEN,Madras,Gopalsamy Thenkondar,Indian National Congress,"4,48,355","3,61,753",80.7 %,"32,417",9.0%
337,Nagaur,359,GEN,Rajasthan,Surendra Kumar Dey,Indian National Congress,"5,30,673","2,86,508",54.0 %,"30,884",10.8%
338,Nagercoil,225,GEN,Madras,A. Nesamony,Indian National Congress,"4,30,947","2,87,092",66.6 %,"75,621",26.3%
339,Nagpur,257,GEN,Maharashtra,Madhao Shrihari Aney,Independent,"4,90,679","3,37,061",68.7 %,"46,868",13.9%
340,Naini Tal,363,GEN,Uttar Pradesh [1947 - 1999],Krishna Chandra Pant Alias Raja,Indian National Congress,"4,45,295","2,44,100",54.8 %,"64,643",26.5%
341,Nalanda,88,GEN,Bihar [1947 - 1999],Sidheshwar Prasad,Indian National Congress,"4,53,708","2,28,036",50.3 %,"36,914",16.2%
342,Nalgonda,42,GEN,Andhra Pradesh,Ravi Narayana Reddy,Communist Party Of India,"4,46,641","2,93,918",65.8 %,"33,396",11.4%
343,Namakkal,201,SC,Madras,V. K. Ramaswamy,Indian National Congress,"4,08,580","2,77,601",67.9 %,"8,951",3.2%
344,Nanded,263,GEN,Maharashtra,Tulshidas Subhanrao Jadhav,Indian National Congress,"4,64,287","2,56,813",55.3 %,"59,242",23.1%
345,Nandurbar,249,ST,Maharashtra,Laxman Vedu Valvi,Indian National Congress,"4,01,769","2,03,872",50.7 %,"55,950",27.4%
346,Narasapur,10,GEN,Andhra Pradesh,Datla Balaramaraju,Indian National Congress,"4,78,392","3,69,317",77.2 %,"14,669",4.0%
347,Narsipatnam,6,ST,Andhra Pradesh,Matcharasa Matcharaju,Indian National Congress,"4,07,319","2,01,536",49.5 %,"1,347",0.7%
348,Nasik,247,GEN,Maharashtra,Govind Hari Deshpande,Indian National Congress,"3,73,284","2,02,263",54.2 %,"59,654",29.5%
349,Nawada,97,SC,Bihar [1947 - 1999],Ramdhani Das,Indian National Congress,"4,20,933","2,03,376",48.3 %,"71,394",35.1%
350,Nebadwip,454,GEN,West Bengal,Haripada Chattopadhyay,Independent,"5,47,996","3,01,179",55.0 %,"13,237",4.4%
351,Nellore,20,SC,Andhra Pradesh,B. Anjanappa,Indian National Congress,"4,80,699","3,44,137",71.6 %,"71,905",20.9%
352,New Delhi,482,GEN,Delhi,Mehr Chand Khanna,Indian National Congress,"2,68,661","1,73,042",64.4 %,"31,595",18.3%
353,Nilgiris,204,GEN,Madras,Akkamma Devi,Indian National Congress,"4,50,481","3,22,235",71.5 %,"88,121",27.3%
354,Nizamabad,35,GEN,Andhra Pradesh,H.C. Heda,Indian National Congress,"4,44,598","2,43,091",54.7 %,"27,020",11.1%
355,Nowgong,52,GEN,Assam,Liladhar Kotoki,Indian National Congress,"4,71,350","2,50,915",53.2 %,"24,975",10.0%
356,Nowrangpur,296,GEN,Orissa,Rachakonda Jaganath Rao,Indian National Congress,"4,20,286","62,814",15.0 %,"4,939",7.9%
357,Ongole,17,GEN,Andhra Pradesh,Madala Narayanaswamy,Communist Party Of India,"5,13,758","3,31,215",64.5 %,"2,343",0.7%
358,Osmanabad,265,GEN,Maharashtra,Tulsiram Abaji Patil,Indian National Congress,"4,32,197","2,48,876",57.6 %,"12,374",5.0%
359,Outer Delhi,486,GEN,Delhi,Braham Prakash,Indian National Congress,"3,31,600","2,21,042",66.7 %,"21,553",9.8%
360,Outer Manipur,492,ST,Manipur,Rishang,Socialist,"1,92,285","1,19,402",62.1 %,42,0.0%
361,Padapalli,38,SC,Andhra Pradesh,M.R. Krishna,Indian National Congress,"4,12,742","2,25,780",54.7 %,"84,021",37.2%
362,Palamau,108,GEN,Bihar [1947 - 1999],Shashank Manjari,Swatantra,"3,86,107","1,46,465",37.9 %,"44,609",30.5%
363,Palghat,136,SC,Kerala,Kunhan Patinjara Veetilpadi,Communist Party Of India,"4,17,640","2,11,136",50.6 %,"72,335",34.3%
364,Pali,353,GEN,Rajasthan,Jaswant Raj Mehta,Indian National Congress,"4,83,809","2,30,975",47.7 %,"19,259",8.3%
365,Panchmahals,124,GEN,Gujarat,Dahyabhai Jivanji Naik,Indian National Congress,"4,08,271","1,99,777",48.9 %,"16,233",8.1%
366,Pandharpur,244,SC,Maharashtra,Tayappa Hari Sonavane,Indian National Congress,"4,46,047","2,38,807",53.5 %,"45,332",19.0%
367,Parbhani,267,GEN,Maharashtra,Shivajirao Shankarrao Deshmukh,Indian National Congress,"4,32,162","1,87,930",43.5 %,"28,505",15.2%
368,Parvathipuram,2,ST,Andhra Pradesh,Biddika Satyanarayana,Indian National Congress,"4,20,816","2,36,178",56.1 %,"39,372",16.7%
369,Patan,119,GEN,Gujarat,Purushottamdas Ranchhoddas Patel,Indian National Congress,"3,89,956","2,28,791",58.7 %,"68,013",29.7%
370,Patiala,336,GEN,Punjab,Hukum Singh,Indian National Congress,"5,24,087","3,45,275",65.9 %,"10,086",2.9%
371,Patna,90,GEN,Bihar [1947 - 1999],Ramdulari Devi,Indian National Congress,"4,00,456","2,32,856",58.2 %,"25,082",10.8%
372,Perambalur,213,GEN,Madras,Era Sezhiyan,Dravida Munetra Kazhagam,"4,73,412","3,48,885",73.7 %,"55,390",15.9%
373,Periyakulam,207,GEN,Madras,Malaichamy Thevar,Indian National Congress,"4,44,152","3,11,023",70.0 %,"2,899",0.9%
374,Phillaur,330,SC,Punjab,Sadhu Ram,Indian National Congress,"4,87,433","3,22,682",66.2 %,"9,619",3.0%
375,Phulbani,300,ST,Orissa,Rajendra Kohor,Ganatantra Parishad,"3,99,384","55,598",13.9 %,"3,275",5.9%
376,Phulpur,415,GEN,Uttar Pradesh [1947 - 1999],Jawahar Lal Nehru,Indian National Congress,"4,09,292","2,01,823",49.3 %,"64,571",32.0%
377,Pilibhit,371,GEN,Uttar Pradesh [1947 - 1999],Mohan Swaroop,Praja Socialist Party,"4,21,503","2,11,738",50.2 %,"4,432",2.1%
378,Pollachi,206,GEN,Madras,C. Subramaniam,Indian National Congress,"4,48,744","3,26,288",72.7 %,"1,00,097",30.7%
379,Poona,233,GEN,Maharashtra,Shankarrao Shantaram More,Indian National Congress,"4,34,811","2,78,463",64.0 %,"48,406",17.4%
380,Poonani,137,GEN,Kerala,Imbichi Bava Ezhukudikkal,Communist Party Of India,"4,11,076","2,63,593",64.1 %,"57,799",21.9%
381,Pratapgarh,383,GEN,Uttar Pradesh [1947 - 1999],Ajit Pratap Singh,Jan Sangh,"3,94,871","2,08,936",52.9 %,"23,704",11.3%
382,Pudukkottai,214,GEN,Madras,R. Umanath,Communist Party Of India,"4,46,368","3,09,446",69.3 %,"30,218",9.8%
