#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
198,Gurgaon,138,GEN,Haryana,A. Gani,Independent,"5,27,625","3,69,196",70.0 %,"1,308",0.4%
199,Gwalior,150,GEN,Madhya Pradesh [1947 - 1999],R. Avtar,Bhartiya Jan Sangh,"5,24,192","3,23,071",61.6 %,"1,48,467",46.0%
200,Hajipur,64,GEN,Bihar [1947 - 1999],V. Chaudhary,Indian National Congress,"5,69,874","3,46,087",60.7 %,"28,530",8.2%
201,Hamirpur,412,GEN,Uttar Pradesh [1947 - 1999],S.B. Ji,Bhartiya Jan Sangh,"4,80,478","2,70,899",56.4 %,"59,125",21.8%
202,Hamirpur,511,GEN,Himachal Pradesh,P. C. Verma,Indian National Congress,"2,79,659","1,49,356",53.4 %,"3,243",2.2%
203,Hapur,431,GEN,Uttar Pradesh [1947 - 1999],P.V. Shastri,Independent,"5,14,929","3,60,888",70.1 %,"48,068",13.3%
204,Hardoi,370,SC,Uttar Pradesh [1947 - 1999],K. Lal,Indian National Congress,"5,06,407","2,71,838",53.7 %,"17,555",6.5%
205,Hassan,286,GEN,Mysore,N. Shivappa,Swatantra,"4,68,830","3,07,979",65.7 %,"42,452",13.8%
206,Hathras,427,SC,Uttar Pradesh [1947 - 1999],"N, Deo",Indian National Congress,"5,23,727","2,84,992",54.4 %,"7,119",2.5%
207,Hatkanangale,267,GEN,Maharashtra,M. V. R. C. Bhosale,Peasants & Workers Party,"4,70,375","3,60,450",76.6 %,"44,277",12.3%
208,Hazaribagh,102,GEN,Bihar [1947 - 1999],B. N. Singh,Independent,"4,98,131","2,00,934",40.3 %,"19,758",9.8%
209,Hindaun,338,SC,Rajasthan,J. Prasad,Indian National Congress,"5,49,718","3,09,919",56.4 %,"41,097",13.3%
210,Hindupur,24,GEN,Andhra Pradesh,S. R. Neelam,Indian National Congress,"4,96,405","3,20,531",64.6 %,"42,236",13.2%
211,Hissar,140,GEN,Haryana,R. Kishan,Indian National Congress,"4,73,354","3,35,463",70.9 %,"7,179",2.1%
212,Hooghly,462,GEN,West Bengal,B. K. Modak,Communist Party Of India (MARXIST),"5,45,246","3,97,701",72.9 %,"9,570",2.4%
213,Hoshangabad,174,GEN,Madhya Pradesh [1947 - 1999],C.N.S. Daulatsingh,Indian National Congress,"4,57,587","2,55,016",55.7 %,"22,310",8.7%
214,Hoshiarpur,322,GEN,Punjab,R. Kishan,Indian National Congress,"4,94,190","3,42,956",69.4 %,"1,511",0.4%
215,Hoskote,278,GEN,Mysore,M. V. Krishnappa,Indian National Congress,"5,03,040","3,06,019",60.8 %,"61,796",20.2%
216,Howrah,459,GEN,West Bengal,K. K. Chatterjee,Indian National Congress,"5,72,727","3,88,788",67.9 %,"42,294",10.9%
217,Hyderabad,30,GEN,Andhra Pradesh,G. S. Melkote,Indian National Congress,"4,58,524","2,64,510",57.7 %,"45,585",17.2%
218,Indore,179,GEN,Madhya Pradesh [1947 - 1999],P.C. Sethi,Indian National Congress,"4,99,407","3,23,444",64.8 %,"34,118",10.5%
219,Inner Manipur,516,GEN,Manipur,M. Meghachandra,Communist Party Of India,"2,63,495","2,04,788",77.7 %,"16,983",8.3%
220,Jabalpur,169,GEN,Madhya Pradesh [1947 - 1999],G. Das,Indian National Congress,"4,87,689","2,86,672",58.8 %,"64,730",22.6%
221,Jainagar,68,GEN,Bihar [1947 - 1999],B. Jha,Communist Party Of India,"5,52,639","3,13,260",56.7 %,"55,773",17.8%
222,Jaipur,334,GEN,Rajasthan,G. Devi,Swatantra,"5,38,899","3,15,765",58.6 %,"94,251",29.8%
223,Jajpur,300,SC,Orissa,B. Behera,Praja Socialist Party,"5,37,526","2,95,054",54.9 %,"64,037",21.7%
224,Jalaun,414,SC,Uttar Pradesh [1947 - 1999],C.R. Sewak,Indian National Congress,"5,00,897","3,30,503",66.0 %,"24,113",7.3%
225,Jalgaon,238,GEN,Maharashtra,S. S. Samadali,Indian National Congress,"5,07,204","3,13,623",61.8 %,"66,061",21.1%
226,Jalna,253,GEN,Maharashtra,V. N. Jadhav,Indian National Congress,"4,88,622","2,43,219",49.8 %,"43,550",17.9%
227,Jalore,349,GEN,Rajasthan,D. Patodia,Swatantra,"5,36,296","2,51,526",46.9 %,"9,376",3.7%
228,Jalpaiguri,439,ST,West Bengal,B. N. Katham,Indian National Congress,"4,47,882","2,90,975",65.0 %,"16,888",5.8%
229,Jammu,147,GEN,Jammu & Kashmir,I.J. Malhotra,Indian National Congress,"4,40,581","2,97,653",67.6 %,"58,168",19.5%
230,Jamnagar,112,GEN,Gujarat,N. Dandekar,Swatantra,"4,14,134","2,31,351",55.9 %,"13,033",5.6%
231,Jamshedpur,104,GEN,Bihar [1947 - 1999],S. C. Prasad,Indian National Congress,"4,42,633","2,09,553",47.3 %,"40,702",19.4%
232,Jamui,85,SC,Bihar [1947 - 1999],N. T. Das,Indian National Congress,"5,76,715","3,29,385",57.1 %,"14,852",4.5%
233,Jangipur,444,GEN,West Bengal,H. L. Haque,Indian National Congress,"5,19,789","2,98,529",57.4 %,"51,689",17.3%
234,Janjgir,159,SC,Madhya Pradesh [1947 - 1999],Minimata,Indian National Congress,"5,00,141","2,29,422",45.9 %,"81,240",35.4%
235,Jaunpur,400,GEN,Uttar Pradesh [1947 - 1999],R. Deo,Indian National Congress,"5,15,153","2,81,624",54.7 %,"83,075",29.5%
236,Jehanabad,96,GEN,Bihar [1947 - 1999],C. S. Singh,Communist Party Of India,"5,60,459","2,87,539",51.3 %,"51,412",17.9%
237,Jhabua,183,ST,Madhya Pradesh [1947 - 1999],Sursingh,Indian National Congress,"4,61,943","2,32,551",50.3 %,"28,385",12.2%
238,Jhajjar,137,GEN,Haryana,S. Singh,Indian National Congress,"5,01,785","3,67,852",73.3 %,"1,42,091",38.6%
239,Jhalawar,343,GEN,Rajasthan,B. Singh,Bhartiya Jan Sangh,"4,73,659","2,37,173",50.1 %,"81,233",34.3%
240,Jhansi,413,GEN,Uttar Pradesh [1947 - 1999],S. Nayar,Indian National Congress,"5,00,450","2,72,525",54.5 %,"37,378",13.7%
241,Jhargram,468,ST,West Bengal,A. K. Kisku.,Bangla Congress,"4,97,007","2,90,845",58.5 %,"45,766",15.7%
242,Jhunjhunu,332,GEN,Rajasthan,R. K. Birla,Swatantra,"5,49,787","3,68,501",67.0 %,"46,573",12.6%
243,Jodhpur,351,GEN,Rajasthan,N. K. Sanghi,Indian National Congress,"5,45,070","3,30,871",60.7 %,"20,348",6.1%
244,Jorhat,53,GEN,Assam,R. Barua,Indian National Congress,"3,85,806","2,09,122",54.2 %,"44,778",21.4%
245,Joynagar,451,SC,West Bengal,C. Roy,Independent,"5,25,872","3,73,749",71.1 %,"29,071",7.8%
246,Jullundur,323,GEN,Punjab,S. Singh,Indian National Congress,"4,60,109","3,31,910",72.1 %,"31,480",9.5%
247,Junagadh,113,GEN,Gujarat,V.J. Shah,Swatantra,"4,03,474","2,33,907",58.0 %,"10,886",4.7%
248,Kaira,125,GEN,Gujarat,P.N. Solanki,Swatantra,"4,43,349","3,25,534",73.4 %,"27,740",8.5%
249,Kairana,435,GEN,Uttar Pradesh [1947 - 1999],G.A. Khan,Samyukta Socialist Party,"5,13,381","3,13,720",61.1 %,"1,665",0.5%
250,Kaisarganj,382,GEN,Uttar Pradesh [1947 - 1999],S. Nayar,Bhartiya Jan Sangh,"4,92,785","2,37,166",48.1 %,"70,416",29.7%
251,Kaithal,135,GEN,Haryana,G.L. Nanda,Indian National Congress,"4,84,420","3,72,708",76.9 %,"27,010",7.2%
252,Kakinada,7,GEN,Andhra Pradesh,T.R. Mosaliganti,Indian National Congress,"5,32,127","3,93,678",74.0 %,"30,000",7.6%
253,Kalahandi,309,GEN,Orissa,P. K. Deo,Swatantra,"4,15,610","1,74,994",42.1 %,"58,679",33.5%
254,Kaliabor,52,GEN,Assam,B. Barua,Indian National Congress,"3,94,501","2,27,659",57.7 %,"47,889",21.0%
255,Kallakurichi,196,GEN,Madras,M. Deiveekan,Dravida Munetra Kazhagam,"4,98,804","3,77,238",75.6 %,"26,523",7.0%
256,Kanakapura,280,GEN,Mysore,M. V. Rajasekharan,Indian National Congress,"4,44,344","2,81,621",63.4 %,"48,196",17.1%
257,Kanara,289,GEN,Mysore,D. D. Dattatraya,Independent,"4,63,555","2,97,779",64.2 %,"27,797",9.3%
258,Kangra,512,GEN,Himachal Pradesh,H. Raj,Indian National Congress,"2,61,580","1,41,834",54.2 %,"5,402",3.8%
259,Kanker,163,ST,Madhya Pradesh [1947 - 1999],T.L.P. Shah,Bhartiya Jan Sangh,"4,73,390","2,57,823",54.5 %,"3,523",1.4%
260,Kannauj,419,GEN,Uttar Pradesh [1947 - 1999],R.M. Lohia,Samyukta Socialist Party,"5,37,550","2,94,581",54.8 %,472,0.2%
261,Kanpur,417,GEN,Uttar Pradesh [1947 - 1999],S.M. Banerji,Independent,"4,64,670","2,51,114",54.0 %,"6,517",2.6%
262,Karad,265,GEN,Maharashtra,D. R. Chavan,Indian National Congress,"4,63,878","3,31,331",71.4 %,"1,71,422",51.7%
263,Karimganj,43,SC,Assam,N. R. Laskar,Indian National Congress,"4,72,190","3,03,128",64.2 %,"76,923",25.4%
264,Karimnagar,37,GEN,Andhra Pradesh,J. R. Rao,Indian National Congress,"5,13,265","2,87,041",55.9 %,"2,176",0.8%
265,Karnal,134,GEN,Haryana,M. Ram,Indian National Congress,"4,63,594","3,50,081",75.5 %,203,0.1%
266,Karol Bagh,506,SC,Delhi,R. S. Vidhyarthi,Bhartiya Jan Sangh,"2,33,745","1,60,433",68.6 %,"4,494",2.8%
267,Karur,209,GEN,Madras,M. Gounder,Swatantra,"5,54,715","4,08,382",73.6 %,"23,718",5.8%
268,Kasargod,478,GEN,Kerala,A. K. Gopalan,Communist Party Of India (MARXIST),"4,67,371","3,51,097",75.1 %,"1,18,510",33.8%
269,Kasganj,422,GEN,Uttar Pradesh [1947 - 1999],M.A. Khan,Indian National Congress,"5,22,973","3,06,527",58.6 %,"6,099",2.0%
270,Katihar,78,GEN,Bihar [1947 - 1999],S. Keshari,Indian National Congress,"4,98,435","2,74,547",55.1 %,973,0.4%
271,Katwa,475,GEN,West Bengal,D. Sen,Indian National Congress,"4,85,894","3,34,989",68.9 %,"10,955",3.3%
272,Kavali,18,GEN,Andhra Pradesh,R.D. Reddy,Indian National Congress,"5,67,859","4,02,038",70.8 %,"48,154",12.0%
273,Kendrapara,301,GEN,Orissa,S. Dwivedy,Praja Socialist Party,"5,61,875","3,44,263",61.3 %,"1,11,397",32.4%
274,Keonjhar,314,ST,Orissa,G. Naik,Swatantra,"4,26,034","1,26,766",29.8 %,"40,824",32.2%
275,Kessaria,63,GEN,Bihar [1947 - 1999],K. M. Madhukar,Communist Party Of India,"5,23,959","2,46,560",47.1 %,"3,661",1.5%
276,Khagaria,86,GEN,Bihar [1947 - 1999],K. Singh,Samyukta Socialist Party,"5,66,989","3,58,219",63.2 %,"96,245",26.9%
277,Khalilabad,388,GEN,Uttar Pradesh [1947 - 1999],R. Singh,Bhartiya Jan Sangh,"5,06,466","2,91,241",57.5 %,"21,645",7.4%
278,Khamgaon,240,SC,Maharashtra,A. S. Kasture,Indian National Congress,"4,96,280","3,50,435",70.6 %,"76,295",21.8%
279,Khammam,39,GEN,Andhra Pradesh,T. Lakshmikantamma,Indian National Congress,"4,97,926","3,92,684",78.9 %,"1,11,328",28.4%
280,Khandwa,181,GEN,Madhya Pradesh [1947 - 1999],G. Dikshit,Indian National Congress,"4,96,852","3,09,249",62.2 %,"1,698",0.5%
281,Khargone,182,GEN,Madhya Pradesh [1947 - 1999],S.C.K. Bajpai,Indian National Congress,"4,77,890","2,55,641",53.5 %,"9,164",3.6%
282,Khed,261,GEN,Maharashtra,R. K. Khadilkar,Indian National Congress,"4,75,268","2,83,057",59.6 %,"76,327",27.0%
283,Kheri,366,GEN,Uttar Pradesh [1947 - 1999],B. Verma,Indian National Congress,"5,09,557","2,39,999",47.1 %,"1,347",0.6%
284,Khunti,106,ST,Bihar [1947 - 1999],J. Singh,Indian National Congress,"4,63,401","1,93,385",41.7 %,"5,277",2.7%
285,Khurja,429,SC,Uttar Pradesh [1947 - 1999],R. Charan,Praja Socialist Party,"5,05,893","2,81,142",55.6 %,"1,017",0.4%
286,Kishanganj,76,GEN,Bihar [1947 - 1999],L. L. Kapoor,Praja Socialist Party,"4,64,508","2,08,354",44.9 %,"34,283",16.5%
287,Kokrajhar,46,ST,Assam,R. Brahma,Indian National Congress,"4,15,618",RU,NA,RU,NA
288,Kolaba,226,GEN,Maharashtra,D. K. Kunte,Peasants & Workers Party,"4,80,867","3,28,864",68.4 %,"34,808",10.6%
289,Kolar,277,SC,Mysore,G. Y. Krishnan,Indian National Congress,"4,61,527","2,91,752",63.2 %,"63,889",21.9%
290,Kolhapur,268,GEN,Maharashtra,S. D. Mane,Indian National Congress,"4,56,905","3,23,990",70.9 %,"32,710",10.1%
291,Kopargaon,260,GEN,Maharashtra,A. P. Shince,Indian National Congress,"4,75,212","3,13,343",65.9 %,"14,962",4.8%
292,Koppal,272,GEN,Mysore,A. Sanganna,Indian National Congress,"5,19,702","3,27,016",62.9 %,"24,602",7.5%
293,Koraput,307,ST,Orissa,U. Ramachandra,Indian National Congress,"4,81,761","1,27,105",26.4 %,"2,990",2.4%
294,Kota,342,SC,Rajasthan,Onkarlal,Bhartiya Jan Sangh,"5,13,800","2,85,321",55.5 %,"25,883",9.1%
295,Kottayam,490,GEN,Kerala,K. M. Abraham,Communist Party Of India (MARXIST),"4,26,210","3,44,933",80.9 %,"48,581",14.1%
296,Kozhikode,481,GEN,Kerala,E. S. Sait,Muslim Leage,"4,95,721","3,87,366",78.1 %,"81,873",21.1%
297,Krishnagar,447,GEN,West Bengal,H. Chattopadhyay,Independent,"4,64,751","3,43,935",74.0 %,"32,797",9.5%
298,Krishnagiri,197,GEN,Madras,M. Kamalanathan,Dravida Munetra Kazhagam,"5,03,298","3,36,999",67.0 %,"18,294",5.4%
299,Kumbakonam,213,GEN,Madras,S. Era,Dravida Munetra Kazhagam,"5,34,001","4,40,213",82.4 %,"20,039",4.6%
300,Kurnool,26,GEN,Andhra Pradesh,Y. G. Linganagowda,Swatantra,"5,10,823","3,40,816",66.7 %,"10,783",3.2%
301,Kutch,109,GEN,Gujarat,T.M. Sheth,Indian National Congress,"3,70,407","2,19,384",59.2 %,"6,675",3.0%
302,Laccadive Minicoy And Amindivi,515,ST,"Laccadive, Minicoy And Amindivi Islands",M.S. Padanatha,Independent,"14,505","11,897",82.0 %,386,3.2%
303,Ladakh,145,GEN,Jammu & Kashmir,K. Bakula,Indian National Congress,"51,381",RU,NA,RU,NA
304,Lakhimpur,54,GEN,Assam,B. Sastri.,Indian National Congress,"3,97,099","2,13,392",53.7 %,"53,686",25.2%
305,Lalganj,398,SC,Uttar Pradesh [1947 - 1999],R. Dhan,Indian National Congress,"5,07,852","2,50,502",49.3 %,"36,858",14.7%
306,Latur,251,SC,Maharashtra,T. D. Kamble,Indian National Congress,"5,36,980","2,43,197",45.3 %,"38,674",15.9%
307,Lohardaga,107,ST,Bihar [1947 - 1999],K. Doraon,Indian National Congress,"4,63,997","1,68,102",36.2 %,"33,486",19.9%
308,Lucknow,371,GEN,Uttar Pradesh [1947 - 1999],A. N. Mulla,Independent,"4,58,070","2,65,136",57.9 %,"20,972",7.9%
309,Ludhiana,325,GEN,Punjab,D. Singh,Indian National Congress,"5,19,908","3,72,870",71.7 %,"13,074",3.5%
310,Machhlishahr,399,GEN,Uttar Pradesh [1947 - 1999],Mageshwar,Indian National Congress,"5,03,271","2,53,671",50.4 %,"30,875",12.2%
311,Machilipatnam,14,GEN,Andhra Pradesh,Y.A. Arasad,Indian National Congress,"5,05,282","3,96,723",78.5 %,"77,592",19.6%
312,Madhipura,74,GEN,Bihar [1947 - 1999],B. P. Mandal,Samyukta Socialist Party,"5,35,701","2,93,767",54.8 %,"37,426",12.7%
313,Madhubani,69,GEN,Bihar [1947 - 1999],S. C. Jha,Samyukta Socialist Party,"5,35,332","3,21,457",60.1 %,"16,407",5.1%
314,Madras North,185,GEN,Madras,K. Manoharan,Dravida Munetra Kazhagam,"5,50,302","4,11,868",74.8 %,"61,334",14.9%
315,Madras South,186,GEN,Madras,C. N. Annadurai,Dravida Munetra Kazhagam,"5,75,015","4,23,235",73.6 %,"81,978",19.4%
316,Madurai,208,GEN,Madras,P. Ramamurti,Communist Party Of India (MARXIST),"5,72,490","4,46,802",78.1 %,"1,05,468",23.6%
317,Maharajganj,62,GEN,Bihar [1947 - 1999],M. P. Singh,Indian National Congress,"5,66,098","2,80,751",49.6 %,"17,244",6.1%
318,Maharajganj,391,GEN,Uttar Pradesh [1947 - 1999],M. Prasad,Indian National Congress,"4,63,161","2,51,456",54.3 %,"46,727",18.6%
319,Mahasamund,161,GEN,Madhya Pradesh [1947 - 1999],V. Shukla,Indian National Congress,"5,12,663","2,05,419",40.1 %,"66,086",32.2%
320,Mahasu,509,GEN,Himachal Pradesh,V. Singh,Indian National Congress,"2,58,163","1,33,460",51.7 %,"59,510",44.6%
321,Mahbubnagar,29,GEN,Andhra Pradesh,J. R. Rao,Indian National Congress,"5,28,864","3,11,485",58.9 %,"89,817",28.8%
322,Mahendragarh,139,GEN,Haryana,G. Singh,Indian National Congress,"4,91,115","3,32,233",67.7 %,"46,738",14.1%
323,Mainpuri,421,GEN,Uttar Pradesh [1947 - 1999],M. Singh,Indian National Congress,"4,98,845","2,96,665",59.5 %,"30,088",10.1%
324,Malda,443,GEN,West Bengal,U. Roy,Indian National Congress,"4,53,070","3,08,145",68.0 %,"27,749",9.0%
325,Malegaon,235,ST,Maharashtra,Z. M. Kahandole,Indian National Congress,"4,53,548","2,83,893",62.6 %,"9,202",3.2%
326,Mandi,514,GEN,Himachal Pradesh,L. Sen,Indian National Congress,"2,84,025","1,27,105",44.8 %,"34,265",27.0%
327,Mandla,168,ST,Madhya Pradesh [1947 - 1999],M. Uikey,Indian National Congress,"4,79,138","1,67,815",35.0 %,"33,821",20.2%
328,Mandsaur,184,GEN,Madhya Pradesh [1947 - 1999],K.S. Singh,Bhartiya Jan Sangh,"4,82,032","2,94,871",61.2 %,"28,791",9.8%
329,Mandvi,131,ST,Gujarat,C.M. Kedaria,Indian National Congress,"4,28,977","2,67,704",62.4 %,"61,737",23.1%
330,Mandya,281,GEN,Mysore,M. K. Shivananjappa,Indian National Congress,"5,03,529","3,55,772",70.7 %,"46,484",13.1%
331,Mangaldai,49,GEN,Assam,N. Barua,Praja Socialist Party,"4,40,526","2,26,863",51.5 %,"37,000",16.3%
332,Mangalore,284,GEN,Mysore,C. M. Poonacha,Indian National Congress,"4,48,646","3,17,224",70.7 %,"28,522",9.0%
333,Manjeri,482,GEN,Kerala,M. M. Ismail,Muslim Leage,"4,53,637","3,02,322",66.6 %,"1,07,494",35.6%
334,Marmagoa,508,GEN,"Goa, Daman And Diu",S.E.D Jesus,United Goans - Seqveria Group,"2,16,538","1,41,159",65.2 %,"2,552",1.8%
335,Mathura,426,GEN,Uttar Pradesh [1947 - 1999],G.S.S.A.B. Singh,Independent,"5,12,124","3,18,742",62.2 %,"84,431",26.5%
336,Mathurapur,452,SC,West Bengal,K. Haldar,Communist Party Of India,"5,46,374","4,20,969",77.1 %,"13,115",3.1%
337,Mavelikara,492,GEN,Kerala,G. P. Mangalathumadom,Samyukta Socialist Party,"4,59,888","3,61,923",78.7 %,"18,694",5.2%
338,Mayuram,214,SC,Madras,K. Subravelu,Dravida Munetra Kazhagam,"4,66,790","3,83,119",82.1 %,"52,044",13.6%
339,Mayurbhanj,297,ST,Orissa,M. Majhi,Swatantra,"4,48,482","1,59,380",35.5 %,"37,026",23.2%
340,Medak,33,GEN,Andhra Pradesh,S. L. Bai .,Indian National Congress,"4,98,348","2,96,187",59.4 %,"84,665",28.6%
341,Meerut,432,GEN,Uttar Pradesh [1947 - 1999],M.S. Bharti,Samyukta Socialist Party,"4,88,752","3,15,363",64.5 %,"38,896",12.3%
342,Mehsana,119,GEN,Gujarat,R.J. Amin,Swatantra,"4,93,885","3,56,842",72.3 %,"36,946",10.4%
343,Mettur,199,GEN,Madras,S. Kandappan,Dravida Munetra Kazhagam,"5,44,859","3,58,490",65.8 %,"56,845",15.9%
344,Midnapore,467,GEN,West Bengal,S. N. Maity,Bangla Congress,"4,76,288","3,39,374",71.3 %,"43,283",12.8%
345,Miryalguda,41,GEN,Andhra Pradesh,"G. S, Reddy",Indian National Congress,"5,03,494","3,70,735",73.6 %,"42,044",11.3%
346,Mirzapur,406,GEN,Uttar Pradesh [1947 - 1999],V. Narain,Bhartiya Jan Sangh,"5,07,113","3,06,758",60.5 %,"17,271",5.6%
347,Mishrikh,369,SC,Uttar Pradesh [1947 - 1999],S. Prasad,Indian National Congress,"5,21,651","2,44,097",46.8 %,"4,934",2.0%
348,Mohanlalganj,372,SC,Uttar Pradesh [1947 - 1999],G. Devi,Indian National Congress,"4,67,551","2,26,659",48.5 %,"35,804",15.8%
349,Monghyr,84,GEN,Bihar [1947 - 1999],L. M. Ramchandra,Samyukta Socialist Party,"5,21,986","3,20,157",61.3 %,"96,684",30.2%
350,Moradabad,359,GEN,Uttar Pradesh [1947 - 1999],O. P. T. Pursharthi,Bhartiya Jan Sangh,"4,67,589","2,77,516",59.4 %,"27,305",9.8%
351,Morena,148,SC,Madhya Pradesh [1947 - 1999],Atamdas,Independent,"5,14,135","2,72,748",53.1 %,"80,309",29.4%
352,Motihari,57,GEN,Bihar [1947 - 1999],B. Misra,Indian National Congress,"4,63,766","2,31,462",49.9 %,"35,184",15.2%
353,Mukundapuram,486,GEN,Kerala,P. G. Menon,Indian National Congress,"4,51,269","3,68,349",81.6 %,"5,338",1.4%
354,Murshidabad,445,GEN,West Bengal,S. Badrudduja,Independent,"4,80,134","3,06,654",63.9 %,"14,966",4.9%
355,Muvattu Puzha,488,GEN,Kerala,P. P. Esthose,Communist Party Of India (MARXIST),"4,23,640","3,27,971",77.4 %,"42,154",12.9%
356,Muzaffarnagar,434,GEN,Uttar Pradesh [1947 - 1999],L.A. Khan,Communist Party Of India,"4,90,868","3,19,006",65.0 %,"11,602",3.6%
357,Muzaffarpur,65,GEN,Bihar [1947 - 1999],D. N. Singh,Indian National Congress,"5,43,563","3,28,990",60.5 %,"37,229",11.3%
358,Mysore,283,GEN,Mysore,H. D. Tulasidas,Indian National Congress,"4,66,278","2,86,026",61.3 %,"15,289",5.3%
359,Nabadwip,448,SC,West Bengal,P. R. Thakur.,Bangla Congress,"5,03,900","3,64,599",72.4 %,"79,096",21.7%
360,Nadhugiri,276,GEN,Mysore,Malimariyappa,Indian National Congress,"5,05,434","3,03,235",60.0 %,"91,167",30.1%
361,Nagaland,296,GEN,Nagaland,Chubatoshi,Nagaland Nationalist Organisation,"2,14,951",RU,NA,RU,NA
362,Nagapattinam,215,GEN,Madras,V. Sambasivam,Indian National Congress,"4,77,019","4,03,971",84.7 %,"11,219",2.8%
363,Nagarkurnool,28,SC,Andhra Pradesh,J. B. M. Rao,Indian National Congress,"4,88,772","2,83,912",58.1 %,"39,659",14.0%
364,Nagaur,352,GEN,Rajasthan,N. Kumar,Swatantra,"5,73,723","3,64,764",63.6 %,"23,796",6.5%
365,Nagercoil,223,GEN,Madras,A. Nesamony,Indian National Congress,"4,74,210","3,45,406",72.8 %,"52,014",15.1%
366,Nagpur,244,GEN,Maharashtra,N. R. Deoghare,Indian National Congress,"5,66,904","3,71,919",65.6 %,"31,969",8.6%
367,Nainital,356,GEN,Uttar Pradesh [1947 - 1999],K. C. Pant,Indian National Congress,"4,38,131","2,44,276",55.8 %,"33,859",13.9%
368,Nalanda,88,GEN,Bihar [1947 - 1999],S. Prasad,Indian National Congress,"5,94,698","3,29,789",55.5 %,"78,093",23.7%
369,Nalgonda,40,GEN,Andhra Pradesh,M. Y. Salim,Indian National Congress,"5,06,698","3,24,498",64.0 %,"92,278",28.4%
370,Nandeo,250,GEN,Maharashtra,V. B. Tarodekar,Indian National Congress,"5,55,017","3,05,704",55.1 %,"48,005",15.7%
371,Nandurbar,236,ST,Maharashtra,T. H. Gavit,Indian National Congress,"4,77,176","2,77,257",58.1 %,"39,467",14.2%
372,Nandyal,27,GEN,Andhra Pradesh,P. V.Subbaiah,Indian National Congress,"5,36,794","4,09,857",76.4 %,"1,68,825",41.2%
373,Narasapur,10,GEN,Andhra Pradesh,D. Balaramarajau,Indian National Congress,"5,44,802","4,27,350",78.4 %,"36,553",8.6%
374,Narasaraopet,17,GEN,Andhra Pradesh,M. Sudarsanam,Indian National Congress,"5,84,076","4,17,272",71.4 %,"64,431",15.4%
375,Nasik,234,GEN,Maharashtra,B. R. Kavade,Indian National Congress,"4,36,875","2,87,435",65.8 %,"36,307",12.6%
376,Nawada,97,GEN,Bihar [1947 - 1999],M. S. P. N. Puri,Independent,"5,72,864","3,14,878",55.0 %,"20,220",6.4%
377,Nellore,19,SC,Andhra Pradesh,B. Anjanappa,Indian National Congress,"5,62,683","4,14,702",73.7 %,"16,983",4.1%
378,New Delhi,500,GEN,Delhi,M.L Sondhi,Bhartiya Jan Sangh,"2,08,755","1,52,918",73.3 %,"24,860",16.3%
379,Nilgiris,201,GEN,Madras,M. K. N. Gowder,Swatantra,"5,02,089","3,63,063",72.3 %,"19,702",5.4%
380,Nizamabad,34,GEN,Andhra Pradesh,M.N. Reddy,Independent,"5,07,608","2,92,527",57.6 %,"70,245",24.0%
381,Nowgong,51,GEN,Assam,L. Keteki,Indian National Congress,"3,88,255","2,51,522",64.8 %,"46,666",18.6%
382,Nowrangpur,308,ST,Orissa,K. Pradhani,Indian National Congress,"4,77,248","1,23,545",25.9 %,"1,887",1.5%
383,Ongole,15,GEN,Andhra Pradesh,K. Jaggaiah,Indian National Congress,"5,38,338","4,07,047",75.6 %,"80,458",19.8%
384,Osmanabad,256,GEN,Maharashtra,T. A. Patil,Indian National Congress,"5,11,526","3,42,503",67.0 %,"25,191",7.4%
385,Outer Delhi,502,GEN,Delhi,B. Parkash,Indian National Congress,"2,58,107","1,76,794",68.5 %,"9,223",5.2%
386,Outer Manipur,517,ST,Manipur,P. Haokip,Independent,"2,19,554","1,20,008",54.7 %,"1,541",1.3%
387,Padrauna,392,GEN,Uttar Pradesh [1947 - 1999],K. N. Pandey,Indian National Congress,"5,05,919","2,63,411",52.1 %,"13,415",5.1%
388,Palamau,108,SC,Bihar [1947 - 1999],K. Kumari,Indian National Congress,"5,04,969","2,25,069",44.6 %,"41,764",18.6%
389,Palghat,484,GEN,Kerala,E. K. Nayanar,Communist Party Of India (MARXIST),"4,65,825","2,85,472",61.3 %,"67,358",23.6%
390,Pali,348,GEN,Rajasthan,S. K. Tapuriah,Swatantra,"5,41,982","3,11,909",57.6 %,"26,071",8.4%
391,Pandharpur,258,SC,Maharashtra,T. H. Sonavane,Indian National Congress,"4,88,018","3,33,717",68.4 %,"1,079",0.3%
392,Panjim,507,GEN,"Goa, Daman And Diu",S. J. Jaganath,Independent,"2,01,856","1,44,891",71.8 %,"10,954",7.6%
393,Parbhani,252,GEN,Maharashtra,S. S. Deshmukh,Indian National Congress,"5,16,182","2,58,437",50.1 %,"26,469",10.2%
394,Parvathipuram,2,ST,Andhra Pradesh,V.N. Rao,Swatantra,"5,00,375","3,07,954",61.5 %,"35,580",11.6%
395,Patan,120,SC,Gujarat,D.R. Parmar,Swatantra,"4,85,424","3,18,131",65.5 %,"15,001",4.7%
396,Patiala,327,GEN,Punjab,M. Kaur,Indian National Congress,"4,60,603","3,32,533",72.2 %,"1,10,210",33.1%
