#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
187,Faridkot,12,GEN,Punjab,Jagmeet Singh,Indian National Congress,"10,06,515","2,58,881",25.7 %,"77,696",30.0%
188,Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Salman Khurseed,Indian National Congress,"9,59,727","4,98,644",52.0 %,"38,150",7.7%
189,Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Vishwa Nath Pratap Singh,Janata Dal,"9,21,709","3,81,258",41.4 %,"1,36,609",35.8%
190,Ferozepur,13,GEN,Punjab,Mohan Singh S/o Kansha Singh,Bahujan Samaj Party,"10,44,442","4,56,067",43.7 %,"1,296",0.3%
191,Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Prabhu Dayal Katheria,Bharatiya Janta Party,"9,31,499","4,49,710",48.3 %,"1,332",0.3%
192,Gandhinagar,11,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,"13,75,341","6,25,226",45.5 %,"1,25,679",20.1%
193,Ganganagar,1,SC,Rajasthan,Birbal Ram,Indian National Congress,"11,16,994","4,71,975",42.3 %,"1,11,991",23.7%
194,Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Bhuwan Chand,Bharatiya Janta Party,"8,85,969","4,12,072",46.5 %,"25,013",6.1%
195,Gauhati,7,GEN,Assam,Kirip Chaliha,Indian National Congress,"10,67,490","7,46,036",69.9 %,"44,805",6.0%
196,Gaya,43,SC,Bihar [1947 - 1999],Rajesh Kumar,Janata Dal,"9,69,299","6,29,468",64.9 %,"53,795",8.5%
197,Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Keshari Lal,Janata Dal,"9,22,050","4,42,513",48.0 %,"43,647",9.9%
198,Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Bishva Nath Shastri,Communist Party Of India,"10,29,180","5,31,121",51.6 %,"32,294",6.1%
199,Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Kalp Nath,Indian National Congress,"10,00,321","4,88,031",48.8 %,"4,429",0.9%
200,Giridih,46,GEN,Bihar [1947 - 1999],Binod Bihari Mahto,Jharkhand Mukti Morcha,"9,55,994","4,83,492",50.6 %,"77,803",16.1%
201,Gobichettipalayam,19,SC,Tamil Nadu,Narayanan P.G.,All India Anna Dravida Munnetra Kazhagam,"9,08,687","6,12,546",67.4 %,"2,49,161",40.7%
202,Godda,28,GEN,Bihar [1947 - 1999],Suraj Mandal,Jharkhand Mukti Morcha,"9,61,709","5,34,925",55.6 %,"1,04,148",19.5%
203,Godhra,18,GEN,Gujarat,Veghela Shankerji Laxmanji,Bharatiya Janta Party,"8,42,645","3,14,288",37.3 %,"1,11,477",35.5%
204,Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Brij Bhusan Saran Singh,Bharatiya Janta Party,"9,44,304","4,49,774",47.6 %,"1,02,984",22.9%
205,Gopalganj,4,GEN,Bihar [1947 - 1999],Abdul Ghafoor,Janata Dal,"9,48,650","7,10,378",74.9 %,"1,12,650",15.9%
206,Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Awaidya Nath,Bharatiya Janta Party,"9,03,188","4,79,351",53.1 %,"91,359",19.1%
207,Gulbarga,2,GEN,Karnataka,B.G. Jawali,Indian National Congress,"10,42,161","4,26,525",40.9 %,"62,083",14.6%
208,Guna,4,GEN,Madhya Pradesh [1947 - 1999],Vijaya Raje Scindia (W),Bharatiya Janta Party,"10,24,222","3,73,662",36.5 %,"55,052",14.7%
209,Guntur,15,GEN,Andhra Pradesh,Lal Jan Basha S.M.,Telugu Desam,"11,14,537","6,58,179",59.1 %,"14,744",2.2%
210,Gurdaspur,1,GEN,Punjab,Sukhbuns Kaur (W),Indian National Congress,"9,64,014","3,50,884",36.4 %,"67,997",19.4%
211,Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Indian National Congress,"9,98,174","3,72,046",37.3 %,"99,056",26.6%
212,Hajipur,8,SC,Bihar [1947 - 1999],Ram Sunder Das,Janata Dal,"9,80,132","7,49,558",76.5 %,"3,67,752",49.1%
213,Hamirpur,4,SC,Himachal Pradesh,Prem Kumar Dhumal,Bharatiya Janta Party,"7,99,292","4,57,664",57.3 %,"3,738",0.8%
214,Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Vishwanath Sharma,Bharatiya Janta Party,"8,42,960","4,04,855",48.0 %,"4,045",1.0%
215,Hanamkonda,38,GEN,Andhra Pradesh,Kamaluddin Ahmed,Indian National Congress,"9,59,416","3,95,963",41.3 %,"64,463",16.3%
216,Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Ramesh Chandra Tomer,Bharatiya Janta Party,"10,84,021","5,55,473",51.2 %,"24,214",4.4%
217,Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Jai Prakash,Bharatiya Janta Party,"9,02,205","4,47,712",49.6 %,"38,257",8.5%
218,Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Ram Singh,Bharatiya Janta Party,"8,97,723","5,39,033",60.0 %,"7,197",1.3%
219,Hassan,19,GEN,Karnataka,H D Devegowda,Jharkhand Party,"10,57,541","7,08,765",67.0 %,"3,191",0.5%
220,Hathras,75,SC,Uttar Pradesh [1947 - 1999],Lal Bahadur Rawal,Bharatiya Janta Party,"9,09,705","4,69,158",51.6 %,"74,344",15.8%
221,Hazaribagh,48,GEN,Bihar [1947 - 1999],Bhuneshwar Prasad Mehta,Communist Party Of India,"10,19,773","5,10,221",50.0 %,"24,681",4.8%
222,Hindupur,24,GEN,Andhra Pradesh,S. Gangadhara,Indian National Congress,"9,85,759","6,16,123",62.5 %,"99,113",16.1%
223,Hingoli,29,GEN,Maharashtra,Gundewar Vilasrao Nagnathrao,Shiv Sena,"9,42,014","4,59,907",48.8 %,"3,793",0.8%
224,Hissar,9,GEN,Haryana,Narain Singh,Indian National Congress,"9,19,440","6,27,037",68.2 %,"26,194",4.2%
225,Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),"10,02,466","7,96,160",79.4 %,"55,659",7.0%
226,Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Sartaj Singh,Bharatiya Janta Party,"9,37,077","4,40,226",47.0 %,"8,454",1.9%
227,Hoshiarpur,6,GEN,Punjab,Kamal Chaudhary,Indian National Congress,"9,59,076","3,55,284",37.0 %,"25,004",7.0%
228,Howrah,24,GEN,West Bengal,Susanta Chakraborty S/o Sudhir,Communist Party Of India (MARXIST),"11,66,213","8,01,451",68.7 %,"7,380",0.9%
229,Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,Allindia Majlis-E Ithehad-Ul-Mulimeen,"12,96,145","9,99,602",77.1 %,"39,524",4.0%
230,Ichalkaranji,47,GEN,Maharashtra,Mane Balaso Alias Rajaram Shankarrao,Indian National Congress,"9,71,473","5,18,511",53.4 %,"2,57,059",49.6%
231,Idukki,14,GEN,Kerala,Palai K.M. Mathew,Indian National Congress,"9,97,877","7,14,298",71.6 %,"25,206",3.5%
232,Indore,37,GEN,Madhya Pradesh [1947 - 1999],Sumitra Mahajan (W),Bharatiya Janta Party,"11,50,378","5,58,913",48.6 %,"80,594",14.4%
233,Inner Manipur,1,GEN,Manipur,Yamnam Yaima,Manipur Peoples Party,"6,11,503","3,75,908",61.5 %,"21,097",5.6%
234,Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Shrawan Kumar Patel,Indian National Congress,"9,45,456","3,96,364",41.9 %,"6,722",1.7%
235,Jadavpur,18,GEN,West Bengal,Malini Bhattacharya (W),Communist Party Of India (MARXIST),"11,73,319","8,67,072",73.9 %,"50,301",5.8%
236,Jagatsinghpur,7,SC,Orissa,Loknath Choudhury,Communist Party Of India,"10,17,251","6,76,162",66.5 %,"17,025",2.5%
237,Jahanabad,41,GEN,Bihar [1947 - 1999],Ramramasharay Prasad Singh,Communist Party Of India,"10,67,874","8,01,921",75.1 %,"34,991",4.4%
238,Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,"13,46,629","5,59,972",41.6 %,"1,25,927",22.5%
239,Jajpur,4,ST,Orissa,Anadi Charan Das,Janata Dal,"9,61,000","5,70,798",59.4 %,"11,429",2.0%
240,Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Gaya Prasad Kori,Bharatiya Janta Party,"9,38,419","4,82,404",51.4 %,"45,652",9.5%
241,Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Swamy Sureshnand,Bharatiya Janta Party,"8,44,986","3,94,776",46.7 %,"24,292",6.2%
242,Jalgaon,17,GEN,Maharashtra,Gunavant Rambhau Saroda,Bharatiya Janta Party,"9,79,398","4,80,185",49.0 %,"24,265",5.1%
243,Jalna,32,GEN,Maharashtra,Ankushrao Tope,Indian National Congress,"10,13,928","5,46,349",53.9 %,"68,207",12.5%
244,Jalore,22,GEN,Rajasthan,Buta Singh,Indian National Congress,"11,01,306","5,88,954",53.5 %,"1,00,557",17.1%
245,Jalpaiguri,3,SC,West Bengal,Jitendra Nath Das,Communist Party Of India (MARXIST),"9,48,985","7,43,975",78.4 %,"1,14,356",15.4%
246,Jammu,6,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-
247,Jamnagar,3,GEN,Gujarat,Kordiya Chandresh Kumar Valjibhai,Bharatiya Janta Party,"8,25,986","3,95,309",47.9 %,"46,720",11.8%
248,Jamshedpur,50,GEN,Bihar [1947 - 1999],Silendra Mahto,Jharkhand Mukti Morcha,"9,63,786","5,22,780",54.2 %,"56,247",10.8%
249,Jangipur,8,GEN,West Bengal,Abedin Zainal,Communist Party Of India (MARXIST),"9,43,696","7,28,077",77.2 %,"46,639",6.4%
250,Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Bhawani Lal Verma,Indian National Congress,"10,13,419","3,87,020",38.2 %,"29,425",7.6%
251,Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Arjun Singh Yadava,Janata Dal,"9,91,216","4,52,419",45.6 %,"45,780",10.1%
252,Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Dileepsingh Bhuria,Indian National Congress,"8,90,563","4,09,376",46.0 %,"1,34,402",32.8%
253,Jhalawar,15,GEN,Rajasthan,Vasundhara Raje (W),Bharatiya Janta Party,"9,01,391","4,25,333",47.2 %,"91,160",21.4%
254,Jhanjharpur,14,GEN,Bihar [1947 - 1999],Devendra Prasad Yadav,Janata Dal,"9,59,716","6,54,471",68.2 %,"1,30,074",19.9%
255,Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Rajendra Agnihotri,Bharatiya Janta Party,"10,51,181","4,80,883",45.8 %,"82,071",17.1%
256,Jhargram,33,ST,West Bengal,Rupchand Murmu,Communist Party Of India (MARXIST),"8,83,949","6,90,183",78.1 %,"1,52,307",22.1%
257,Jhunjhunu,4,GEN,Rajasthan,Ayub Khan,Indian National Congress,"11,42,564","5,34,979",46.8 %,"20,254",3.8%
258,Jodhpur,24,GEN,Rajasthan,Ashok Gehlot,Indian National Congress,"11,64,067","5,51,639",47.4 %,"49,568",9.0%
259,Jorhat,12,GEN,Assam,Bijoy Krishna Handuqui,Indian National Congress,"8,53,871","5,63,633",66.0 %,"1,10,663",19.6%
260,Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,"9,56,356","7,54,350",78.9 %,"1,32,305",17.5%
261,Jullundur,4,SC,Punjab,Yash,Indian National Congress,"9,63,829","2,98,228",30.9 %,"1,13,813",38.2%
262,Junagadh,6,GEN,Gujarat,Chikhaliya Bhavenaben Devrajbhai (W),Bharatiya Janta Party,"9,24,905","4,44,865",48.1 %,"78,440",17.6%
263,Kaira,19,ST,Gujarat,K.D. Jeswani,Bharatiya Janta Party,"9,37,255","3,55,849",38.0 %,"1,688",0.5%
264,Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Harpal,Janata Dal,"8,81,970","5,16,077",58.5 %,"22,669",4.4%
265,Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Laxmi Narain Mani Tripathi,Bharatiya Janta Party,"8,75,439","4,67,035",53.4 %,"42,553",9.1%
266,Kakinada,7,GEN,Andhra Pradesh,Thota Subbarao,Telugu Desam,"9,81,754","6,03,429",61.5 %,"35,317",5.9%
267,Kalahandi,14,GEN,Orissa,Subash Chandra Nayak,Indian National Congress,"8,44,830","4,47,837",53.0 %,"28,925",6.5%
268,Kaliabor,11,GEN,Assam,Tarun Gogoi,Indian National Congress,"9,08,505","6,80,628",74.9 %,"1,24,719",18.3%
269,Kanakapura,11,GEN,Karnataka,M.V. Chandrashekara Murthy,Indian National Congress,"13,70,470","8,10,336",59.1 %,"33,463",4.1%
270,Kanara,22,SC,Karnataka,Naik G. Devaraya,Indian National Congress,"9,68,519","4,97,775",51.4 %,"29,964",6.0%
271,Kangra,3,GEN,Himachal Pradesh,D.D. Khanoria,Bharatiya Janta Party,"7,66,840","4,28,165",55.8 %,"10,816",2.5%
272,Kanker,19,ST,Madhya Pradesh [1947 - 1999],Arwind Netam,Indian National Congress,"8,61,510","3,18,386",37.0 %,"19,361",6.1%
273,Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Chhote Singh Yadav,Jharkhand Party,"9,45,773","4,89,693",51.8 %,"61,175",12.5%
274,Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Jagatveer Singh Bron,Bharatiya Janta Party,"10,68,327","4,14,232",38.8 %,"1,13,621",27.4%
275,Kapadvanj,16,GEN,Gujarat,Gabhaji Mangaji Thakor,Bharatiya Janta Party,"9,52,884","3,39,774",35.7 %,"28,334",8.3%
276,Karad,45,GEN,Maharashtra,Chavan Prithviraj Dajishaheb,Indian National Congress,"9,64,559","5,06,925",52.6 %,"92,380",18.2%
277,Karimganj,1,SC,Assam,Dwarka Nath Das,Bharatiya Janta Party,"8,01,657","6,19,166",77.2 %,"49,753",8.0%
278,Karimnagar,37,GEN,Andhra Pradesh,Chokka Rao Juvvadi,Indian National Congress,"10,77,437","5,34,428",49.6 %,"1,17,536",22.0%
279,Karnal,3,SC,Haryana,Chiranji Lal Sharma,Indian National Congress,"9,50,987","6,47,701",68.1 %,"55,172",8.5%
280,Karol Bagh,7,GEN,Delhi [1977 Onwards],Kalka Dass,Bharatiya Janta Party,"5,09,932","2,56,338",50.3 %,"2,500",1.0%
281,Karur,26,GEN,Tamil Nadu,Murugesan N.,All India Anna Dravida Munnetra Kazhagam,"10,43,464","7,05,045",67.6 %,"2,69,969",38.3%
282,Kasaragod,1,GEN,Kerala,M. Ramanna Rai,Communist Party Of India (MARXIST),"10,36,913","7,75,421",74.8 %,"9,423",1.2%
283,Katihar,25,GEN,Bihar [1947 - 1999],Md. Yunus Salim,Janata Dal,"8,65,167","5,03,685",58.2 %,"23,622",4.7%
284,Katwa,40,GEN,West Bengal,Saifuddin Chowdhry,Communist Party Of India (MARXIST),"10,10,077","8,19,632",81.2 %,"1,54,724",18.9%
285,Kendrapara,5,ST,Orissa,Rabi Ray,Janata Dal,"9,42,303","5,99,903",63.7 %,"41,430",6.9%
286,Keonjhar,21,ST,Orissa,Govinda Chandra Munda,Janata Dal,"9,12,382","4,33,789",47.5 %,"7,394",1.7%
287,Khagaria,31,GEN,Bihar [1947 - 1999],Ram Sharan Yadav,Janata Dal,"9,56,666","5,71,057",59.7 %,"1,53,221",26.8%
288,Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Uma Bharti (W),Bharatiya Janta Party,"10,82,705","5,16,926",47.7 %,"64,983",12.6%
289,Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Asht Bhuja Prasad Shukla,Bharatiya Janta Party,"9,77,504","4,80,124",49.1 %,"5,091",1.1%
290,Khammam,40,GEN,Andhra Pradesh,Rangayya Nayudu P.V.,Indian National Congress,"10,43,897","7,32,650",70.2 %,"5,918",0.8%
291,Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Mahender Kumar Singh,Indian National Congress,"8,85,618","4,72,516",53.4 %,"16,775",3.6%
292,Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Patidar,Bharatiya Janta Party,"8,80,500","4,57,563",52.0 %,"13,795",3.0%
293,Khed,41,SC,Maharashtra,Navale Vidura Vithoba,Indian National Congress,"9,56,612","4,61,157",48.2 %,"1,90,408",41.3%
294,Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Gendan Lal Kanaujia,Bharatiya Janta Party,"9,48,884","4,55,275",48.0 %,"37,094",8.1%
295,Khunti,52,ST,Bihar [1947 - 1999],Karia Munda,Bharatiya Janta Party,"7,56,843","3,51,120",46.4 %,"43,374",12.4%
296,Khurja,77,SC,Uttar Pradesh [1947 - 1999],Roshan,Janata Dal,"9,65,189","4,70,258",48.7 %,"23,217",4.9%
297,Kishanganj,23,GEN,Bihar [1947 - 1999],Syed Shahabuddin,Janata Dal,"9,63,577","5,34,541",55.5 %,"79,628",14.9%
298,Kodarma,45,GEN,Bihar [1947 - 1999],Mumtaz Ansari,Janata Dal,"9,67,408","4,98,565",51.5 %,"14,122",2.8%
299,Kokrajhar,5,ST,Assam,Satyendra Nath Brohmo Choudhury,Independent,"9,87,369","8,34,868",84.6 %,"2,63,139",31.5%
300,Kolaba,3,GEN,Maharashtra,A.R. Antulay,Indian National Congress,"9,84,558","5,48,256",55.7 %,"39,706",7.2%
301,Kolar,10,GEN,Karnataka,K.H. Muniyappa,Indian National Congress,"9,57,458","6,03,518",63.0 %,"62,377",10.3%
302,Kolhapur,48,GEN,Maharashtra,Gaikwad Udaysingrao Nanasaheb,Indian National Congress,"9,05,091","4,24,742",46.9 %,"1,94,331",45.8%
303,Kopargaon,40,GEN,Maharashtra,Kale Shankarrao Deoram,Indian National Congress,"8,76,195","5,00,267",57.1 %,"1,72,457",34.5%
304,Koppal,4,SC,Karnataka,Anwari Basavaraj Patil,Indian National Congress,"10,55,094","5,70,345",54.1 %,"11,197",2.0%
305,Koraput,12,ST,Orissa,Giridhar Gomango,Indian National Congress,"9,01,583","3,65,754",40.6 %,"1,41,594",38.7%
306,Kota,14,GEN,Rajasthan,Dau Dayal Joshi,Bharatiya Janta Party,"9,89,592","4,32,489",43.7 %,"60,403",14.0%
307,Kottayam,13,GEN,Kerala,Ramesh Chennithala,Indian National Congress,"9,38,252","7,13,707",76.1 %,"62,622",8.8%
308,Krishnagar,11,GEN,West Bengal,Ajoy Mukhopadhyay,Communist Party Of India (MARXIST),"9,28,523","7,64,555",82.3 %,"59,575",7.8%
309,Krishnagiri,14,GEN,Tamil Nadu,Rama Murthy K.,Indian National Congress,"9,54,816","6,11,500",64.0 %,"2,13,114",34.9%
310,Kurnool,26,GEN,Andhra Pradesh,K. Vijaya Bhaskara Reddy,Indian National Congress,"9,73,112","6,06,374",62.3 %,"52,467",8.7%
311,Kurukshetra,2,GEN,Haryana,Tara Singh,Indian National Congress,"9,27,976","6,56,693",70.8 %,"30,025",4.6%
312,Kutch,1,SC,Gujarat,Patel Harilal Nanji,Indian National Congress,"7,34,784","3,55,063",48.3 %,"33,003",9.3%
313,Ladakh,4,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-
314,Lakhimpur,14,GEN,Assam,Bolin Kuli,Indian National Congress,"8,87,318","6,42,536",72.4 %,"61,360",9.5%
315,Lakshadweep,1,ST,Lakshadweep,P.M. Sayeed,Indian National Congress,"31,665","25,449",80.4 %,281,1.1%
316,Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Ram Badan,Janata Dal,"10,48,636","4,77,071",45.5 %,"9,638",2.0%
317,Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,"9,93,685","5,65,679",56.9 %,"58,718",10.4%
318,Lohardaga,53,ST,Bihar [1947 - 1999],Lalit Oraon,Bharatiya Janta Party,"8,28,306","3,83,428",46.3 %,"54,516",14.2%
319,Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Atal Bihari Vajpayee,Bharatiya Janta Party,"11,88,127","3,94,817",33.2 %,"1,17,303",29.7%
320,Ludhiana,9,SC,Punjab,Gurcharan Singh Galib,Indian National Congress,"12,02,152","2,01,686",16.8 %,"53,448",26.5%
321,Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Sheo Saran Verma,Janata Dal,"9,68,876","4,50,070",46.5 %,"32,539",7.2%
322,Machilipatnam,12,GEN,Andhra Pradesh,K.P. Reddaiah,Telugu Desam,"9,08,947","6,19,254",68.1 %,"27,322",4.4%
323,Madhepura,21,GEN,Bihar [1947 - 1999],Sharad Yadav,Janata Dal,"9,93,738","7,04,100",70.9 %,"2,85,377",40.5%
324,Madhubani,13,GEN,Bihar [1947 - 1999],Bhogendra Jha,Communist Party Of India,"9,87,053","6,49,311",65.8 %,"80,091",12.3%
325,Madras Central,2,GEN,Tamil Nadu,Anbarasu Era,Indian National Congress,"10,34,301","5,61,468",54.3 %,"1,03,271",18.4%
326,Madras North,1,SC,Tamil Nadu,D. Pandian,Indian National Congress,"13,58,695","7,49,052",55.1 %,"1,18,518",15.8%
327,Madras South,3,GEN,Tamil Nadu,R. Sridharan,All India Anna Dravida Munnetra Kazhagam,"14,10,540","7,50,230",53.2 %,"1,62,528",21.7%
328,Madurai,24,GEN,Tamil Nadu,Ram Babu A.G.S.,Indian National Congress,"11,37,905","6,46,431",56.8 %,"2,42,160",37.5%
329,Mahabubnagar,29,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress,"10,39,726","6,05,637",58.3 %,"32,162",5.3%
330,Maharajganj,6,GEN,Bihar [1947 - 1999],Girija Devi (W),Janata Dal,"10,32,512","6,53,587",63.3 %,"24,335",3.7%
331,Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Pankaj Choudhari,Bharatiya Janta Party,"8,97,007","5,12,942",57.2 %,"33,727",6.6%
332,Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Pawan Diwan,Indian National Congress,"9,07,199","4,28,714",47.3 %,"21,479",5.0%
333,Mahendragarh,7,GEN,Haryana,Ram Singh,Indian National Congress,"10,63,934","6,47,021",60.8 %,"71,988",11.1%
334,Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Udai Pratap Singh,Jharkhand Party,"8,77,588","4,45,269",50.7 %,"12,165",2.7%
335,Malda,7,GEN,West Bengal,Abdul Barkat Ataul Ghani Khan Choudhary,Indian National Congress,"9,22,467","7,22,873",78.4 %,"1,820",0.3%
336,Malegaon,13,GEN,Maharashtra,Kahandole Zamru Manglu,Indian National Congress,"9,24,991","4,10,886",44.4 %,"84,300",20.5%
337,Mandi,2,GEN,Himachal Pradesh,Sukh Ram,Indian National Congress,"7,71,146","4,72,705",61.3 %,"26,627",5.6%
338,Mandla,24,ST,Madhya Pradesh [1947 - 1999],Mohan Lal,Indian National Congress,"8,18,990","2,69,725",32.9 %,"87,673",32.5%
339,Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Laxminarain Pandey,Bharatiya Janta Party,"10,17,532","6,54,564",64.3 %,"6,983",1.1%
340,Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,"9,03,980","4,35,674",48.2 %,"1,06,016",24.3%
341,Mandya,14,GEN,Karnataka,G. Madegowda,Indian National Congress,"9,70,275","6,23,832",64.3 %,"95,347",15.3%
342,Mangaldoi,8,GEN,Assam,Prbin Deka,Indian National Congress,"9,56,170","7,24,300",75.8 %,"18,013",2.5%
343,Mangalore,17,GEN,Karnataka,V. Dhananjaya Kumar,Bharatiya Janta Party,"9,37,957","5,59,417",59.6 %,"35,005",6.3%
344,Manjeri,5,GEN,Kerala,E. Ahamed,Muslim Leage,"10,53,645","7,42,123",70.4 %,"89,323",12.0%
345,Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Swami Sakshi Ji,Bharatiya Janta Party,"9,53,944","4,74,770",49.8 %,"15,512",3.3%
346,Mathurapur,16,GEN,West Bengal,Radhika Ranjan Pramanick,Communist Party Of India (MARXIST),"9,02,852","7,37,795",81.7 %,"19,746",2.7%
347,Mavelikara,16,SC,Kerala,P.J. Kurian,Indian National Congress,"8,62,770","6,28,846",72.9 %,"25,488",4.1%
348,Mayiladuturai,29,SC,Tamil Nadu,Mani Shankar Aiyar,Indian National Congress,"9,02,685","6,41,566",71.1 %,"1,61,937",25.2%
349,Mayurbhanj,1,GEN,Orissa,Bhagey Gobardhan,Indian National Congress,"8,23,829","3,98,446",48.4 %,"49,495",12.4%
350,Medak,33,GEN,Andhra Pradesh,N. Baga Reddy,Indian National Congress,"10,58,689","6,37,896",60.3 %,"1,40,150",22.0%
351,Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Data Not Available,-,-,-,-,-,-
352,Mehsana,12,GEN,Gujarat,A.K. Patel,Bharatiya Janta Party,"10,13,741","4,70,990",46.5 %,"82,022",17.4%
353,Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,"9,60,598","7,34,499",76.5 %,"1,63,523",22.3%
354,Miryalguda,42,GEN,Andhra Pradesh,Bheemireddy Narsimha Reddy,Communist Party Of India (MARXIST),"10,95,544","7,31,147",66.7 %,"8,263",1.1%
355,Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Birendra,Bharatiya Janta Party,"10,34,077","4,69,771",45.4 %,"20,605",4.4%
356,Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Lal Rahi,Indian National Congress,"8,85,711","4,77,491",53.9 %,"19,399",4.1%
357,Mizoram,1,ST,Mizoram,C. Silvera,Indian National Congress,"4,14,412","2,42,999",58.6 %,"9,593",3.9%
358,Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Chhotey Lal,Bharatiya Janta Party,"8,92,359","4,01,716",45.0 %,"10,212",2.5%
359,Monghyr,32,GEN,Bihar [1947 - 1999],Brahmanand Mandal,Communist Party Of India,"10,25,444","6,87,063",67.0 %,"1,10,984",16.2%
360,Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Gulam Mohammed Khan,Janata Dal,"9,55,294","5,07,415",53.1 %,"13,978",2.8%
361,Morena,1,SC,Madhya Pradesh [1947 - 1999],Barelal Jatav,Indian National Congress,"10,03,757","3,27,645",32.6 %,"16,745",5.1%
362,Mormugao,2,GEN,Goa,Falerio Edurado Martinho,Indian National Congress,"4,09,086","1,64,919",40.3 %,"59,238",35.9%
363,Motihari,3,GEN,Bihar [1947 - 1999],Kamla Mishra Madhukar,Communist Party Of India,"9,39,457","5,82,187",62.0 %,"98,052",16.8%
364,Mukundapuram,10,GEN,Kerala,Savithri Lakshmanan (W),Indian National Congress,"9,74,881","7,57,831",77.7 %,"12,365",1.6%
365,Murshidabad,9,GEN,West Bengal,Masudal Hossain Syed,Communist Party Of India (MARXIST),"9,95,079","8,06,098",81.0 %,"1,12,601",14.0%
366,Muvattupuzha,12,GEN,Kerala,P.C. Thomas,Kerala Congress(M),"9,42,937","7,19,001",76.3 %,"98,103",13.6%
367,Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Naresh Kumar Baliyan,Bharatiya Janta Party,"9,23,784","5,58,168",60.4 %,"95,651",17.1%
368,Muzaffarpur,10,GEN,Bihar [1947 - 1999],George Fernandes,Janata Dal,"9,88,777","6,40,495",64.8 %,"50,047",7.8%
369,Mysore,16,GEN,Karnataka,Chandraprabha Urs (W),Indian National Congress,"10,86,432","5,87,747",54.1 %,"16,882",2.9%
370,Nabadwip,12,GEN,West Bengal,Asim Bala,Communist Party Of India (MARXIST),"10,94,215","9,12,199",83.4 %,"66,577",7.3%
371,Nagaland,1,ST,Nagaland,Imchalemba,Nagaland Peoples Council,"8,14,836","6,28,015",77.1 %,"51,854",8.3%
