#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
188,Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Khurshed Alam Khan,Indian National Congress,"7,74,883","4,58,919",59.2 %,"1,26,611",27.6%
189,Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Hari Krishna Shastri,Indian National Congress,"7,52,578","3,82,858",50.9 %,"92,883",24.3%
190,Ferozepur,13,GEN,Punjab,Gurdial Singh Dhillon,Indian National Congress,"8,44,964","5,77,690",68.4 %,"43,356",7.5%
191,Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Ganga Ram,Indian National Congress,"7,17,338","3,42,816",47.8 %,"63,502",18.5%
192,Gandhinagar,11,GEN,Gujarat,G.I.Patel,Indian National Congress,"9,29,582","5,54,174",59.6 %,"2,754",0.5%
193,Ganganagar,1,SC,Rajasthan,Birbal,Indian National Congress,"8,29,728","4,52,831",54.6 %,"1,65,514",36.6%
194,Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Chandra Mohan Singh,Indian National Congress,"6,62,209","3,49,684",52.8 %,"1,18,881",34.0%
195,Gauhati,7,GEN,Assam,Dinesh Goswami,Independent,"8,74,981","7,20,667",82.4 %,"3,03,506",42.1%
196,Gaya,43,SC,Bihar [1947 - 1999],Ram Swaroop Ram,Indian National Congress,"8,11,699","5,39,430",66.5 %,"84,435",15.7%
197,Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Askaran,Indian National Congress,"7,28,540","3,70,096",50.8 %,"48,870",13.2%
198,Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Zainul Basher,Indian National Congress,"7,98,528","4,68,320",58.7 %,"70,561",15.1%
199,Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Raj Kumar,Indian National Congress,"7,71,606","4,20,536",54.5 %,"64,846",15.4%
200,Giridih,46,GEN,Bihar [1947 - 1999],Sarfraj Ahmed,Indian National Congress,"7,35,849","3,77,359",51.3 %,"1,24,753",33.1%
201,Gobichettipalayam,19,SC,Tamil Nadu,Kholandaivelu P.,All India Anna Dravida Munnetra Kazhagam,"7,33,501","5,48,908",74.8 %,"1,60,627",29.3%
202,Godda,28,GEN,Bihar [1947 - 1999],Saminuddin,Indian National Congress,"7,86,972","4,35,994",55.4 %,"1,20,373",27.6%
203,Godhra,18,GEN,Gujarat,Jaydeepsinhji,Indian National Congress,"6,62,634","3,52,709",53.2 %,"85,847",24.3%
204,Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Anand Singh Alias Annu Bhaiya,Indian National Congress,"7,59,335","3,93,981",51.9 %,"1,65,976",42.1%
205,Gopalganj,4,GEN,Bihar [1947 - 1999],Kali Prasad Pandey,Independent,"7,85,919","4,93,043",62.7 %,"1,77,092",35.9%
206,Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Madan Pandey,Indian National Congress,"7,00,548","3,81,518",54.5 %,"96,600",25.3%
207,Gulbarga,2,GEN,Karnataka,Veerenira Patil,Indian National Congress,"7,68,520","4,15,495",54.1 %,"95,490",23.0%
208,Guna,4,GEN,Madhya Pradesh [1947 - 1999],Mahendra Singh,Indian National Congress,"7,84,995","3,77,498",48.1 %,"1,40,480",37.2%
209,Guntur,15,GEN,Andhra Pradesh,N.G.Ranga,Indian National Congress,"8,96,875","6,04,181",67.4 %,"11,894",2.0%
210,Gurdaspur,1,GEN,Punjab,Sukhbuns Kaur,Indian National Congress,"7,54,117","5,14,025",68.2 %,"37,677",7.3%
211,Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Indian National Congress,"7,04,433","4,71,068",66.9 %,"1,75,594",37.3%
212,Hajipur,8,SC,Bihar [1947 - 1999],Ram Ratan Ram,Indian National Congress,"8,34,167","5,93,853",71.2 %,"51,216",8.6%
213,Hamirpur,4,SC,Himachal Pradesh,Narain Chand,Indian National Congress,"5,90,980","3,91,974",66.3 %,"1,24,933",31.9%
214,Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Swami Prasad Singh,Indian National Congress,"6,72,800","3,89,980",58.0 %,"63,311",16.2%
215,Hanamkonda,38,GEN,Andhra Pradesh,Chandupatla Janga Reddy,Bharatiya Janta Party,"7,64,721","5,17,559",67.7 %,"54,198",10.5%
216,Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Kedar Nath,Indian National Congress,"7,68,575","4,63,376",60.3 %,"1,50,676",32.5%
217,Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Kindar Lal,Indian National Congress,"7,22,243","3,71,601",51.5 %,"60,403",16.3%
218,Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Sunder Lal,Indian National Congress,"6,92,463","4,48,654",64.8 %,"1,35,188",30.1%
219,Hassan,19,GEN,Karnataka,H. N. Nanjegowda,Indian National Congress,"7,74,758","5,46,793",70.6 %,"31,969",5.8%
220,Hathras,75,SC,Uttar Pradesh [1947 - 1999],Puran Chand,Indian National Congress,"7,44,969","3,77,037",50.6 %,"44,638",11.8%
221,Hazaribagh,48,GEN,Bihar [1947 - 1999],Damodar Pandey,Indian National Congress,"7,94,720","3,80,727",47.9 %,"60,381",15.9%
222,Hindupur,24,GEN,Andhra Pradesh,K. Ramachandra Reddy,Telugu Desam,"7,90,363","5,67,118",71.8 %,"1,55,337",27.4%
223,Hingoli,29,GEN,Maharashtra,Rathode Uttamraoji Baliramji,Indian National Congress,"7,27,842","4,18,207",57.5 %,"1,35,091",32.3%
224,Hissar,9,GEN,Haryana,Birinder Singh,Indian National Congress,"7,37,467","4,91,750",66.7 %,"51,206",10.4%
225,Hooghly,27,GEN,West Bengal,Indumati Bhattacharyya,Indian National Congress,"7,74,719","6,46,867",83.5 %,"10,967",1.7%
226,Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Nikhra,Indian National Congress,"6,98,049","4,39,098",62.9 %,"70,579",16.1%
227,Hoshiarpur,6,GEN,Punjab,Kamal Chudhary,Indian National Congress,"7,80,463","5,18,663",66.5 %,"76,703",14.8%
228,Howrah,24,GEN,West Bengal,Priya Ranjan Das  Munshi,Indian National Congress,"8,99,038","6,89,599",76.7 %,"94,042",13.6%
229,Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaise,Independent,"7,77,353","5,96,666",76.8 %,"3,481",0.6%
230,Ichalkaranji,47,GEN,Maharashtra,Mane Balaso Alias Rajaram Shankarrao,Indian National Congress,"7,55,413","5,29,006",70.0 %,"44,138",8.3%
231,Idukki,14,GEN,Kerala,P. J. Kurian,Indian National Congress,"7,17,790","5,41,206",75.4 %,"1,30,624",24.1%
232,Indore,37,GEN,Madhya Pradesh [1947 - 1999],Prakash Chand Sethi,Indian National Congress,"7,90,468","4,88,546",61.8 %,"90,826",18.6%
233,Inner Manipur,1,GEN,Manipur,N.Tombi Singh,Indian National Congress,"5,14,101","4,41,797",85.9 %,"14,729",3.3%
234,Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Ajay Narayan Mushran,Indian National Congress,"7,20,103","4,29,802",59.7 %,"1,22,323",28.5%
235,Jadavpur,18,GEN,West Bengal,Mamata Banerjee,Indian National Congress,"8,71,732","6,66,155",76.4 %,"19,660",3.0%
236,Jagatsinghpur,7,SC,Orissa,Lakshman Mallick,Indian National Congress,"7,78,255","5,56,239",71.5 %,958,0.2%
237,Jahanabad,41,GEN,Bihar [1947 - 1999],Ramasharay Pd. Singh,Communist Party Of India,"9,39,919","7,55,148",80.3 %,"30,976",4.1%
238,Jaipur,6,GEN,Rajasthan,Nawal Kishore Sharma,Indian National Congress,"8,71,295","5,11,855",58.8 %,"83,857",16.4%
239,Jajpur,4,ST,Orissa,Anadi Charan Das,Indian National Congress,"7,21,932","4,74,541",65.7 %,"59,505",12.5%
240,Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Lachhi Ram,Indian National Congress,"7,32,228","3,81,519",52.1 %,"53,237",14.0%
241,Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Kailash Chandra Yadav,Indian National Congress,"6,87,471","3,91,562",57.0 %,"9,738",2.5%
242,Jalgaon,17,GEN,Maharashtra,Mahajan Yadav Shivram,Indian National Congress,"7,59,154","4,66,488",61.5 %,"54,465",11.7%
243,Jalna,32,GEN,Maharashtra,Balasaheb Ramrao Pawar,Indian National Congress,"7,81,442","4,12,640",52.8 %,"66,567",16.1%
244,Jalore,22,GEN,Rajasthan,Buta Singh,Indian National Congress,"8,35,714","4,40,491",52.7 %,"1,63,464",37.1%
245,Jalpaiguri,3,SC,West Bengal,Manik Sanyal,Communist Party Of India (MARXIST),"7,47,874","5,80,864",77.7 %,"33,172",5.7%
246,Jammu,6,GEN,Jammu & Kashmir,Janak Raj Gupta,Indian National Congress,"8,11,828","5,76,390",71.0 %,"1,20,192",20.9%
247,Jamnagar,3,GEN,Gujarat,Jadeja Daulatsinh Partap Sinh,Indian National Congress,"6,39,311","3,53,591",55.3 %,"23,090",6.5%
248,Jamshedpur,50,GEN,Bihar [1947 - 1999],Gopeshwar,Indian National Congress,"7,52,702","4,43,298",58.9 %,"66,202",14.9%
249,Jangipur,8,GEN,West Bengal,Abedin Zainal,Communist Party Of India (MARXIST),"7,74,538","5,98,478",77.3 %,"14,738",2.5%
250,Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Prabhat Kumar Mishra,Indian National Congress,"7,22,845","3,78,143",52.3 %,"1,52,180",40.2%
251,Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Kamala Prasad Singh,Indian National Congress,"7,60,090","4,40,252",57.9 %,"81,523",18.5%
252,Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Dileep Singh Bhurio,Indian National Congress,"6,68,183","3,52,673",52.8 %,"1,34,532",38.1%
253,Jhalawar,15,GEN,Rajasthan,Jujharsingh,Indian National Congress,"7,00,480","4,02,166",57.4 %,"69,313",17.2%
254,Jhanjharpur,14,GEN,Bihar [1947 - 1999],Gauri Shankar Rajhans,Indian National Congress,"7,82,753","5,89,464",75.3 %,"2,05,392",34.8%
255,Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Sujan Singh Bundela,Indian National Congress,"7,73,224","4,73,784",61.3 %,"1,15,923",24.5%
256,Jhargram,33,ST,West Bengal,Motilal Hansda,Communist Party Of India (MARXIST),"7,46,406","5,88,420",78.8 %,"75,242",12.8%
257,Jhunjhunu,4,GEN,Rajasthan,Mohd. Ayub Khan,Indian National Congress,"8,87,702","5,63,921",63.5 %,"57,306",10.2%
258,Jodhpur,24,GEN,Rajasthan,Ashok Gehlot,Indian National Congress,"8,55,909","4,70,880",55.0 %,"1,53,348",32.6%
259,Jorhat,12,GEN,Assam,Parag Chaliha,Independent,"7,26,711","5,25,440",72.3 %,"98,753",18.8%
260,Joynagar,15,GEN,West Bengal,Sant Kumar Mandal,Revolutionary Socialist Party,"7,62,924","6,11,190",80.1 %,"20,449",3.3%
261,Jullundur,4,SC,Punjab,Rajinder Singh Sparrow,Indian National Congress,"7,57,112","5,06,310",66.9 %,"69,643",13.8%
262,Junagadh,6,GEN,Gujarat,Patel Mohanbhai Laljibhai,Indian National Congress,"6,93,720","3,68,407",53.1 %,"31,943",8.7%
263,Kaira,19,ST,Gujarat,Ajitsinh Fulsinhji Dyabhai,Indian National Congress,"7,41,211","4,55,322",61.4 %,"1,47,433",32.4%
264,Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Akhtar Hasan,Indian National Congress,"7,02,980","4,54,995",64.7 %,"98,549",21.7%
265,Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Rana Vir Singh,Indian National Congress,"7,24,076","3,46,696",47.9 %,"1,16,830",33.7%
266,Kakinada,7,GEN,Andhra Pradesh,Thota Gopala Krishna,Telugu Desam,"8,04,480","5,80,660",72.2 %,"1,29,714",22.3%
267,Kalahandi,14,GEN,Orissa,Jagannath Patnaik,Indian National Congress,"6,31,264","3,37,995",53.5 %,"24,074",7.1%
268,Kaliabor,11,GEN,Assam,Bhadreswar Tanti,Independent,"7,93,121","6,05,728",76.4 %,"89,000",14.7%
269,Kanakapura,11,GEN,Karnataka,M. V. Chandrashekara Murthy,Indian National Congress,"9,03,602","6,52,044",72.2 %,"7,026",1.1%
270,Kanara,22,SC,Karnataka,G. Devaray Naik,Indian National Congress,"7,32,187","4,86,027",66.4 %,"49,198",10.1%
271,Kangra,3,GEN,Himachal Pradesh,Chandresh Kumari,Indian National Congress,"5,68,075","3,81,100",67.1 %,"1,17,433",30.8%
272,Kanker,19,ST,Madhya Pradesh [1947 - 1999],Arvind Netam,Indian National Congress,"6,56,383","3,51,127",53.5 %,"1,36,187",38.8%
273,Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Sheila Dixit,Indian National Congress,"7,46,090","4,88,138",65.4 %,"61,815",12.7%
274,Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Naresh Chandra Chaturvedi,Indian National Congress,"6,72,538","3,81,572",56.7 %,"1,37,369",36.0%
275,Kapadvanj,16,GEN,Gujarat,Solanki Nataversingh Kesarisinghji,Indian National Congress,"7,44,151","4,59,130",61.7 %,"32,324",7.0%
276,Karad,45,GEN,Maharashtra,Chavan Premalabai Dajisaheb,Indian National Congress,"7,58,980","4,27,947",56.4 %,"2,85,268",66.7%
277,Karimganj,1,SC,Assam,Sudarsan Das,Indian Congress (SOCIALIST),"6,77,521","5,13,271",75.8 %,"74,421",14.5%
278,Karimnagar,37,GEN,Andhra Pradesh,Juvvadi Chokkarao,Indian National Congress,"8,36,463","4,96,088",59.3 %,"78,607",15.8%
279,Karnal,3,SC,Haryana,Chiranji Lal,Indian National Congress,"7,46,675","5,16,886",69.2 %,"98,952",19.1%
280,Karol Bagh,7,GEN,Delhi [1977 Onwards],Sunderwati Nawal Prabhakar,Indian National Congress,"3,31,628","2,22,467",67.1 %,"86,572",38.9%
281,Karur,26,GEN,Tamil Nadu,Murugaiah A. R.,Indian National Congress,"8,17,972","6,31,922",77.3 %,"2,35,563",37.3%
282,Kasaragod,1,GEN,Kerala,I. Rama Rai,Indian National Congress,"7,45,222","5,82,565",78.2 %,"11,369",2.0%
283,Katihar,25,GEN,Bihar [1947 - 1999],Tariq Anwar,Indian National Congress,"6,72,232","4,70,487",70.0 %,"45,943",9.8%
284,Katwa,40,GEN,West Bengal,Saifuddin Chowdhury,Communist Party Of India (MARXIST),"8,00,536","6,62,481",82.8 %,"43,450",6.6%
285,Kendrapara,5,ST,Orissa,Bijayananda Pattnaik,Janta Party,"7,33,910","5,16,539",70.4 %,"16,776",3.2%
286,Keonjhar,21,ST,Orissa,Harinder Soren,Indian National Congress,"6,78,101","3,26,005",48.1 %,"84,624",26.0%
287,Khagaria,31,GEN,Bihar [1947 - 1999],Chandra Shekhar Prasad Verma,Indian National Congress,"7,65,769","4,90,839",64.1 %,"1,41,526",28.8%
288,Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Chaturvedi Vidyawati,Indian National Congress,"8,27,715","4,88,816",59.1 %,"50,826",10.4%
289,Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Chandra Shekhar,Indian National Congress,"7,82,374","4,66,173",59.6 %,"1,36,364",29.3%
290,Khammam,40,GEN,Andhra Pradesh,Jalagam Vengala Rao,Indian National Congress,"7,92,890","5,96,809",75.3 %,"91,499",15.3%
291,Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Kalicharan Ramratan,Indian National Congress,"6,77,218","4,39,239",64.9 %,"87,470",19.9%
292,Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Subhash Yadav,Indian National Congress,"6,63,149","4,46,135",67.3 %,"67,202",15.1%
293,Khed,41,SC,Maharashtra,Ramkrishna More,Indian National Congress,"6,93,984","4,54,500",65.5 %,"18,024",4.0%
294,Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Usha Kumari,Indian National Congress,"7,69,692","3,97,123",51.6 %,"2,36,515",59.6%
295,Khunti,52,ST,Bihar [1947 - 1999],Simon Tigga,Indian National Congress,"6,25,719","2,47,762",39.6 %,"33,010",13.3%
296,Khurja,77,SC,Uttar Pradesh [1947 - 1999],Veer Sen,Indian National Congress,"7,14,153","3,68,078",51.5 %,"1,18,025",32.1%
297,Kishanganj,23,GEN,Bihar [1947 - 1999],Jamilur Rahman,Indian National Congress,"7,98,096","4,44,904",55.8 %,"1,16,130",26.1%
298,Kodarma,45,GEN,Bihar [1947 - 1999],Tilak Dhari Singh,Indian National Congress,"7,66,871","3,66,462",47.8 %,"1,11,383",30.4%
299,Kokrajhar,5,ST,Assam,Samar Brahma Choudhury,Plains Tribals Council Of Assam,"7,33,958","6,44,220",87.8 %,"13,764",2.1%
300,Kolaba,3,GEN,Maharashtra,D. B. Patil,Peasants & Workers Party,"7,06,929","4,74,636",67.1 %,"37,924",8.0%
301,Kolar,10,GEN,Karnataka,V. Venkatesh,Janta Party,"7,14,137","4,71,506",66.0 %,"44,765",9.5%
302,Kolhapur,48,GEN,Maharashtra,Gaikwad Udaysingrao Nanasaheb,Indian National Congress,"7,37,957","4,33,988",58.8 %,"1,49,474",34.4%
303,Kopargaon,40,GEN,Maharashtra,Vikhe Eknathrao Alias Balesaheb Vithalrao,Indian National Congress,"6,69,507","3,92,325",58.6 %,"71,485",18.2%
304,Koppal,4,SC,Karnataka,H. G. Ramulu,Indian National Congress,"7,77,786","4,82,718",62.1 %,"57,951",12.0%
305,Koraput,12,ST,Orissa,Gridhar Gomango,Indian National Congress,"6,79,722","2,36,565",34.8 %,"99,822",42.2%
306,Kota,14,GEN,Rajasthan,Shanti Kumar Dhariwal,Indian National Congress,"7,21,248","4,46,795",62.0 %,"54,847",12.3%
307,Kottayam,13,GEN,Kerala,Suresh Kurup,Communist Party Of India (MARXIST),"6,95,101","5,59,836",80.5 %,"5,853",1.0%
308,Krishnagar,11,GEN,West Bengal,Renu Pada Das,Communist Party Of India (MARXIST),"7,30,764","6,11,946",83.7 %,"4,787",0.8%
309,Krishnagiri,14,GEN,Tamil Nadu,K. Ramamurthi,Indian National Congress,"7,24,417","5,03,872",69.6 %,"1,66,366",33.0%
310,Kurnool,26,GEN,Andhra Pradesh,Erasu Ayyapu Reddy,Telugu Desam,"7,57,612","5,21,508",68.8 %,"7,290",1.4%
311,Kurukshetra,2,GEN,Haryana,Harpal Singh,Indian National Congress,"7,27,716","5,16,555",71.0 %,"1,43,276",27.7%
312,Kutch,1,SC,Gujarat,Ushaben Raghavji Thakkar,Indian National Congress,"5,57,750","3,07,528",55.1 %,"30,085",9.8%
313,Ladakh,4,GEN,Jammu & Kashmir,Phuntsog Namgyal,Indian National Congress,"89,717","61,264",68.3 %,"7,977",13.0%
314,Lakhimpur,14,GEN,Assam,Gakul Saikia,Independent,"7,27,183","5,31,880",73.1 %,"1,69,934",31.9%
315,Lakshadweep,1,ST,Lakshadweep,Mohammad Sayeed Padannatha,Indian National Congress,"21,964","19,105",87.0 %,"1,699",8.9%
316,Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Ramdhan,Indian National Congress,"8,26,179","4,24,085",51.3 %,"1,04,268",24.6%
317,Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,"7,54,786","5,45,382",72.3 %,"85,537",15.7%
318,Lohardaga,53,ST,Bihar [1947 - 1999],Sumati Oraon,Indian National Congress,"6,78,981","2,73,347",40.3 %,"1,02,067",37.3%
319,Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Sheila Kaul,Indian National Congress,"7,54,460","3,08,793",40.9 %,"1,22,120",39.5%
320,Ludhiana,9,SC,Punjab,Mewa Singh,Shiromani Akali Dal,"9,16,363","5,87,157",64.1 %,140,0.0%
321,Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Sripati,Indian National Congress,"7,70,722","4,10,829",53.3 %,"67,862",16.5%
322,Machilipatnam,12,GEN,Andhra Pradesh,Sambasivarao Kuvuru,Indian National Congress,"7,41,415","5,54,220",74.8 %,"9,093",1.6%
323,Madhepura,21,GEN,Bihar [1947 - 1999],Mahabir Prasad Yadav,Indian National Congress,"8,36,565","5,57,547",66.7 %,"75,297",13.5%
324,Madhubani,13,GEN,Bihar [1947 - 1999],Abdul Hannan An,Indian National Congress,"8,46,577","5,76,056",68.1 %,"1,48,820",25.8%
325,Madras Central,2,GEN,Tamil Nadu,Kalanidhi A.,Dravida Munetra Kazhagam,"8,62,989","5,53,558",64.1 %,"96,744",17.5%
326,Madras North,1,SC,Tamil Nadu,N.V.N.Somu,Dravida Munetra Kazhagam,"9,91,099","5,08,744",51.3 %,"36,450",7.2%
327,Madras South,3,GEN,Tamil Nadu,Vyjayanthimala,Indian National Congress,"10,18,795","6,70,757",65.8 %,"48,017",7.2%
328,Madurai,24,GEN,Tamil Nadu,Subburaman A.G.,Indian National Congress,"8,56,315","6,07,638",71.0 %,"1,73,011",28.5%
329,Mahabubnagar,29,GEN,Andhra Pradesh,Sudini Jaipal Reddy,Janta Party,"8,45,699","5,44,525",64.4 %,"80,103",14.7%
330,Maharajganj,6,GEN,Bihar [1947 - 1999],Krishnapratap Singh,Indian National Congress,"8,18,305","4,09,900",50.1 %,"1,33,904",32.7%
331,Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Jitendra Singh,Indian National Congress,"7,15,620","4,56,876",63.8 %,"1,24,474",27.2%
332,Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Vidyacharan Shukla,Indian National Congress,"6,81,455","4,28,954",63.0 %,"1,39,140",32.4%
333,Mahendragarh,7,GEN,Haryana,Birender Singh,Indian National Congress,"8,55,878","6,06,971",70.9 %,"2,30,214",37.9%
334,Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Balram Singh Yadav,Indian National Congress,"7,08,050","4,35,670",61.5 %,"55,008",12.6%
335,Malda,7,GEN,West Bengal,Abu Barkat Ataul Ghani Khan Choudhury,Indian National Congress,"7,16,971","5,97,612",83.4 %,"46,626",7.8%
336,Malegaon,13,GEN,Maharashtra,Bhoye Sitaram Sayaji,Indian National Congress,"7,05,668","3,94,658",55.9 %,"38,275",9.7%
337,Mandi,2,GEN,Himachal Pradesh,Sukh Ram,Indian National Congress,"5,89,790","3,39,184",57.5 %,"1,31,651",38.8%
338,Mandla,24,ST,Madhya Pradesh [1947 - 1999],Mohan Lal,Indian National Congress,"6,09,529","3,01,987",49.5 %,"1,28,308",42.5%
339,Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Balkavi Bairagi (Nandramdas Dwarkadas),Indian National Congress,"7,67,994","5,50,510",71.7 %,"59,763",10.9%
340,Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,"7,04,976","4,08,989",58.0 %,"1,05,523",25.8%
341,Mandya,14,GEN,Karnataka,K. V. Shankaragowda,Janta Party,"7,22,855","5,57,529",77.1 %,"1,20,396",21.6%
342,Mangaldoi,8,GEN,Assam,Saifuddin Akmed,Independent,"7,87,076","6,50,379",82.6 %,"1,45,793",22.4%
343,Mangalore,17,GEN,Karnataka,Janardhana Poojary,Indian National Congress,"6,70,001","4,89,684",73.1 %,"1,19,399",24.4%
344,Manjeri,5,GEN,Kerala,Ebrahim Sulaman Sait,Muslim Leage,"7,36,698","5,70,262",77.4 %,"71,175",12.5%
345,Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Manvendra Singh,Indian National Congress,"7,27,822","4,54,005",62.4 %,"1,03,400",22.8%
346,Mathurapur,16,GEN,West Bengal,Manoranjan Halder,Indian National Congress,"7,34,234","5,99,672",81.7 %,"2,299",0.4%
347,Mavelikara,16,SC,Kerala,Thampan Thomas,Janta Party,"6,73,469","5,03,109",74.7 %,"1,287",0.3%
348,Mayiladuturai,29,SC,Tamil Nadu,Pakeer Mohamed E.S.M.,Indian National Congress,"7,21,157","5,78,288",80.2 %,"1,19,643",20.7%
349,Mayurbhanj,1,GEN,Orissa,Sidhalal Murmu,Indian National Congress,"6,30,339","3,11,068",49.4 %,"69,238",22.3%
350,Medak,33,GEN,Andhra Pradesh,P.Manik Reddy,Telugu Desam,"8,29,933","5,61,154",67.6 %,"1,816",0.3%
351,Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Mohsina Kidwai,Indian National Congress,"7,44,181","4,81,462",64.7 %,"96,518",20.0%
352,Mehsana,12,GEN,Gujarat,A.K.Patel,Bharatiya Janta Party,"7,61,766","5,54,675",72.8 %,"43,896",7.9%
353,Midnapore,32,GEN,West Bengal,Narayan Choubey,Communist Party Of India,"7,61,479","6,09,529",80.1 %,"56,997",9.4%
354,Miryalguda,42,GEN,Andhra Pradesh,Bhimreddy Narsimha Reddy,Communist Party Of India (MARXIST),"8,46,549","6,15,229",72.7 %,"41,755",6.8%
355,Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Uma Kant Mishra,Indian National Congress,"7,81,816","4,14,180",53.0 %,"31,368",7.6%
356,Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Sankata Prasad,Indian National Congress,"7,22,288","3,73,275",51.7 %,"1,45,279",38.9%
357,Mizoram,1,ST,Mizoram,Lal Dohama,Indian National Congress,"2,55,676",RU,NA,RU,NA
358,Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Jagannath Pd.,Indian National Congress,"6,98,491","3,49,917",50.1 %,"1,33,049",38.0%
359,Monghyr,32,GEN,Bihar [1947 - 1999],Devendra Pd. Yadav,Indian National Congress,"8,62,284","5,50,090",63.8 %,"1,63,343",29.7%
360,Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Hafiz Mohd. Siddique,Indian National Congress,"6,70,189","4,05,931",60.6 %,"7,113",1.8%
361,Morena,1,SC,Madhya Pradesh [1947 - 1999],Kammodilal Jatav,Indian National Congress,"7,40,577","3,35,973",45.4 %,"21,568",6.4%
362,Mormugao,2,GEN,"Goa, Daman And Diu",Eduardo Faleiro,Indian National Congress,"2,95,555","2,08,454",70.5 %,"58,809",28.2%
363,Motihari,3,GEN,Bihar [1947 - 1999],Prabhawati Gupta,Indian National Congress,"7,89,198","4,34,105",55.0 %,"1,44,295",33.2%
364,Mukundapuram,10,GEN,Kerala,K. Mohandas,Kerala Congress (J),"7,03,029","5,69,192",81.0 %,"44,385",7.8%
365,Murshidabad,9,GEN,West Bengal,Syed Musudal Hossain,Communist Party Of India (MARXIST),"8,06,154","6,84,106",84.9 %,"6,262",0.9%
366,Muvattupuzha,12,GEN,Kerala,George Joseph Mundakkal (Baby),Kerala Congress (J),"6,90,388","5,27,328",76.4 %,"1,08,200",20.5%
367,Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Dharam Vir Singh,Indian National Congress,"7,13,140","4,85,254",68.0 %,"1,08,021",22.3%
368,Muzaffarpur,10,GEN,Bihar [1947 - 1999],Laliteshwar Prasad Shahi,Indian National Congress,"8,05,213","5,56,443",69.1 %,"1,48,974",26.8%
369,Mysore,16,GEN,Karnataka,Srikantadatta Narasimharaja Wadiyar,Indian National Congress,"7,51,631","4,64,072",61.7 %,"64,610",13.9%
370,Nabadwip,12,GEN,West Bengal,Bibha Ghosh (Goswami),Communist Party Of India (MARXIST),"8,56,500","6,95,774",81.2 %,"6,652",1.0%
371,Nagaland,1,ST,Nagaland,Chingwang,Indian National Congress,"5,94,062","3,94,820",66.5 %,"1,37,182",34.7%
372,Nagapattinam,30,GEN,Tamil Nadu,"Mahalingam, M.",All India Anna Dravida Munnetra Kazhagam,"7,55,903","6,21,914",82.3 %,"2,289",0.4%
373,Nagarkurnool,28,SC,Andhra Pradesh,V. Tulsiram,Telugu Desam,"8,08,999","5,39,610",66.7 %,"89,137",16.5%
374,Nagaur,25,GEN,Rajasthan,Ram Niwas,Indian National Congress,"8,39,812","5,53,667",65.9 %,"48,535",8.8%
