#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
189,Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Vishwanath Pratap,Janata Dal,"9,18,378","4,56,882",49.8 %,"1,21,556",26.6%
190,Ferozepur,13,GEN,Punjab,Dhian Singh,Independent,"10,37,784","6,73,128",64.9 %,"32,850",4.9%
191,Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Ramji Lal Suman,Janata Dal,"9,18,575","4,47,164",48.7 %,"1,72,826",38.6%
192,Gandhinagar,11,GEN,Gujarat,Veghela Shankarji Laxmanji,Bharatiya Janta Party,"13,18,428","7,63,015",57.9 %,"2,68,492",35.2%
193,Ganganagar,1,SC,Rajasthan,Bega Ram,Janata Dal,"10,86,118","5,76,580",53.1 %,"63,533",11.0%
194,Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Chandra Mohan,Janata Dal,"8,49,189","4,18,316",49.3 %,"1,007",0.2%
195,Gauhati,7,GEN,Assam,Data Not Available,-,-,-,-,-,-
196,Gaya,43,SC,Bihar [1947 - 1999],Inswar Chaudhary,Janata Dal,"9,65,265","6,76,699",70.1 %,"2,52,923",37.4%
197,Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Keshari Lal,Janata Dal,"9,08,277","4,87,047",53.6 %,"1,55,982",32.0%
198,Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Jagdish,Independent,"10,14,670","5,43,161",53.5 %,"1,08,142",19.9%
199,Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Kalp Nath,Indian National Congress,"9,97,052","5,06,311",50.8 %,"67,290",13.3%
200,Giridih,46,GEN,Bihar [1947 - 1999],Ram Das Singh,Bharatiya Janta Party,"9,38,564","4,96,118",52.9 %,"8,182",1.6%
201,Gobichettipalayam,19,SC,Tamil Nadu,"Narayanan, P.G.",All India Anna Dravida Munnetra Kazhagam,"9,12,953","6,30,971",69.1 %,"2,25,957",35.8%
202,Godda,28,GEN,Bihar [1947 - 1999],Janardhan Yadav,Bharatiya Janta Party,"9,60,243","5,80,292",60.4 %,"1,81,433",31.3%
203,Godhra,18,GEN,Gujarat,Patel Shantila Purushottamdas,Janata Dal,"8,31,918","4,22,431",50.8 %,"60,373",14.3%
204,Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Anand Singh Alias Annu Bhaiya,Indian National Congress,"9,41,053","4,85,985",51.6 %,"1,64,150",33.8%
205,Gopalganj,4,GEN,Bihar [1947 - 1999],Rajmangal Mishra,Janata Dal,"9,44,046","6,88,818",73.0 %,"1,93,921",28.2%
206,Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Avedya Nath,Akhil Bharatiya Hindu Mahasabha,"8,72,461","4,77,838",54.8 %,"45,837",9.6%
207,Gulbarga,2,GEN,Karnataka,B.G.Jawali,Indian National Congress,"10,35,569","6,37,640",61.6 %,"1,08,838",17.1%
208,Guna,4,GEN,Madhya Pradesh [1947 - 1999],Vijaya Raje Scindia,Bharatiya Janta Party,"10,06,096","5,68,851",56.5 %,"1,46,290",25.7%
209,Guntur,15,GEN,Andhra Pradesh,N.G.Ranga,Indian National Congress,"11,14,045","7,65,766",68.7 %,"65,013",8.5%
210,Gurdaspur,1,GEN,Punjab,Sukhbans Kaur,Indian National Congress,"9,48,524","5,57,362",58.8 %,"77,215",13.9%
211,Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhava Rao Scindiya Jeewaji Rao,Indian National Congress,"9,53,238","4,93,898",51.8 %,"1,49,425",30.3%
212,Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Janata Dal,"9,77,499","7,36,399",75.3 %,"5,04,448",68.5%
213,Hamirpur,4,SC,Himachal Pradesh,Thakur Prem Kumar Dhumal,Bharatiya Janta Party,"7,70,754","4,97,814",64.6 %,"31,575",6.3%
214,Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Ganga Charan,Janata Dal,"8,36,789","4,32,526",51.7 %,"68,600",15.9%
215,Hanamkonda,38,GEN,Andhra Pradesh,Kamaluddin Ahmed,Indian National Congress,"9,59,004","6,46,420",67.4 %,"63,343",9.8%
216,Hapur,79,GEN,Uttar Pradesh [1947 - 1999],K.C.Tyagi  (Kishan Chand),Janata Dal,"10,77,433","5,39,599",50.1 %,"33,254",6.2%
217,Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Parmai Lal,Janata Dal,"8,93,767","4,84,185",54.2 %,"24,465",5.1%
218,Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Jagpal Singh,Indian National Congress,"8,91,098","5,05,620",56.7 %,"2,463",0.5%
219,Hassan,19,GEN,Karnataka,H.C.Srikantaiah,Indian National Congress,"10,49,009","7,73,964",73.8 %,"1,89,155",24.4%
220,Hathras,75,SC,Uttar Pradesh [1947 - 1999],Bangali Singh,Janata Dal,"8,96,362","4,60,444",51.4 %,"95,852",20.8%
221,Hazaribagh,48,GEN,Bihar [1947 - 1999],Yadunath Pandey,Bharatiya Janta Party,"10,10,692","5,44,547",53.9 %,"43,419",8.0%
222,Hindupur,24,GEN,Andhra Pradesh,S.Gangadhara,Indian National Congress,"9,84,977","6,81,480",69.2 %,"2,168",0.3%
223,Hingoli,29,GEN,Maharashtra,Uttam Rathod,Indian National Congress,"9,30,557","5,20,475",55.9 %,"71,170",13.7%
224,Hissar,9,GEN,Haryana,Jai Parkash,Janata Dal,"9,12,985","5,83,150",63.9 %,"44,679",7.7%
225,Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),"9,61,954","8,03,156",83.5 %,"69,547",8.7%
226,Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Sartaj Singh,Bharatiya Janta Party,"9,16,182","5,44,154",59.4 %,"68,229",12.5%
227,Hoshiarpur,6,GEN,Punjab,Kamal Chaudhary,Indian National Congress,"9,46,368","5,61,184",59.3 %,"68,109",12.1%
228,Howrah,24,GEN,West Bengal,Sushanta Chakarborty,Communist Party Of India (MARXIST),"11,27,539","8,29,059",73.5 %,"1,432",0.2%
229,Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,Allindia Majlis-E Ithehad-Ul-Mulimeen,"12,78,250","9,11,396",71.3 %,"1,33,078",14.6%
230,Ichalkaranji,47,GEN,Maharashtra,Mane Balasaheb Alais Rajaram Shankarrao,Indian National Congress,"9,38,150","6,57,923",70.1 %,"73,090",11.1%
231,Idukki,14,GEN,Kerala,Palai K. M. Mathew,Indian National Congress,"9,72,940","7,46,958",76.8 %,"91,479",12.2%
232,Indore,37,GEN,Madhya Pradesh [1947 - 1999],Sumitra Mahajan,Bharatiya Janta Party,"10,83,491","6,51,051",60.1 %,"1,11,614",17.1%
233,Inner Manipur,1,GEN,Manipur,N.Tombi Singh,Indian National Congress,"6,02,611","3,97,804",66.0 %,"7,551",1.9%
234,Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Baburao Pranjpe,Bharatiya Janta Party,"9,18,415","5,04,092",54.9 %,"1,01,772",20.2%
235,Jadavpur,18,GEN,West Bengal,Malini Bhattacharya,Communist Party Of India (MARXIST),"11,32,041","8,92,984",78.9 %,"30,900",3.5%
236,Jagatsinghpur,7,SC,Orissa,Lokanath Choudhary,Communist Party Of India,"9,72,534","6,97,992",71.8 %,"1,48,136",21.2%
237,Jahanabad,41,GEN,Bihar [1947 - 1999],Ramashray Prasad Singh,Communist Party Of India,"10,58,677","7,16,296",67.7 %,"72,901",10.2%
238,Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,"12,31,644","7,24,028",58.8 %,"84,487",11.7%
239,Jajpur,4,ST,Orissa,Anadi Charan Das,Janata Dal,"9,32,961","6,33,774",67.9 %,"79,332",12.5%
240,Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Ram Sewak Bhatiya,Janata Dal,"9,29,045","5,16,013",55.5 %,"24,516",4.8%
241,Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Ch. Multan Signh,Janata Dal,"8,70,530","4,16,356",47.8 %,"97,896",23.5%
242,Jalgaon,17,GEN,Maharashtra,Mahajan Yadav Shivram,Indian National Congress,"9,45,499","6,20,760",65.7 %,"5,436",0.9%
243,Jalna,32,GEN,Maharashtra,Pundlik Hari Danwe,Bharatiya Janta Party,"9,90,208","6,03,000",60.9 %,"61,965",10.3%
244,Jalore,22,GEN,Rajasthan,Kailash Meghwal,Bharatiya Janta Party,"10,76,975","5,99,107",55.6 %,"53,405",8.9%
245,Jalpaiguri,3,SC,West Bengal,Manik Sanyal,Communist Party Of India (MARXIST),"9,35,447","7,43,650",79.5 %,"1,12,128",15.1%
246,Jammu,6,GEN,Jammu & Kashmir,Janak Rai Gupta,Indian National Congress,"10,26,600","5,84,078",56.9 %,"21,695",3.7%
247,Jamnagar,3,GEN,Gujarat,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),Bharatiya Janta Party,"8,19,518","3,64,717",44.5 %,"45,574",12.5%
248,Jamshedpur,50,GEN,Bihar [1947 - 1999],Shailendra Mahto,Jharkhand Mukti Morcha,"9,53,395","5,31,840",55.8 %,"8,884",1.7%
249,Jangipur,8,GEN,West Bengal,Abedin Zainal,Communist Party Of India (MARXIST),"9,32,369","7,32,851",78.6 %,"39,181",5.3%
250,Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Dalip Singh Judeo,Bharatiya Janta Party,"9,65,293","5,75,678",59.6 %,"98,893",17.2%
251,Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Raja Yadvendra Dutta,Bharatiya Janta Party,"9,85,506","4,85,676",49.3 %,"19,290",4.0%
252,Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Dileepsingh Bhuria,Indian National Congress,"8,76,800","4,37,814",49.9 %,"1,16,957",26.7%
253,Jhalawar,15,GEN,Rajasthan,Vasundhara Rajey,Bharatiya Janta Party,"8,90,749","5,14,336",57.7 %,"1,46,541",28.5%
254,Jhanjharpur,14,GEN,Bihar [1947 - 1999],Devandra Prassad Yadav,Janata Dal,"9,58,736","5,39,539",56.3 %,"1,59,336",29.5%
255,Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Rajendra Agnihotri,Bharatiya Janta Party,"10,45,429","6,05,281",57.9 %,"1,03,198",17.0%
256,Jhargram,33,ST,West Bengal,Matilal Hansda,Communist Party Of India (MARXIST),"8,77,223","7,11,333",81.1 %,"2,30,898",32.5%
257,Jhunjhunu,4,GEN,Rajasthan,Jagdeep Jhankar,Janata Dal,"11,25,512","7,30,259",64.9 %,"1,61,981",22.2%
258,Jodhpur,24,GEN,Rajasthan,Jaswant Singh S/o Sardar Singh,Bharatiya Janta Party,"10,87,557","6,02,362",55.4 %,"66,246",11.0%
259,Jorhat,12,GEN,Assam,Data Not Available,-,-,-,-,-,-
260,Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,"9,32,168","7,58,242",81.3 %,"63,807",8.4%
261,Jullundur,4,SC,Punjab,I.K.Gujral,Janata Dal,"9,37,892","5,54,482",59.1 %,"80,358",14.5%
262,Junagadh,6,GEN,Gujarat,Shekhada Govindhhal Kanjibhai,Janata Dal,"9,15,517","4,60,709",50.3 %,"1,08,027",23.4%
263,Kaira,19,ST,Gujarat,Chauhan Prabhatsinh Hathisinh,Janata Dal,"9,22,544","5,69,684",61.8 %,"1,09,203",19.2%
264,Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Har Pal,Janata Dal,"8,80,593","5,33,764",60.6 %,"1,21,829",22.8%
265,Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Rudra Sen Chaudhary,Bharatiya Janta Party,"8,66,061","4,16,083",48.0 %,"3,827",0.9%
266,Kakinada,7,GEN,Andhra Pradesh,Mallipudi Mangapathi Pallamraju,Indian National Congress,"9,79,213","7,24,677",74.0 %,"82,983",11.5%
267,Kalahandi,14,GEN,Orissa,Bahkta Charan Das,Janata Dal,"8,40,712","4,76,306",56.7 %,"51,952",10.9%
268,Kaliabor,11,GEN,Assam,Data Not Available,-,-,-,-,-,-
269,Kanakapura,11,GEN,Karnataka,M.V.Chandrashekhara Murthy,Indian National Congress,"13,55,284","9,23,505",68.1 %,"2,55,221",27.6%
270,Kanara,22,SC,Karnataka,Devaray Naik G,Indian National Congress,"9,70,866","6,68,957",68.9 %,"31,568",4.7%
271,Kangra,3,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,"7,37,973","5,13,513",69.6 %,"59,204",11.5%
272,Kanker,19,ST,Madhya Pradesh [1947 - 1999],Arvind Netam,Indian National Congress,"8,50,767","4,50,405",52.9 %,"45,816",10.2%
273,Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Chhotey Singh Yadav,Janata Dal,"9,42,420","5,43,259",57.7 %,"53,833",9.9%
274,Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Subhashini Ali,Communist Party Of India (MARXIST),"10,47,192","4,41,255",42.1 %,"56,587",12.8%
275,Kapadvanj,16,GEN,Gujarat,Gabhaji Mangaji Thakor,Bharatiya Janta Party,"9,46,333","5,20,120",55.0 %,"1,56,841",30.2%
276,Karad,45,GEN,Maharashtra,Chavan Premalabai Dajisaheb,Indian National Congress,"9,48,262","5,78,593",61.0 %,"1,93,165",33.4%
277,Karimganj,1,SC,Assam,Data Not Available,-,-,-,-,-,-
278,Karimnagar,37,GEN,Andhra Pradesh,Chokka Rao Juvvadi,Indian National Congress,"10,75,755","6,69,734",62.3 %,"35,192",5.3%
279,Karnal,3,SC,Haryana,Chiranjit Lal,Indian National Congress,"9,46,620","6,06,237",64.0 %,"8,673",1.4%
280,Karol Bagh,7,GEN,Delhi [1977 Onwards],Kalka Dass,Bharatiya Janta Party,"4,81,032","2,89,278",60.1 %,"6,969",2.4%
281,Karur,26,GEN,Tamil Nadu,"Thambithurai, M.",All India Anna Dravida Munnetra Kazhagam,"10,50,778","7,48,242",71.2 %,"2,38,751",31.9%
282,Kasaragod,1,GEN,Kerala,M. Rammana Rai,Communist Party Of India (MARXIST),"10,10,280","8,02,722",79.5 %,"1,546",0.2%
283,Katihar,25,GEN,Bihar [1947 - 1999],Yuvarj,Janata Dal,"8,55,079","6,30,832",73.8 %,"1,03,178",16.4%
284,Katwa,40,GEN,West Bengal,Saifuddin Chaudhury,Communist Party Of India (MARXIST),"9,69,983","8,11,642",83.7 %,"1,09,109",13.4%
285,Kendrapara,5,ST,Orissa,Rabi Ray,Janata Dal,"9,10,798","6,27,566",68.9 %,"96,791",15.4%
286,Keonjhar,21,ST,Orissa,Govind Chandra Munda,Janata Dal,"9,05,556","4,74,770",52.4 %,"1,26,532",26.7%
287,Khagaria,31,GEN,Bihar [1947 - 1999],Ram Sharan Yadav,Janata Dal,"9,46,945","5,93,189",62.6 %,"1,36,522",23.0%
288,Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Umabharti,Bharatiya Janta Party,"10,61,784","6,28,167",59.2 %,"1,93,345",30.8%
289,Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Ram Prasad Chaudhary,Janata Dal,"9,75,835","5,13,551",52.6 %,"60,299",11.7%
290,Khammam,40,GEN,Andhra Pradesh,Jalagam Vengal Rao,Indian National Congress,"10,38,053","8,13,657",78.4 %,"59,252",7.3%
291,Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Amritlal (Mannibhai),Bharatiya Janta Party,"8,68,671","5,35,120",61.6 %,"89,197",16.7%
292,Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Pathidar,Bharatiya Janta Party,"8,63,948","5,20,054",60.2 %,"40,898",7.9%
293,Khed,41,SC,Maharashtra,Bankhele Kisanrao Baburao,Janata Dal,"9,34,837","5,60,627",60.0 %,"15,796",2.8%
294,Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Usha Verma,Indian National Congress,"9,44,231","4,51,923",47.9 %,"54,386",12.0%
295,Khunti,52,ST,Bihar [1947 - 1999],Karia Munda,Bharatiya Janta Party,"7,55,724","3,43,951",45.5 %,"3,785",1.1%
296,Khurja,77,SC,Uttar Pradesh [1947 - 1999],Bhagwan Dass,Janata Dal,"9,61,812","4,40,063",45.8 %,"47,543",10.8%
297,Kishanganj,23,GEN,Bihar [1947 - 1999],M.J.Akbar,Indian National Congress,"9,56,458","5,59,966",58.6 %,"25,991",4.6%
298,Kodarma,45,GEN,Bihar [1947 - 1999],Ritlal Prasad Verma,Bharatiya Janta Party,"9,64,011","5,48,098",56.9 %,"1,02,294",18.7%
299,Kokrajhar,5,ST,Assam,Data Not Available,-,-,-,-,-,-
300,Kolaba,3,GEN,Maharashtra,Antulay A. R.,Indian National Congress,"9,38,272","6,46,172",68.9 %,"1,15,434",17.9%
301,Kolar,10,GEN,Karnataka,Y.Ramakrishna,Indian National Congress,"9,48,842","7,02,728",74.1 %,"1,32,602",18.9%
302,Kolhapur,48,GEN,Maharashtra,Gaikwad Udaysingrao Nanasaheb,Indian National Congress,"8,93,490","5,29,153",59.2 %,"41,128",7.8%
303,Kopargaon,40,GEN,Maharashtra,Vikhe E.V.,Indian National Congress,"8,58,141","5,14,804",60.0 %,"1,21,058",23.5%
304,Koppal,4,SC,Karnataka,Basavaraj Patil,Janata Dal,"10,50,963","6,79,404",64.7 %,"23,088",3.4%
305,Koraput,12,ST,Orissa,Gridhar Gamango,Indian National Congress,"8,92,137","3,71,881",41.7 %,"45,453",12.2%
306,Kota,14,GEN,Rajasthan,Dau Dayal Joshi,Bharatiya Janta Party,"9,42,409","5,46,722",58.0 %,"1,28,640",23.5%
307,Kottayam,13,GEN,Kerala,Ramesh Chennithala,Indian National Congress,"8,90,166","7,52,839",84.6 %,"53,533",7.1%
308,Krishnagar,11,GEN,West Bengal,Ajoy Mukherjee,Communist Party Of India (MARXIST),"9,21,468","7,61,992",82.7 %,"16,153",2.1%
309,Krishnagiri,14,GEN,Tamil Nadu,"Ramamoorthy, K.",Indian National Congress,"9,58,580","6,07,181",63.3 %,"2,01,494",33.2%
310,Kurnool,26,GEN,Andhra Pradesh,Kotla Vijay Bhaskara Reddy,Indian National Congress,"9,68,645","6,55,434",67.7 %,"1,10,418",16.8%
311,Kurukshetra,2,GEN,Haryana,Gurdial Singh Saini,Janata Dal,"9,15,880","6,15,902",67.3 %,"38,188",6.2%
312,Kutch,1,SC,Gujarat,Babu Bhai Meghji Shah,Bharatiya Janta Party,"7,07,040","4,07,624",57.7 %,"81,564",20.0%
313,Ladakh,4,GEN,Jammu & Kashmir,Mohd. Hassan,Independent,"1,01,738","87,863",86.4 %,"4,539",5.2%
314,Lakhimpur,14,GEN,Assam,Data Not Available,-,-,-,-,-,-
315,Lakshadweep,1,ST,Lakshadweep,P. M. Sayeed,Indian National Congress,"30,069","25,555",85.0 %,"1,156",4.5%
316,Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Ram Dhan,Janata Dal,"10,30,631","5,08,187",49.3 %,"4,082",0.8%
317,Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,"9,79,858","6,19,738",63.3 %,"43,855",7.1%
318,Lohardaga,53,ST,Bihar [1947 - 1999],Sumati Oraon,Indian National Congress,"8,25,417","3,84,083",46.5 %,"39,072",10.2%
319,Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Mandhata Singh,Janata Dal,"11,31,139","3,35,633",29.7 %,"15,296",4.6%
320,Ludhiana,9,SC,Punjab,Rajinder Kaur Bulara,Shiromani Akali Dal (SIMRANJIT SINGH MANN),"11,35,916","6,79,799",59.9 %,"1,33,729",19.7%
321,Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Shiv Sharan Verma,Janata Dal,"9,66,628","4,46,069",46.2 %,"67,184",15.1%
322,Machilipatnam,12,GEN,Andhra Pradesh,Sambasivarao Kavuri,Indian National Congress,"9,08,538","7,00,112",77.1 %,"43,489",6.2%
323,Madhepura,21,GEN,Bihar [1947 - 1999],Ramesh Kumar Yadav Ravi,Janata Dal,"9,76,967","6,73,041",68.9 %,"2,92,948",43.5%
324,Madhubani,13,GEN,Bihar [1947 - 1999],Bhogendra Jha,Communist Party Of India,"9,81,067","5,58,378",56.9 %,"1,41,366",25.3%
325,Madras Central,2,GEN,Tamil Nadu,Anbarasu Era,Indian National Congress,"10,26,829","6,23,899",60.8 %,"66,406",10.6%
326,Madras North,1,SC,Tamil Nadu,D. Pandian,Indian National Congress,"13,45,150","8,19,293",60.9 %,"1,13,771",13.9%
327,Madras South,3,GEN,Tamil Nadu,Vyjayantimala Bali,Indian National Congress,"13,97,773","8,34,725",59.7 %,"1,25,844",15.1%
328,Madurai,24,GEN,Tamil Nadu,A.G.S. Ram Babu,Indian National Congress,"11,37,434","7,19,677",63.3 %,"2,13,778",29.7%
329,Mahabubnagar,29,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress,"10,38,379","6,89,986",66.5 %,"69,778",10.1%
330,Maharajganj,6,GEN,Bihar [1947 - 1999],Chanrasbekhar,Janata Dal,"10,24,013","5,91,913",57.8 %,"2,17,318",36.7%
331,Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Harsh Vardhan,Janata Dal,"8,95,669","5,19,667",58.0 %,"14,990",2.9%
332,Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Vidyacharan Shukla,Janata Dal,"8,92,973","5,53,185",62.0 %,"12,894",2.3%
333,Mahendragarh,7,GEN,Haryana,Birender Singh,Janata Dal,"10,57,536","6,50,168",61.5 %,"3,510",0.5%
334,Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Udai Pratap Singh,Janata Dal,"8,50,967","4,60,814",54.2 %,"84,291",18.3%
335,Malda,7,GEN,West Bengal,Abul Barkat Ataul Ghani Khan Choudhury,Indian National Congress,"9,00,406","7,36,351",81.8 %,"29,897",4.1%
336,Malegaon,13,GEN,Maharashtra,Mahale Haribhau,Janata Dal,"9,13,648","4,75,250",52.0 %,"14,054",3.0%
337,Mandi,2,GEN,Himachal Pradesh,Maheshwar Singh,Bharatiya Janta Party,"7,56,145","4,70,730",62.3 %,"28,069",6.0%
338,Mandla,24,ST,Madhya Pradesh [1947 - 1999],Mohan Lal,Indian National Congress,"8,11,764","3,78,834",46.7 %,"45,235",11.9%
339,Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Laxminarayan Pandey,Bharatiya Janta Party,"9,93,680","6,58,382",66.3 %,"1,02,325",15.5%
340,Mandvi,25,GEN,Gujarat,Ghamit Chhitubhai Devibhai,Indian National Congress,"8,93,665","4,34,296",48.6 %,"46,139",10.6%
341,Mandya,14,GEN,Karnataka,G.Made Gowda,Indian National Congress,"9,62,396","7,33,580",76.2 %,"74,889",10.2%
342,Mangaldoi,8,GEN,Assam,Data Not Available,-,-,-,-,-,-
343,Mangalore,17,GEN,Karnataka,Janardhana Poojary,Indian National Congress,"9,23,749","6,46,156",70.0 %,"91,097",14.1%
344,Manjeri,5,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,"10,17,274","8,11,009",79.7 %,"70,282",8.7%
345,Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Manvendra Singh,Janata Dal,"9,35,440","4,80,088",51.3 %,"37,713",7.9%
346,Mathurapur,16,GEN,West Bengal,Radhikaranjan Pramanik,Communist Party Of India (MARXIST),"8,75,184","7,39,596",84.5 %,"22,632",3.1%
347,Mavelikara,16,SC,Kerala,P. J. Kurien,Indian National Congress,"8,40,010","6,57,992",78.3 %,"57,182",8.7%
348,Mayiladuturai,29,SC,Tamil Nadu,Pakeer Mohamed Hajee E.S.M,Indian National Congress,"9,10,538","6,80,108",74.7 %,"1,01,945",15.0%
349,Mayurbhanj,1,GEN,Orissa,Bhagey Gobardhan,Janata Dal,"8,15,806","3,23,586",39.7 %,"22,588",7.0%
350,Medak,33,GEN,Andhra Pradesh,Bagareddy M.,Indian National Congress,"10,57,204","7,36,786",69.7 %,"96,096",13.0%
351,Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Harish Pal,Janata Dal,"9,70,079","5,51,883",56.9 %,"1,22,041",22.1%
352,Mehsana,12,GEN,Gujarat,A.K.Patel,Bharatiya Janta Party,"9,97,389","6,66,886",66.9 %,"1,35,330",20.3%
353,Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,"9,44,374","7,60,379",80.5 %,"1,32,320",17.4%
354,Miryalguda,42,GEN,Andhra Pradesh,B.N.Reddy,Indian National Congress,"10,91,124","8,16,183",74.8 %,"34,995",4.3%
355,Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Yusa Beg,Janata Dal,"10,31,084","4,77,366",46.3 %,"82,893",17.4%
356,Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Lal Rahi,Indian National Congress,"8,82,435","4,62,471",52.4 %,"86,391",18.7%
357,Mizoram,1,ST,Mizoram,C.Silvera,Indian National Congress,"3,91,700","2,28,202",58.3 %,"38,822",17.0%
358,Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Sarju Prasad Saroj,Janata Dal,"8,88,330","4,10,008",46.2 %,"18,176",4.4%
359,Monghyr,32,GEN,Bihar [1947 - 1999],Dhanraj Singh,Janata Dal,"10,15,385","7,12,863",70.2 %,"55,186",7.7%
360,Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Ghulam Mohd. Khan Haji,Janata Dal,"9,49,266","5,04,312",53.1 %,"81,917",16.2%
361,Morena,1,SC,Madhya Pradesh [1947 - 1999],Chhaviram,Bharatiya Janta Party,"9,93,784","4,23,484",42.6 %,"87,861",20.7%
362,Mormugao,2,GEN,Goa,Faleiro Edurado Marthinho,Indian National Congress,"4,00,321","1,80,708",45.1 %,"22,066",12.2%
363,Motihari,3,GEN,Bihar [1947 - 1999],Radha Mohan Singh,Bharatiya Janta Party,"9,36,758","5,51,310",58.9 %,"78,111",14.2%
364,Mukundapuram,10,GEN,Kerala,Savithri Lakshmanan,Indian National Congress,"9,21,201","7,59,285",82.4 %,"18,754",2.5%
365,Murshidabad,9,GEN,West Bengal,Masudal Hossain Syed,Communist Party Of India (MARXIST),"9,86,433","8,20,706",83.2 %,"56,544",6.9%
366,Muvattupuzha,12,GEN,Kerala,P. C. Thomas,Kerala Congress(M),"8,95,057","7,32,761",81.9 %,"68,811",9.4%
367,Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Mufti Mohammad Sayeed,Janata Dal,"9,20,249","5,70,608",62.0 %,"1,58,987",27.9%
368,Muzaffarpur,10,GEN,Bihar [1947 - 1999],George Farnandes,Janata Dal,"9,81,763","7,26,622",74.0 %,"2,85,010",39.2%
369,Mysore,16,GEN,Karnataka,Srikantadatta Narasimbharaj Wadeyar,Indian National Congress,"10,52,491","7,33,973",69.7 %,"2,49,364",34.0%
370,Nabadwip,12,GEN,West Bengal,Asim Bala,Communist Party Of India (MARXIST),"10,74,607","9,18,063",85.4 %,"52,663",5.7%
371,Nagaland,1,ST,Nagaland,Shikino Sam,Indian National Congress,"8,13,011","6,07,429",74.7 %,"1,23,947",20.4%
372,Nagapattinam,30,GEN,Tamil Nadu,"Selvarasu, M",Communist Party Of India,"9,31,916","7,00,948",75.2 %,"21,523",3.1%
373,Nagarkurnool,28,SC,Andhra Pradesh,Anatha Ramulu Mullu,Indian National Congress,"10,00,322","7,05,416",70.5 %,"71,174",10.1%
374,Nagaur,25,GEN,Rajasthan,Nathu Ram Mirdha,Janata Dal,"10,70,178","6,53,477",61.1 %,"1,90,270",29.1%
375,Nagercoil,39,GEN,Tamil Nadu,N.Dennis,Indian National Congress,"9,52,947","5,54,825",58.2 %,"78,797",14.2%
